year,StateCode,CountyCode,meanIncome,medianIncome,povertyPop,medianAge
2014,01,089,140771,140771,22988,37.9
2014,01,095,34872,34872,7073,38.7
2014,01,097,153450,153450,32936,37.5
2014,01,101,89415,89415,23057,35.7
2014,01,103,45016,45016,6636,40
2014,01,115,32267,32267,4693,40
2014,01,117,75714,75714,6923,38.2
2014,01,121,30649,30649,6419,40.9
2014,01,125,68320,68320,15191,32.1
2014,01,127,25211,25211,5484,43.5
2014,02,020,104683,104683,10885,32.1
2014,02,090,35692,35692,4881,30.1
2014,02,170,30766,30766,4103,34.4
2014,04,001,18766,18766,14310,34.3
2014,04,003,47653,47653,9644,40.1
2014,04,005,46919,46919,15045,30.9
2014,04,013,1458064,1458064,323792,35.7
2014,04,015,81292,81292,16730,49.7
2014,04,017,33236,33236,15812,35.2
2014,04,019,389737,389737,83705,38
2014,04,021,132176,132176,35886,38.4
2014,04,025,90584,90584,15785,52
2014,04,027,70593,70593,14865,34
2014,05,007,86232,86232,12888,35.4
2014,05,031,38548,38548,9113,34.1
2014,05,045,42782,42782,8378,32
2014,05,051,39045,39045,6876,43.2
2014,05,069,28494,28494,6980,39.1
2014,05,085,26688,26688,3427,36.1
2014,05,119,152045,152045,25694,36.6
2014,05,125,41587,41587,2732,38.1
2014,05,131,48779,48779,10968,37.5
2014,05,143,81600,81600,17085,31.6
2014,05,145,29146,29146,5490,35.5
2014,06,001,563601,563601,88992,37.1
2014,06,007,85366,85366,22862,36.4
2014,06,013,387936,387936,54502,38.8
2014,06,017,65804,65804,8482,44.9
2014,06,019,297993,297993,117688,31.7
2014,06,023,53195,53195,11281,37.3
2014,06,025,43635,43635,18671,32.3
2014,06,029,261135,261135,80309,31.2
2014,06,031,41596,41596,16131,30.9
2014,06,033,27636,27636,6054,45.1
2014,06,037,3269112,3269112,746087,35.8
2014,06,039,42895,42895,14683,33.8
2014,06,041,103509,103509,12083,45.4
2014,06,045,33464,33464,8803,42.2
2014,06,047,79255,79255,26234,31
2014,06,053,123920,123920,22495,33.7
2014,06,055,50516,50516,5296,40.9
2014,06,057,40186,40186,4445,49.9
2014,06,059,1018862,1018862,165958,37.2
2014,06,061,136239,136239,16395,41.9
2014,06,065,700584,700584,159065,34.8
2014,06,067,523353,523353,112260,35.7
2014,06,071,617066,617066,184399,32.7
2014,06,073,1100858,1100858,225580,35.3
2014,06,075,353406,353406,48715,38.6
2014,06,077,221874,221874,58693,33.7
2014,06,079,102645,102645,19590,38.8
2014,06,081,257473,257473,25610,39.4
2014,06,083,142912,142912,35696,33.7
2014,06,085,622068,622068,78923,37
2014,06,087,96127,96127,20666,37
2014,06,089,68542,68542,12362,42.4
2014,06,095,145313,145313,22469,37.3
2014,06,097,190875,190875,24970,41.1
2014,06,099,169038,169038,44991,33.8
2014,06,101,31634,31634,4704,35.8
2014,06,107,132742,132742,52473,30.4
2014,06,111,269869,269869,37052,37.3
2014,06,113,72228,72228,25591,31.8
2014,06,115,25732,25732,7477,31.9
2014,08,001,159422,159422,26767,33.5
2014,08,005,232763,232763,28307,36.1
2014,08,013,123690,123690,22264,36.4
2014,08,031,281928,281928,50170,34.2
2014,08,035,108135,108135,5918,37.8
2014,08,041,245158,245158,33416,33.7
2014,08,059,224502,224502,17603,40.3
2014,08,069,125165,125165,22209,35.6
2014,08,077,59703,59703,12376,38.3
2014,08,101,63385,63385,13593,38.3
2014,08,123,96803,96803,14446,33.9
2014,09,001,338421,338421,39706,39.5
2014,09,003,346525,346525,45351,39.9
2014,09,005,73572,73572,6644,47
2014,09,007,67106,67106,7452,44.6
2014,09,009,326050,326050,50165,39.9
2014,09,011,105504,105504,11282,41.5
2014,09,013,53984,53984,6269,38
2014,09,015,44655,44655,4785,41.7
2014,10,001,61270,61270,10164,37.3
2014,10,003,202204,202204,34481,37.7
2014,10,005,86269,86269,9571,47.8
2014,11,001,277378,277378,56790,33.8
2014,12,001,97215,97215,29486,31.2
2014,12,005,66024,66024,11107,39.4
2014,12,009,225226,225226,34106,46.9
2014,12,011,665192,665192,116962,39.9
2014,12,015,75234,75234,7191,57.5
2014,12,017,60315,60315,9764,55.5
2014,12,019,70307,70307,13618,38.6
2014,12,021,133162,133162,19226,48.7
2014,12,023,23825,23825,7025,41.4
2014,12,031,340985,340985,75946,36.2
2014,12,033,115094,115094,17765,37.2
2014,12,035,36798,36798,5253,50.2
2014,12,053,70558,70558,11433,49.2
2014,12,055,39288,39288,6096,52.3
2014,12,057,489603,489603,97268,36.7
2014,12,061,55618,55618,5356,51.1
2014,12,069,117696,117696,19514,46.4
2014,12,071,263295,263295,41257,47.3
2014,12,073,112145,112145,38172,30.1
2014,12,081,137695,137695,23912,47.2
2014,12,083,132275,132275,25428,48
2014,12,085,62518,62518,6871,50.9
2014,12,086,843887,843887,212006,39.3
2014,12,087,28065,28065,3962,46.1
2014,12,089,28336,28336,4541,46
2014,12,091,73277,73277,11029,36.5
2014,12,095,444543,444543,93541,34.5
2014,12,097,89328,89328,21429,35.5
2014,12,099,538246,538246,83603,44.3
2014,12,101,186999,186999,34185,44.7
2014,12,103,402575,402575,74714,47.3
2014,12,105,218286,218286,51087,40.5
2014,12,107,26580,26580,8110,45.2
2014,12,109,81309,81309,7944,42.6
2014,12,111,108771,108771,17520,44.3
2014,12,113,56085,56085,7837,39
2014,12,115,175881,175881,18153,54.5
2014,12,117,148732,148732,19825,39.3
2014,12,119,50209,50209,4104,66
2014,12,127,200729,200729,40445,46.5
2014,13,013,22508,22508,3701,35.2
2014,13,015,37742,37742,6863,37.6
2014,13,021,56135,56135,20589,35.5
2014,13,031,25844,25844,11048,26.6
2014,13,045,38875,38875,16041,33.5
2014,13,047,23476,23476,1123,39.8
2014,13,051,106188,106188,23245,34.3
2014,13,057,81991,81991,8262,37.2
2014,13,059,44016,44016,20376,26.7
2014,13,063,88538,88538,21044,32.4
2014,13,067,271686,271686,42224,36.1
2014,13,073,45371,45371,6506,36.4
2014,13,077,49546,49546,8641,37.5
2014,13,089,266307,266307,67156,35.3
2014,13,095,35539,35539,14052,34.9
2014,13,097,47687,47687,9653,36.1
2014,13,113,38945,38945,4682,43.9
2014,13,115,36177,36177,10660,38.6
2014,13,117,66429,66429,3618,37.7
2014,13,121,381990,381990,75336,35
2014,13,127,32361,32361,7236,40.7
2014,13,135,278652,278652,46027,34.7
2014,13,139,63383,63383,11483,35.8
2014,13,151,68524,68524,17848,36.9
2014,13,153,53519,53519,12197,34.9
2014,13,179,22096,22096,3226,26.6
2014,13,185,38547,38547,12525,28.9
2014,13,215,74339,74339,18223,33.8
2014,13,217,35923,35923,11833,35.7
2014,13,223,50248,50248,7360,35.1
2014,13,245,71031,71031,25007,33.4
2014,13,247,29707,29707,5341,37.1
2014,13,285,23942,23942,3424,35.5
2014,13,295,25458,25458,4993,41
2014,13,297,30355,30355,9274,37.7
2014,13,313,36388,36388,6009,35.1
2014,15,001,65178,65178,17684,41.3
2014,15,003,309002,309002,42037,36.7
2014,15,007,22234,22234,2587,40.8
2014,15,009,54303,54303,6363,41.2
2014,16,001,159896,159896,19219,36.4
2014,16,005,30240,30240,6537,32.9
2014,16,019,36420,36420,4301,32.8
2014,16,027,66791,66791,18802,32.5
2014,16,055,56177,56177,6884,40.7
2014,16,083,29482,29482,3968,34.7
2014,17,001,27657,27657,3535,40.2
2014,17,019,81347,81347,29480,29.7
2014,17,031,1938055,1938055,404607,36.1
2014,17,037,36965,36965,7390,30.2
2014,17,043,338548,338548,32316,39
2014,17,089,172350,172350,23576,36.5
2014,17,091,40732,40732,6247,38.1
2014,17,093,39923,39923,6198,35.3
2014,17,097,240673,240673,28277,38
2014,17,099,42956,42956,6410,41.7
2014,17,111,109417,109417,6169,40.1
2014,17,113,66361,66361,14416,32.5
2014,17,115,44063,44063,7685,41.2
2014,17,119,106253,106253,15428,40.5
2014,17,143,74982,74982,13551,36.8
2014,17,161,59384,59384,10686,40
2014,17,163,99917,99917,24163,37.7
2014,17,167,83286,83286,13757,39.8
2014,17,179,53763,53763,7183,41
2014,17,183,31338,31338,6489,39.3
2014,17,197,224012,224012,19698,36.8
2014,17,199,27211,27211,3988,41.4
2014,17,201,114034,114034,27637,39.6
2014,18,003,138980,138980,20827,35.8
2014,18,005,31827,31827,2295,37.9
2014,18,019,42686,42686,3941,38.4
2014,18,035,45207,45207,13410,35
2014,18,039,70636,70636,14702,35.3
2014,18,043,29679,29679,3418,40
2014,18,053,25600,25600,4873,40.3
2014,18,057,110844,110844,5344,36.5
2014,18,059,26700,26700,1340,41.5
2014,18,063,56010,56010,3461,38
2014,18,067,34026,34026,5793,42.1
2014,18,081,53015,53015,5509,37.4
2014,18,085,29741,29741,4661,36.9
2014,18,089,182108,182108,34521,38.3
2014,18,091,42068,42068,7360,40.8
2014,18,095,52650,52650,11684,40
2014,18,097,360783,360783,89296,34.2
2014,18,105,54003,54003,21500,27.9
2014,18,109,25255,25255,3924,41.3
2014,18,127,61797,61797,10044,40.1
2014,18,141,101296,101296,22908,36.5
2014,18,157,65834,65834,20158,27.7
2014,18,163,73663,73663,14675,38.1
2014,18,167,41395,41395,9095,36.5
2014,18,177,26937,26937,4959,40.6
2014,19,013,53204,53204,7192,34.3
2014,19,049,27718,27718,2769,35.3
2014,19,061,38824,38824,4160,39
2014,19,103,55574,55574,15067,30.5
2014,19,113,88216,88216,6440,37.1
2014,19,153,179188,179188,26246,35.1
2014,19,155,37321,37321,4012,39.2
2014,19,163,67822,67822,8021,38.4
2014,19,169,35880,35880,12194,26.9
2014,19,193,38898,38898,6710,35.9
2014,20,015,23088,23088,3528,38.5
2014,20,045,45224,45224,13137,28.6
2014,20,091,220587,220587,14721,36.9
2014,20,103,26305,26305,3196,37.7
2014,20,161,26265,26265,7860,24.9
2014,20,173,191636,191636,31567,34.6
2014,20,177,70857,70857,10866,38.2
2014,20,209,60106,60106,18236,33.1
2014,21,015,44988,44988,3855,36.2
2014,21,029,28682,28682,3511,38.7
2014,21,037,35602,35602,6918,36.8
2014,21,047,25855,25855,7111,28.6
2014,21,059,39638,39638,8878,39
2014,21,067,127412,127412,30110,34.1
2014,21,093,39314,39314,4045,35.4
2014,21,111,307676,307676,50223,37.7
2014,21,117,62900,62900,12086,37
2014,21,145,28659,28659,6024,42.3
2014,21,151,33257,33257,6259,34
2014,21,195,26477,26477,7030,41.8
2014,21,227,44846,44846,9885,33.3
2014,22,005,41433,41433,9570,35.1
2014,22,015,47072,47072,8459,34.5
2014,22,017,94854,94854,32280,36.8
2014,22,019,73873,73873,14899,36.1
2014,22,033,170572,170572,41794,33.3
2014,22,045,25855,25855,3123,36.6
2014,22,051,169033,169033,30973,38.9
2014,22,055,88611,88611,13891,33.9
2014,22,057,34564,34564,8341,35.9
2014,22,063,48943,48943,8357,35.2
2014,22,071,152788,152788,52888,35.8
2014,22,073,57766,57766,15375,34.8
2014,22,079,46738,46738,6475,36.6
2014,22,097,28739,28739,13000,36.2
2014,22,103,88123,88123,12172,39.8
2014,22,105,45786,45786,11557,34.4
2014,22,109,39975,39975,11107,34.5
2014,23,001,44267,44267,6636,40
2014,23,003,30146,30146,5400,46.9
2014,23,005,117186,117186,14373,42.1
2014,23,011,50219,50219,7700,44.7
2014,48,085,312298,312298,22841,36.2
2014,48,091,44382,44382,5601,41.8
2014,48,099,22380,22380,2335,30.6
2014,48,113,891554,891554,179212,33.2
2014,48,121,265729,265729,30029,34.5
2014,48,135,50724,50724,3766,31
2014,48,139,53454,53454,4024,36.2
2014,48,141,255736,255736,65443,31.7
2014,48,157,214215,214215,24830,35.6
2014,48,167,117452,117452,17273,37.3
2014,48,181,46621,46621,7294,40
2014,48,183,46314,46314,10141,35.8
2014,48,187,50383,50383,4123,36.5
2014,48,201,1538072,1538072,297442,33
2014,48,203,22997,22997,5405,35.8
2014,48,209,63497,63497,18051,30.7
2014,48,213,30422,30422,6004,43.6
2014,48,215,226000,226000,139535,29.2
2014,48,231,30698,30698,6629,37.4
2014,48,245,94400,94400,29936,36
2014,48,251,55458,55458,11845,36.9
2014,48,257,35725,35725,5460,35.8
2014,48,291,24886,24886,4991,36.3
2014,48,303,110867,110867,24295,30.7
2014,48,309,87345,87345,18960,33
2014,48,329,53655,53655,3566,31.9
2014,48,339,179867,179867,18556,36.4
2014,48,347,24734,24734,5402,30.5
2014,48,355,129264,129264,20708,35.1
2014,48,361,32952,32952,6326,37.5
2014,48,367,42629,42629,6713,41.3
2014,48,375,42467,42467,10835,33.5
2014,48,381,49310,49310,4600,35.6
2014,48,397,29401,29401,2958,38
2014,48,409,23156,23156,2871,35.4
2014,48,423,77469,77469,14050,36.3
2014,48,439,681915,681915,127844,34.2
2014,48,441,48997,48997,9256,32.1
2014,48,451,42501,42501,6388,33.7
2014,48,453,437375,437375,92521,33.4
2014,48,469,32572,32572,5827,35.4
2014,48,471,20097,20097,7540,33.9
2014,48,479,70418,70418,39461,28.4
2014,48,485,46671,46671,9678,34.6
2014,48,491,164805,164805,18912,35.5
2014,49,005,35895,35895,6918,25.2
2014,49,011,99117,99117,9092,30.4
2014,49,035,358269,358269,54229,32.2
2014,49,049,151010,151010,28449,24.5
2014,49,053,49468,49468,6855,35.1
2014,49,057,80956,80956,13817,32.4
2014,50,007,63887,63887,9357,36.3
2014,51,003,39568,39568,5097,38.4
2014,51,013,100732,100732,9429,34
2014,51,015,28533,28533,1694,44.6
2014,51,019,30259,30259,4114,45.7
2014,51,041,119732,119732,10787,38.3
2014,51,059,391479,391479,33721,37.6
2014,51,061,23334,23334,2442,41.7
2014,51,069,29505,29505,2633,39.7
2014,51,085,37481,37481,2329,43.1
2014,51,087,124447,124447,15987,37.9
2014,51,095,29312,29312,2195,45.8
2014,51,107,117946,117946,5544,35.6
2014,51,121,34549,34549,17236,27.7
2014,51,153,137434,137434,12171,34.2
2014,51,161,38879,38879,3501,43.4
2014,51,165,30333,30333,3611,41.8
2014,51,177,43049,43049,6360,37.1
2014,51,179,44246,44246,2801,34.9
2014,51,199,23533,23533,650,40.1
2014,51,510,68796,68796,6772,36.1
2014,51,550,83904,83904,10120,36.4
2014,51,650,53420,53420,9235,35.5
2014,51,680,27870,27870,9739,28.5
2014,51,700,68768,68768,15866,33
2014,51,710,87760,87760,26838,30.2
2014,51,740,37123,37123,8493,34.4
2014,51,760,88421,88421,28372,32.7
2014,51,770,42636,42636,10315,38.1
2014,51,800,30689,30689,4317,39
2014,51,810,167008,167008,15977,35.2
2014,53,005,67815,67815,13666,35.4
2014,53,007,27087,27087,5195,40.3
2014,53,009,31361,31361,4741,49.8
2014,53,011,165133,165133,17861,37.5
2014,53,015,40036,40036,11278,41.6
2014,53,021,25542,25542,3419,29.7
2014,53,025,29758,29758,5578,32.6
2014,53,027,27401,27401,6837,44.1
2014,53,029,32464,32464,3384,44.5
2014,53,033,825188,825188,111758,37.2
2014,53,035,95249,95249,11435,39.7
2014,53,041,29969,29969,5308,43.2
2014,53,053,302388,302388,47381,35.7
2014,53,057,45447,45447,10807,40.8
2014,53,061,278683,278683,33994,37.5
2014,53,063,187603,187603,32450,37.2
2014,53,067,103319,103319,14679,39
2014,53,073,81973,81973,16538,36.7
2014,53,077,79700,79700,20200,32.6
2014,54,003,41198,41198,5103,38.2
2014,54,011,41147,41147,8545,37.8
2014,54,033,27787,27787,4356,42.7
2014,54,039,80762,80762,12473,43
2014,54,061,37575,37575,15963,30.1
2014,54,081,30469,30469,5370,41.5
2014,54,107,36214,36214,6545,43
2014,55,009,101533,101533,11761,36.9
2014,55,025,211842,211842,34109,34.8
2014,55,027,33273,33273,2877,42.7
2014,55,035,40277,40277,4941,33.9
2014,55,039,41938,41938,3625,41.8
2014,55,055,31607,31607,3835,40.1
2014,55,059,61593,61593,13443,37.5
2014,55,063,46846,46846,7291,35.1
2014,55,071,33272,33272,3863,44.1
2014,55,073,54739,54739,5399,41
2014,55,079,382382,382382,83902,34.5
2014,55,087,71492,71492,8146,37.5
2014,55,089,34913,34913,1654,44.3
2014,55,097,27360,27360,5259,36.5
2014,55,101,75876,75876,10306,39.7
2014,55,105,63037,63037,9587,39.6
2014,55,109,32583,32583,624,38.1
2014,55,117,46504,46504,4693,41
2014,55,127,39679,39679,5791,39.7
2014,55,131,53983,53983,2434,42.8
2014,55,133,154970,154970,11548,43.2
2014,55,139,69417,69417,8510,38
2014,55,141,32383,32383,2725,43.5
2014,56,021,38705,38705,2651,36.8
2014,56,025,33323,33323,2913,35.8
2015,01,003,72269,72269,161356,42.6
2015,01,015,44323,44323,90607,40
2015,01,043,30798,30798,65089,39.9
2015,01,049,26247,26247,54571,38.3
2015,01,051,29615,29615,60908,38.4
2015,01,055,39332,39332,81669,41.3
2015,01,069,38870,38870,81582,40.1
2015,01,073,264781,264781,512609,37.3
2015,01,077,38762,38762,73614,42.4
2015,01,081,58191,58191,121795,31.6
2015,01,083,31590,31590,69848,39.8
2015,01,089,140959,140959,276097,38.5
2015,01,095,33972,33972,72789,39.5
2015,01,097,152938,152938,318351,37.5
2015,01,101,90103,90103,172286,35.7
2015,01,103,46990,46990,93800,40.1
2015,01,115,31856,31856,67962,40.8
2015,01,117,76798,76798,161210,38.2
2015,01,121,31379,31379,61591,41.6
2015,01,125,71195,71195,156111,32.4
2015,01,127,24452,24452,51669,42.1
2015,02,020,104936,104936,226134,32.2
2015,02,090,35475,35475,74368,30.5
2015,02,170,30665,30665,75230,34.4
2015,04,001,19855,19855,51549,33.8
2015,04,003,50202,50202,89609,42.1
2015,04,005,45911,45911,101278,30.6
2015,04,013,1480327,1480327,3218073,36.1
2015,04,015,83801,83801,170351,50.1
2015,04,017,33772,33772,78826,36.2
2015,04,019,395992,395992,792779,38.4
2015,04,021,128395,128395,294071,38.5
2015,04,025,94920,94920,185855,52.3
2015,04,027,71751,71751,153306,34.5
2015,05,007,91670,91670,188060,35.5
2015,05,031,39826,39826,78694,34.2
2015,05,045,44011,44011,92140,32.4
2015,05,051,40134,40134,79051,45.1
2015,05,069,26512,26512,51629,38.6
2015,05,085,26422,26422,54049,36.1
2015,05,119,157401,157401,304239,36.8
2015,05,125,43877,43877,91345,38.2
2015,05,131,50203,50203,99176,36.9
2015,05,143,82905,82905,167295,31.3
2015,05,145,28895,28895,59241,35.5
2015,06,001,571828,571828,1306344,37.4
2015,06,007,85289,85289,180473,37.2
2015,06,013,391996,391996,889090,39.5
2015,06,017,67544,67544,150640,45.4
2015,06,019,304209,304209,711942,31.8
2015,06,023,53553,53553,108836,37.4
2015,06,025,45158,45158,124717,32.6
2015,06,029,263273,263273,625271,31.4
2015,06,031,42692,42692,96539,31.8
2015,06,033,26335,26335,52524,44.9
2015,06,037,3293095,3293095,8033373,36.1
2015,06,039,45224,45224,109259,34.3
2015,06,041,105887,105887,208307,46.1
2015,06,045,35264,35264,70202,43.1
2015,06,047,79098,79098,192908,30.6
2015,06,053,126904,126904,314319,34
2015,06,055,49619,49619,112060,40.1
2015,06,057,41381,41381,83042,50
2015,06,059,1022542,1022542,2510802,37.8
2015,06,061,137500,137500,298782,41.8
2015,06,065,714728,714728,1796546,35.1
2015,06,067,530497,530497,1165034,36
2015,06,071,628798,628798,1567307,33
2015,06,073,1113610,1113610,2583216,35.5
2015,06,075,356916,356916,748941,38.3
2015,06,077,223062,223062,538172,34.1
2015,06,079,104760,104760,221504,38.7
2015,06,081,263280,263280,616278,39.8
2015,06,083,144261,144261,338529,34
2015,06,085,633786,633786,1502930,37.2
2015,06,087,93317,93317,215752,36.9
2015,06,089,69799,69799,144159,43
2015,06,095,145502,145502,339481,37.6
2015,06,097,190662,190662,406004,41.2
2015,06,099,171960,171960,405844,34
2015,06,101,32901,32901,73095,35.4
2015,06,107,134801,134801,327288,30.6
2015,06,111,269566,269566,665173,37.5
2015,06,113,73754,73754,164735,31.3
2015,06,115,25361,25361,55184,32.3
2015,08,001,159313,159313,367339,33.4
2015,08,005,233937,233937,490261,36.4
2015,08,013,124615,124615,253739,36
2015,08,014,25557,25557,51019,36.8
2015,08,031,287074,287074,541229,34.1
2015,08,035,118613,118613,241617,38.4
2015,08,041,252169,252169,511712,33.8
2015,08,059,226920,226920,454920,40.4
2015,08,069,129210,129210,265077,35.6
2015,08,077,59066,59066,116487,37.9
2015,08,101,61876,61876,126261,38.9
2015,08,123,97822,97822,211024,34
2015,09,001,333528,333528,739371,40
2015,09,003,343884,343884,705269,40.3
2015,09,005,73360,73360,150511,47
2015,09,007,65375,65375,131380,44.9
2015,09,009,323270,323270,680078,40
2015,09,011,105376,105376,212394,40.8
2015,09,013,55354,55354,113160,37.6
2015,09,015,43556,43556,90582,39.7
2015,10,001,62477,62477,134124,37.1
2015,10,003,202813,202813,432584,37.7
2015,10,005,87305,87305,175317,48.3
2015,11,001,281787,281787,531380,33.8
2015,12,001,96427,96427,202193,31.1
2015,12,005,69337,69337,144242,39.3
2015,12,009,225682,225682,471568,47.3
2015,12,011,673870,673870,1523881,40.2
2015,12,015,72671,72671,150186,57.9
2015,12,017,60541,60541,120778,56
2015,12,019,71733,71733,160158,39.6
2015,12,021,134906,134906,297854,49.8
2015,12,023,24238,24238,50314,39.1
2015,12,031,343467,343467,707491,36.1
2015,12,033,116814,116814,236913,37.1
2015,12,035,39281,39281,88407,50
2015,12,053,70713,70713,147293,49.6
2015,12,055,41116,41116,83009,52.7
2015,12,057,503154,503154,1057288,36.8
2015,12,061,55494,55494,123938,52.3
2015,12,069,126519,126519,265625,46.5
2015,12,071,263694,263694,579259,47.5
2015,12,073,109209,109209,226102,30.4
2015,12,081,134690,134690,299041,47.2
2015,12,083,125227,125227,278408,48.8
2015,12,085,65101,65101,130229,51.4
2015,12,086,857712,857712,2170862,39.8
2015,12,087,31391,31391,66406,46.7
2015,12,089,29674,29674,64125,43.8
2015,12,091,76721,76721,154231,36.6
2015,12,095,457736,457736,999849,34.7
2015,12,097,98301,98301,252138,36.1
2015,12,099,545780,545780,1162650,44.5
2015,12,101,192628,192628,403366,44.7
2015,12,103,400209,400209,797698,47.6
2015,12,105,227122,227122,508104,40.1
2015,12,107,28165,28165,56710,44.6
2015,12,109,83247,83247,181120,43.3
2015,12,111,108811,108811,242361,44.4
2015,12,113,60861,60861,127540,40.2
2015,12,115,177807,177807,347752,55.1
2015,12,117,162739,162739,362663,39.3
2015,12,119,51170,51170,101614,66.5
2015,12,127,209657,209657,428882,47
2015,13,013,24100,24100,56827,34.7
2015,13,015,37016,37016,79665,36.7
2015,13,021,59795,59795,113540,36
2015,13,031,26495,26495,52802,27.6
2015,13,045,41251,41251,87956,33.8
2015,13,047,24900,24900,52797,38.9
2015,13,051,108249,108249,218022,34.8
2015,13,057,82664,82664,181583,37.7
2015,13,059,46556,46556,94285,26.6
2015,13,063,90373,90373,200486,32.4
2015,13,067,274468,274468,569895,36.3
2015,13,073,46821,46821,111481,35.9
2015,13,077,50353,50353,106801,37.8
2015,13,089,276631,276631,566791,35.5
2015,13,095,35226,35226,68660,35.1
2015,13,097,48493,48493,106404,36.7
2015,13,113,39707,39707,88182,43.7
2015,13,115,34931,34931,72262,38.2
2015,13,117,70033,70033,158345,38.1
2015,13,121,392794,392794,772831,35.2
2015,13,127,34518,34518,65726,40.4
2015,13,135,284631,284631,676492,34.9
2015,13,139,63989,63989,147627,36
2015,13,151,71681,71681,168676,36.5
2015,13,153,56042,56042,113030,35.6
2015,13,179,22282,22282,44304,28.1
2015,13,185,37760,37760,84063,29.9
2015,13,215,73961,73961,150711,33.7
2015,13,217,35397,35397,79059,36.1
2015,13,223,50671,50671,115371,35.4
2015,13,245,71156,71156,150251,33.7
2015,13,247,31231,31231,67920,38
2015,13,285,25092,25092,52075,35.9
2015,13,295,24966,24966,53838,39.7
2015,13,297,30369,30369,67095,39.1
2015,13,313,34544,34544,78587,34.9
2015,15,001,64201,64201,155358,41.9
2015,15,003,307703,307703,778458,36.5
2015,15,007,21862,21862,56537,42.3
2015,15,009,52080,52080,130094,39.3
2015,16,001,163585,163585,333736,36.4
2015,16,005,30174,30174,61616,33.3
2015,16,019,36702,36702,78160,32.6
2015,16,027,68220,68220,149939,33.7
2015,16,055,58675,58675,117276,39.5
2015,16,083,30177,30177,60775,34
2015,17,001,26743,26743,51575,40.8
2015,17,019,79673,79673,157811,29.7
2015,17,031,1954712,1954712,4119010,36.3
2015,17,037,36946,36946,79181,30.7
2015,17,043,338852,338852,731681,39.1
2015,17,089,175512,175512,402804,36.7
2015,17,091,38755,38755,82497,37.1
2015,17,093,38557,38557,90796,33.3
2015,17,097,242179,242179,534797,38.2
2015,17,099,44951,44951,87319,41.7
2015,17,111,111124,111124,240559,40.1
2015,17,113,66340,66340,132535,33
2015,17,115,44429,44429,82672,40.8
2015,17,119,106573,106573,208286,39.8
2015,17,143,75317,75317,141309,36.5
2015,17,161,60000,60000,111470,40.3
2015,17,163,101743,101743,205293,37.7
2015,17,167,83023,83023,155315,39.4
2015,17,179,53902,53902,104596,40.4
2015,17,183,30927,30927,60138,39.3
2015,17,197,224646,224646,521706,37.4
2015,17,199,25680,25680,52633,40.3
2015,17,201,113695,113695,223462,39.7
2015,18,003,142476,142476,277209,35.8
2015,18,005,31131,31131,62877,38.3
2015,18,019,44263,44263,89756,38.8
2015,18,035,45278,45278,90924,35.3
2015,18,039,68498,68498,149770,35.3
2015,18,043,29246,29246,59632,40.2
2015,18,053,25137,25137,50140,39.3
2015,18,057,113267,113267,229317,36.6
2015,18,059,27593,27593,57259,39.3
2015,18,063,56088,56088,120429,36.9
2015,18,067,34714,34714,65149,42.7
2015,18,081,54458,54458,113536,36.8
2015,18,085,29867,29867,59621,37.5
2015,18,089,186564,186564,381100,38.5
2015,18,091,43169,43169,80553,40.2
2015,18,095,51421,51421,98528,39.9
2015,18,097,365296,365296,713237,34.2
2015,18,105,54598,54598,108977,28
2015,18,109,25033,25033,54837,41.4
2015,18,127,62424,62424,131115,39
2015,18,141,98835,98835,200705,36.2
2015,18,157,69857,69857,135861,28
2015,18,163,73991,73991,140457,37.7
2015,18,167,41981,41981,80527,35.9
2015,18,177,24238,24238,51153,41.3
2015,19,013,52253,52253,102460,34.6
2015,19,049,29188,29188,58991,34.6
2015,19,061,37784,37784,74398,38.5
2015,19,103,55711,55711,110562,30
2015,19,113,89164,89164,169401,37.5
2015,19,153,182948,182948,353392,35.2
2015,19,155,37126,37126,71835,40.6
2015,19,163,68835,68835,132692,38.4
2015,19,169,37264,37264,71454,25.7
2015,19,193,38023,38023,77053,34.9
2015,20,015,25546,25546,49213,39.6
2015,20,045,42817,42817,89857,29.5
2015,20,091,222277,222277,446820,37.4
2015,20,103,27298,27298,56937,37.3
2015,20,161,26438,26438,55023,24.7
2015,20,173,193145,193145,386312,34.9
2015,20,177,71370,71370,135851,38.3
2015,20,209,59281,59281,121458,33.7
2015,21,015,45831,45831,95830,36.6
2015,21,029,28860,28860,62442,39.9
2015,21,037,35682,35682,72232,38.1
2015,21,047,25346,25346,47850,28.3
2015,21,059,39395,39395,75384,39.3
2015,21,067,129088,129088,244600,34.4
2015,21,093,41389,41389,80619,35.8
2015,21,111,308588,308588,599318,38.1
2015,21,117,63060,63060,127731,36.5
2015,21,145,27857,27857,51500,42.9
2015,21,151,32363,32363,64892,34.9
2015,21,195,25561,25561,49559,42.1
2015,21,227,45771,45771,91547,33.4
2015,22,005,40610,40610,89464,34.5
2015,22,015,48942,48942,94885,34.6
2015,22,017,95857,95857,192204,37.3
2015,22,019,77182,77182,151433,35.9
2015,22,033,168609,168609,347640,33.6
2015,22,045,26167,26167,55389,34.9
2015,22,051,168889,168889,348985,39
2015,22,055,90285,90285,183942,34.5
2015,22,057,36907,36907,75541,37
2015,22,063,48320,48320,104377,35.4
2015,22,071,156591,156591,307434,35.9
2015,22,073,56858,56858,116012,35.1
2015,22,079,47411,47411,100086,37.5
