year,StateCode,CountyCode,meanIncome,medianIncome,povertyPop,medianAge
2012,06,111,267877,267877,36191,36.5
2012,06,113,71568,71568,16763,31.4
2012,06,115,24842,24842,8015,31.8
2012,08,001,153605,153605,29765,33
2012,08,005,226527,226527,28787,36
2012,08,013,121743,121743,22488,35.7
2012,08,031,270439,270439,51683,33.7
2012,08,035,105044,105044,6949,37.5
2012,08,041,238094,238094,33749,33.9
2012,08,059,221457,221457,25116,40.8
2012,08,069,124031,124031,21107,35.8
2012,08,077,58779,58779,10152,38.6
2012,08,101,62388,62388,12206,38.9
2012,08,123,92447,92447,18971,33.5
2012,09,001,334255,334255,35806,39.8
2012,09,003,346726,346726,51604,40.1
2012,09,005,75593,75593,6648,45.6
2012,09,007,67386,67386,4636,43.8
2012,09,009,330054,330054,52276,39.7
2012,09,011,105801,105801,9787,40.8
2012,09,013,54830,54830,4577,39
2012,09,015,43167,43167,6889,40.3
2012,10,001,59499,59499,7340,37.8
2012,10,003,202814,202814,29736,37
2012,10,005,77995,77995,14953,46.7
2012,11,001,266662,266662,62040,33.7
2012,12,001,93245,93245,42132,30.5
2012,12,005,68653,68653,9660,39.8
2012,12,009,218094,218094,33635,46.3
2012,12,011,663905,663905,120425,40
2012,12,015,71811,71811,7845,56.8
2012,12,017,58640,58640,12159,55
2012,12,019,66918,66918,6827,39.9
2012,12,021,123714,123714,18308,48
2012,12,023,22636,22636,5774,39.6
2012,12,031,328225,328225,76595,35.8
2012,12,033,114077,114077,19803,37.5
2012,12,035,36358,36358,6228,49.7
2012,12,053,69222,69222,14335,48.5
2012,12,055,39112,39112,6954,52.3
2012,12,057,477259,477259,98450,36.4
2012,12,061,58950,58950,9575,50.1
2012,12,069,115026,115026,19532,46.3
2012,12,071,245100,245100,47030,46.5
2012,12,073,108915,108915,32092,30.2
2012,12,081,130382,130382,20617,46.5
2012,12,083,133910,133910,28513,48
2012,12,085,60783,60783,10099,50.4
2012,12,086,838772,838772,216333,38.6
2012,12,087,29241,29241,4944,46.7
2012,12,089,27334,27334,7055,43.4
2012,12,091,75099,75099,12213,36.3
2012,12,095,423987,423987,87691,34
2012,12,097,90822,90822,23166,35.5
2012,12,099,522201,522201,85539,43.6
2012,12,101,180612,180612,24336,44.3
2012,12,103,404856,404856,64536,46.8
2012,12,105,223507,223507,48608,40.2
2012,12,107,28230,28230,7592,44.3
2012,12,109,78295,78295,7372,42.5
2012,12,111,109526,109526,20918,43
2012,12,113,58336,58336,7129,40
2012,12,115,172973,172973,20959,53.3
2012,12,117,148858,148858,21064,39
2012,12,119,45122,45122,5227,64.9
2012,12,127,197599,197599,44505,46
2012,13,013,24234,24234,4080,34.5
2012,13,015,36079,36079,6897,37.2
2012,13,021,56034,56034,21056,35.2
2012,13,031,26718,26718,11193,25.7
2012,13,045,39890,39890,10609,33.8
2012,13,047,22741,22741,2395,39.1
2012,13,051,104634,104634,22472,33.9
2012,13,057,75774,75774,5901,37
2012,13,059,40788,40788,25243,25.7
2012,13,063,86800,86800,33041,32.3
2012,13,067,265001,265001,39641,35.8
2012,13,073,44096,44096,6976,36.9
2012,13,077,47878,47878,8732,37.8
2012,13,089,261147,261147,70867,34.6
2012,13,095,35636,35636,18249,34.2
2012,13,097,45541,45541,5275,36.6
2012,13,113,37101,37101,2751,42.8
2012,13,115,34373,34373,10873,38.2
2012,13,117,58456,58456,4240,37.3
2012,13,121,374091,374091,91943,34.4
2012,13,127,31621,31621,8312,40.3
2012,13,135,270550,270550,57828,34.3
2012,13,139,60500,60500,13984,35.1
2012,13,151,69114,69114,13671,35.7
2012,13,153,52832,52832,8650,34
2012,13,179,22518,22518,5989,27
2012,13,185,40155,40155,12373,29.1
2012,13,215,71719,71719,15855,33
2012,13,217,34195,34195,5646,36.3
2012,13,223,47476,47476,7077,34.8
2012,13,245,73031,73031,24384,33
2012,13,247,29427,29427,5356,37.6
2012,13,285,24539,24539,7382,36.6
2012,13,295,25781,25781,6177,40.4
2012,13,297,29455,29455,7502,38
2012,13,313,33891,33891,7920,33.8
2012,15,001,64925,64925,17524,40.6
2012,15,003,308072,308072,52343,37.2
2012,15,007,22569,22569,2995,42.1
2012,15,009,52120,52120,5817,40.1
2012,16,001,154725,154725,24197,35.4
2012,16,005,30593,30593,4453,31.5
2012,16,019,36076,36076,4582,32.1
2012,16,027,63789,63789,12775,32.6
2012,16,055,55848,55848,6809,39.5
2012,16,083,27749,27749,5133,35.4
2012,17,001,26675,26675,2055,41.1
2012,17,019,80050,80050,21960,29.2
2012,17,031,1936001,1936001,405118,35.6
2012,17,037,38193,38193,10237,29.8
2012,17,043,333950,333950,30791,38.9
2012,17,089,170806,170806,23387,35.4
2012,17,091,41267,41267,9575,37
2012,17,093,39512,39512,1725,34.2
2012,17,097,241819,241819,30314,37.4
2012,17,099,44793,44793,5545,41.3
2012,17,111,108969,108969,7279,38.6
2012,17,113,65744,65744,14391,32.7
2012,17,115,46336,46336,11807,40.5
2012,17,119,107488,107488,18071,38.7
2012,17,143,76268,76268,15800,37.2
2012,17,161,61513,61513,8313,40.3
2012,17,163,100031,100031,23346,37.2
2012,17,167,82223,82223,12828,39.9
2012,17,179,54359,54359,4252,39.9
2012,17,183,31714,31714,7129,39.6
2012,17,197,220938,220938,23259,36.2
2012,17,199,26863,26863,3094,41.4
2012,17,201,112942,112942,24186,38.5
2012,18,003,138507,138507,25212,35.7
2012,18,005,29640,29640,3970,37.9
2012,18,019,42802,42802,7334,38.5
2012,18,035,46572,46572,11951,34.8
2012,18,039,70857,70857,14942,35.3
2012,18,043,29144,29144,4761,40
2012,18,053,26803,26803,4442,40.1
2012,18,057,105029,105029,5380,36.3
2012,18,059,25526,25526,2569,39.1
2012,18,063,52547,52547,1483,37.3
2012,18,067,33901,33901,7746,41.2
2012,18,081,52658,52658,5990,37.5
2012,18,085,29592,29592,3337,38
2012,18,089,177540,177540,46465,37.7
2012,18,091,43468,43468,9984,39.9
2012,18,095,49124,49124,7016,39.6
2012,18,097,363157,363157,86704,33.9
2012,18,105,53974,53974,20756,28
2012,18,109,26442,26442,4844,40.6
2012,18,127,61661,61661,10580,38.8
2012,18,141,101613,101613,18897,36.5
2012,18,157,67977,67977,16601,27.9
2012,18,163,74334,74334,12745,37.2
2012,18,167,40277,40277,7992,36.2
2012,18,177,27849,27849,7915,40.3
2012,19,013,51942,51942,8776,34.7
2012,19,049,27428,27428,2493,33.9
2012,19,061,37726,37726,4777,38.9
2012,19,103,55354,55354,11742,29.8
2012,19,113,84305,84305,8603,36.7
2012,19,153,174383,174383,26382,34.8
2012,19,155,36552,36552,4856,38.2
2012,19,163,67107,67107,8982,37.6
2012,19,169,35541,35541,9865,26.9
2012,19,193,37548,37548,6546,34.9
2012,20,015,24511,24511,1528,38
2012,20,045,43992,43992,12057,29.1
2012,20,091,219044,219044,15931,36.7
2012,20,103,26884,26884,3543,37.5
2012,20,161,26568,26568,8572,24.7
2012,20,173,192294,192294,29701,34.5
2012,20,177,71099,71099,10377,38.9
2012,20,209,58573,58573,17948,33.2
2012,21,015,44619,44619,2969,36.3
2012,21,029,27657,27657,1869,39.5
2012,21,037,36005,36005,5474,37.3
2012,21,047,25943,25943,5892,28.8
2012,21,059,39251,39251,9127,39.1
2012,21,067,122920,122920,26950,34
2012,21,093,39116,39116,6183,35.6
2012,21,111,307870,307870,56068,38
2012,21,117,62202,62202,11138,36.1
2012,21,145,27718,27718,4565,42.9
2012,21,151,30794,30794,6891,34.3
2012,21,195,25716,25716,4755,41.2
2012,21,227,45890,45890,7799,32.6
2012,22,005,39794,39794,7071,34.5
2012,22,015,46685,46685,5252,34.9
2012,22,017,96648,96648,22940,36.2
2012,22,019,74708,74708,11412,36.4
2012,22,033,167731,167731,41280,32.7
2012,22,045,26359,26359,6665,36.9
2012,22,051,166492,166492,27607,38.4
2012,22,055,88097,88097,17424,33.7
2012,22,057,35392,35392,5265,37.2
2012,22,063,47228,47228,13291,35.5
2012,22,071,151735,151735,55540,34.8
2012,48,409,23040,23040,2607,35.9
2012,48,423,78290,78290,13623,36
2012,48,439,665139,665139,110956,33.7
2012,48,441,49548,49548,13383,32.4
2012,48,451,42516,42516,7255,34.6
2012,48,453,414318,414318,96714,32.5
2012,48,469,31850,31850,6576,35.6
2012,48,471,20414,20414,5416,35.9
2012,48,479,68980,68980,39439,28.2
2012,48,485,48702,48702,6177,33.4
2012,48,491,156215,156215,14022,35
2012,49,005,35537,35537,8136,25.7
2012,49,011,96886,96886,11257,30.1
2012,49,035,348561,348561,63612,31.4
2012,49,049,144466,144466,27610,24.5
2012,49,053,48186,48186,9676,33.7
2012,49,057,80232,80232,12061,31.5
2012,50,007,63022,63022,8407,36.5
2012,51,003,38374,38374,5667,38.2
2012,51,013,95369,95369,8083,33.6
2012,51,015,28920,28920,3740,44.7
2012,51,019,28449,28449,3047,45.1
2012,51,041,115148,115148,8924,38.3
2012,51,059,391216,391216,28344,37.4
2012,51,061,23044,23044,1234,40.9
2012,51,069,29636,29636,3177,40.3
2012,51,085,36146,36146,2230,41.2
2012,51,087,123501,123501,14681,37.7
2012,51,095,27360,27360,3081,45.4
2012,51,107,108559,108559,5066,35.3
2012,51,121,35154,35154,13064,27.1
2012,51,153,134611,134611,9432,33.8
2012,51,161,38004,38004,2497,43.8
2012,51,165,29390,29390,4484,40.6
2012,51,177,42292,42292,4307,36.5
2012,51,179,42313,42313,2291,34.6
2012,51,199,22830,22830,3584,38.6
2012,51,510,65468,65468,4028,35.8
2012,51,550,80343,80343,9087,36.7
2012,51,650,52797,52797,9646,35.4
2012,51,680,28000,28000,9294,29.7
2012,51,700,70446,70446,12266,32.4
2012,51,710,86347,86347,23086,29.6
2012,51,740,36781,36781,9960,34.9
2012,51,760,83456,83456,26215,32.3
2012,51,770,42134,42134,7962,37.7
2012,51,800,30623,30623,3896,38.4
2012,51,810,165376,165376,17584,34.9
2012,53,005,65945,65945,7272,36.2
2012,53,007,27458,27458,5134,40.4
2012,53,009,30044,30044,4365,50.2
2012,53,011,160145,160145,18405,37.4
2012,53,015,38834,38834,8286,41.4
2012,53,021,24270,24270,5352,28.4
2012,53,025,30543,30543,6226,31.6
2012,53,027,27880,27880,6817,42.6
2012,53,029,32954,32954,3790,44
2012,53,033,804062,804062,116494,37.2
2012,53,035,97027,97027,14007,39.1
2012,53,041,30134,30134,4038,43.3
2012,53,053,300554,300554,46167,35.7
2012,53,057,44671,44671,8948,40.7
2012,53,061,270568,270568,38400,37.6
2012,53,063,189004,189004,35079,37.1
2012,53,067,102335,102335,15104,38
2012,53,073,79029,79029,16275,37
2012,53,077,78472,78472,23803,32.3
2012,54,003,40633,40633,8662,38.1
2012,54,011,39570,39570,8921,38.8
2012,54,033,28556,28556,6598,41.7
2012,54,039,84099,84099,12544,41.9
2012,54,061,36881,36881,14446,29.3
2012,54,081,30834,30834,7667,41.8
2012,54,107,35774,35774,6627,41.9
2012,55,009,98774,98774,13389,36.2
2012,55,025,207415,207415,30784,34.6
2012,55,027,33183,33183,3094,40.8
2012,55,035,40311,40311,7525,33.5
2012,55,039,41191,41191,3004,40.2
2012,55,055,32360,32360,3054,38
2012,55,059,62697,62697,8415,36.7
2012,55,063,46959,46959,7804,35.7
2012,55,071,33926,33926,3757,44
2012,55,073,52147,52147,5540,39.8
2012,55,079,383291,383291,88271,33.8
2012,55,087,68973,68973,6124,37.9
2012,55,089,34365,34365,2299,43.4
2012,55,097,28270,28270,5927,35.7
2012,55,101,75752,75752,10327,39.5
2012,55,105,63287,63287,11258,38.4
2012,55,109,32114,32114,1502,37.2
2012,55,117,46653,46653,4906,41.4
2012,55,127,39758,39758,7204,38.1
2012,55,131,51837,51837,3138,41.6
2012,55,133,154189,154189,11931,42.7
2012,55,139,67627,67627,7700,38
2012,55,141,31549,31549,2983,42.9
2012,56,021,35245,35245,4236,37.1
2012,56,025,32065,32065,4340,35.7
2013,33,005,30603,30603,5935,42.1
2013,33,009,35728,35728,4698,41.6
2013,33,011,155036,155036,17969,40.3
2013,33,013,55085,55085,5255,42.6
2013,33,015,117890,117890,6440,43.5
2013,33,017,47528,47528,5153,37.9
2013,34,001,101721,101721,22183,40.3
2013,34,003,338063,338063,33404,41.5
2013,34,005,162245,162245,12363,41.2
2013,34,007,185774,185774,35121,38.3
2013,34,009,38210,38210,4798,48.4
2013,34,011,50066,50066,14883,36.5
2013,34,013,277102,277102,61925,37
2013,34,015,103864,103864,12403,39.7
2013,34,017,247490,247490,45653,34.6
2013,34,019,45792,45792,2074,45.1
2013,34,021,131623,131623,17156,38.6
2013,34,023,283211,283211,36296,37.8
2013,34,025,232158,232158,17405,42.6
2013,34,027,178951,178951,8339,42
2013,34,029,217698,217698,25915,43
2013,34,031,161331,161331,35769,36.3
2013,34,033,24280,24280,7426,40.8
2013,34,035,112974,112974,7476,41.1
2013,34,037,54765,54765,3930,43
2013,34,039,186951,186951,30152,38.2
2013,34,041,41870,41870,4228,42.5
2013,35,001,258707,258707,56189,36.4
2013,35,005,23806,23806,5469,35
2013,35,013,74898,74898,25726,32.5
2013,35,025,22418,22418,2590,31.9
2013,35,031,18046,18046,17389,31.2
2013,35,035,23176,23176,6553,35.9
2013,35,043,47593,47593,11173,39.5
2013,35,045,37847,37847,14051,34
2013,35,049,60405,60405,11902,44.1
2013,35,061,25003,25003,9871,38.7
2013,36,001,123251,123251,19592,37.6
2013,36,005,481143,481143,178505,33.3
2013,36,007,76714,76714,15641,39.8
2013,36,009,32271,32271,5147,41.2
2013,36,011,30784,30784,4732,42.9
2013,36,013,54551,54551,10498,41.3
2013,36,015,35838,35838,6514,41.6
2013,36,019,31862,31862,3558,40.1
2013,36,027,107752,107752,12445,41.6
2013,36,029,381927,381927,63125,40.4
2013,36,045,42466,42466,7161,31.4
2013,36,047,925489,925489,255495,34.4
2013,36,051,23853,23853,3885,39.6
2013,36,053,26518,26518,2889,40.8
2013,36,055,298314,298314,55148,38.5
2013,36,059,438588,438588,34644,41.5
2013,36,061,726357,726357,143890,36.7
2013,36,063,87970,87970,13367,42.5
2013,36,065,89648,89648,15343,41
2013,36,067,184316,184316,31758,38.8
2013,36,069,43028,43028,4420,42.7
2013,36,071,123977,123977,21554,36.7
2013,36,075,45327,45327,10588,39.1
2013,36,079,32251,32251,2452,42.1
2013,36,081,784243,784243,143061,37.7
2013,36,083,63981,63981,9132,40.1
2013,36,085,167629,167629,27370,39.6
2013,36,087,98294,98294,19539,36.1
2013,36,089,41299,41299,12306,37
2013,36,091,90397,90397,6768,41.9
2013,36,093,57526,57526,9734,39.1
2013,36,101,41241,41241,5369,42.3
2013,36,103,496958,496958,48946,40.8
2013,36,105,27508,27508,4996,41.6
2013,36,109,37524,37524,11699,30.1
2013,36,111,68650,68650,12493,43.6
2013,36,113,27228,27228,1815,46.1
2013,36,117,35349,35349,3727,43.7
2013,36,119,341755,341755,36458,40.4
2013,37,001,59200,59200,10517,39.8
2013,37,019,48444,48444,8530,49.9
2013,37,021,100980,100980,12194,41.2
2013,37,023,34484,34484,9357,42.6
2013,37,025,65725,65725,8775,37.3
2013,37,027,29255,29255,5992,43.2
2013,37,031,29961,29961,4198,46.5
2013,37,035,58835,58835,7991,40.8
2013,37,037,26593,26593,4380,46
2013,37,045,38409,38409,10413,41.1
2013,37,049,39570,39570,8712,36.1
2013,37,051,125889,125889,25847,31
2013,37,057,63398,63398,14868,40.7
2013,37,063,114946,114946,22163,34.2
2013,37,067,142991,142991,34426,38.1
2013,37,071,80175,80175,15234,39.5
2013,37,081,199607,199607,41298,37.2
2013,37,085,42464,42464,7519,33.3
2013,37,089,47447,47447,5946,45.9
2013,37,097,58106,58106,10094,39.8
2013,37,101,61412,61412,13514,37.5
2013,37,109,30124,30124,4438,42.1
2013,37,119,377213,377213,67980,34.5
2013,37,125,36502,36502,6690,45.3
2013,37,127,37913,37913,3452,40.9
2013,37,129,87148,87148,18972,37.8
2013,37,133,60764,60764,14767,26
2013,37,135,51867,51867,10987,33.1
2013,37,147,67573,67573,21060,31.9
2013,37,151,52337,52337,7850,40.6
2013,37,155,45641,45641,18747,35.1
2013,37,157,37261,37261,9335,43.7
2013,37,159,50249,50249,13697,40.3
2013,37,161,26213,26213,9142,44
2013,37,171,30156,30156,7363,43.5
2013,37,179,69841,69841,6146,37
2013,37,183,364717,364717,48418,35.2
2013,37,191,46834,46834,9515,36.2
2013,37,193,27557,27557,7280,43.5
2013,37,195,31657,31657,6299,41
2013,38,015,36812,36812,3774,36.2
2013,38,017,68282,68282,8225,31.5
2013,38,035,28233,28233,6323,29.1
2013,38,101,26680,26680,1568,32
2013,39,003,40359,40359,6831,37.7
2013,39,007,39393,39393,10644,42.3
2013,39,013,28002,28002,3063,43.9
2013,39,017,134073,134073,24119,36.5
2013,39,023,54372,54372,12591,41.8
2013,39,025,73238,73238,7954,40.5
2013,39,029,40274,40274,8405,42.8
2013,39,035,535088,535088,110373,40.7
2013,39,041,65807,65807,4328,37.8
2013,39,043,33168,33168,6073,44.6
2013,39,045,54886,54886,6790,39.2
2013,39,049,476532,476532,100526,33.9
2013,39,055,34280,34280,2423,43.5
2013,39,057,62236,62236,12167,37.9
2013,39,061,334957,334957,75283,37.4
2013,39,063,31732,31732,4566,37.4
2013,39,081,27814,27814,5387,44.1
2013,39,085,92428,92428,11781,42.7
2013,39,089,63267,63267,6948,40.3
2013,39,093,116671,116671,20570,41.2
2013,39,095,177064,177064,43551,37.8
2013,39,099,97861,97861,18807,43.3
2013,39,101,24084,24084,4501,40.1
2013,39,103,65961,65961,5031,41.6
2013,39,109,40970,40970,3842,40.9
2013,39,113,220684,220684,50284,39
2013,39,119,34207,34207,8762,40.9
2013,39,133,61623,61623,13806,37
2013,39,139,47847,47847,11417,41
2013,39,141,28189,28189,5131,39.6
2013,39,145,29356,29356,7002,39.5
2013,39,151,149919,149919,21356,41.6
2013,39,153,219701,219701,32691,40.8
2013,39,155,85623,85623,17877,43.7
2013,39,157,34949,34949,3935,40.9
2013,39,165,77173,77173,9931,39.3
2013,39,169,43848,43848,6219,39.1
2013,39,173,49396,49396,8621,34.6
2013,40,017,41819,41819,3513,35.7
2013,40,027,100126,100126,15555,32.8
2013,40,031,43506,43506,11963,31.4
2013,40,037,25430,25430,5879,41.2
2013,40,101,26529,26529,6249,37.1
2013,40,109,290073,290073,51406,34.2
2013,40,119,30026,30026,8549,27.2
2013,40,125,25894,25894,5370,38
2013,40,131,33316,33316,3098,38.2
2013,40,143,244173,244173,45265,35.4
2013,40,145,27553,27553,2976,37.6
2013,41,003,33609,33609,9876,32.9
2013,41,005,150382,150382,14233,41.4
2013,41,017,65065,65065,14430,42.3
2013,41,019,43389,43389,9286,46.6
2013,41,029,82983,82983,17400,43.5
2013,41,033,34517,34517,5646,48
2013,41,035,25746,25746,3270,42.9
2013,41,039,144166,144166,36977,39.3
2013,41,043,43911,43911,10267,39.6
2013,41,047,114077,114077,23795,35.5
2013,41,051,309552,309552,67198,36.5
2013,41,053,28097,28097,7487,37.9
2013,41,059,26943,26943,5530,35.9
2013,41,067,203665,203665,24183,36
2013,41,071,35454,35454,4256,38.5
2013,42,001,37242,37242,4505,42.6
2013,42,003,530213,530213,75731,40.8
2013,42,005,28289,28289,3799,45.7
2013,42,007,70865,70865,7685,45
2013,42,011,153271,153271,29937,39.9
2013,42,013,51284,51284,8136,43.1
2013,42,017,231765,231765,15251,42.6
2013,42,019,73955,73955,6134,43
2013,42,021,57407,57407,8134,44.4
2013,42,025,25658,25658,4778,45
2013,47,065,136188,136188,24770,39.4
2013,47,093,180231,180231,38405,37.4
2013,47,113,35602,35602,8231,37.6
2013,47,119,32913,32913,4768,38.3
2013,47,125,66218,66218,16951,30.4
2013,47,141,30254,30254,13195,35.4
2013,47,147,24309,24309,2413,37.9
2013,47,149,100942,100942,12942,32.7
2013,47,155,36836,36836,4905,41.4
2013,47,157,347320,347320,102167,34.8
2013,47,163,64876,64876,11636,44.6
2013,47,165,62785,62785,7204,39.6
2013,47,179,51574,51574,4807,40.3
2013,47,187,69191,69191,3667,38.1
2013,47,189,44197,44197,6456,40
2013,48,005,30103,30103,7454,36.9
2013,48,021,25447,25447,8387,39
2013,48,027,102934,102934,22675,30.2
2013,48,029,620467,620467,129352,33.2
2013,48,037,32199,32199,9524,36.6
2013,48,039,111436,111436,15147,35.5
2013,48,041,72072,72072,33160,25.2
2013,48,061,118546,118546,64644,31.3
2013,48,085,307499,307499,33666,36
2013,48,091,43517,43517,5299,41.9
2013,48,099,22083,22083,2912,31.2
2013,48,113,880444,880444,179696,33.1
2013,48,121,256391,256391,28527,34.2
2013,48,135,51962,51962,10929,30.6
2013,48,139,52978,52978,9928,36.1
2013,48,141,258587,258587,62750,31.5
2013,48,157,205137,205137,23638,35.4
2013,48,167,111038,111038,19137,37.7
2013,48,181,46311,46311,8732,40.7
2013,48,183,46896,46896,8280,35.5
2013,48,187,48922,48922,7034,36.6
2013,48,201,1497363,1497363,316051,32.6
2013,48,203,23148,23148,5183,37.4
2013,48,209,60739,60739,12808,31.2
2013,48,213,28070,28070,6181,43.8
2013,48,215,223367,223367,120147,28.5
2013,48,231,30727,30727,5882,39
2013,48,245,91431,91431,23420,35.8
2013,48,251,53393,53393,10127,36.7
2013,48,257,34532,34532,4534,36
2013,48,291,25316,25316,6793,37.1
2013,48,303,105838,105838,23637,30.8
2013,48,309,87845,87845,20703,33.2
2013,48,329,52655,52655,6304,32.3
2013,48,339,170066,170066,20995,36.4
2013,48,347,22687,22687,8439,30.3
2013,48,355,127788,127788,24217,34.8
2013,48,361,32004,32004,4780,38.7
2013,48,367,43524,43524,7029,38.8
2013,48,375,43194,43194,10863,33.5
2013,48,381,49024,49024,7518,35.1
2013,48,397,27818,27818,3371,36.4
2013,48,409,22725,22725,4596,35.2
2013,48,423,79043,79043,16505,36.2
2013,48,439,673785,673785,119082,33.8
2013,48,441,49880,49880,11108,31.7
2013,48,451,43376,43376,4913,34.3
2013,48,453,428889,428889,83015,32.8
2013,48,469,32512,32512,6607,36
2013,48,471,20440,20440,6272,35.6
2013,48,479,68696,68696,43001,28.4
2013,48,485,49809,49809,9370,34
2013,48,491,161887,161887,17890,35.2
2013,49,005,35232,35232,6898,25.2
2013,49,011,96480,96480,9347,30.2
2013,49,035,348179,348179,51785,31.8
2013,49,049,146644,146644,33296,24.3
2013,49,053,49394,49394,9287,34.3
2013,49,057,79829,79829,12660,32.2
2013,50,007,62927,62927,7343,36.4
2013,51,003,39022,39022,6212,39
2013,51,013,98973,98973,12855,33.8
2013,51,015,26961,26961,2158,44.1
2013,51,019,27955,27955,2277,45.5
2013,51,041,115675,115675,12441,38.5
2013,51,059,391784,391784,31431,37.3
2013,51,061,23219,23219,2064,41.3
2013,51,069,29643,29643,1786,39.9
2013,51,085,37791,37791,1577,41.6
2013,51,087,123334,123334,18257,37.8
2013,51,095,27484,27484,2401,44.5
2013,51,107,112749,112749,6612,35.2
2013,51,121,34883,34883,14324,26.8
2013,51,153,137636,137636,11290,33.7
2013,51,161,38224,38224,2998,44
2013,51,165,28855,28855,2383,41.8
2013,51,177,42286,42286,3815,36.3
2013,51,179,43629,43629,3372,35
2013,51,199,24042,24042,1474,39.2
2013,51,510,65595,65595,3287,36
2013,51,550,80014,80014,9202,36.6
2013,51,650,53255,53255,9671,35
2013,51,680,29631,29631,6916,29.1
2013,51,700,67538,67538,13543,32.8
2013,51,710,85484,85484,20735,30
2013,51,740,36012,36012,9857,35
2013,51,760,88110,88110,26339,32.8
2013,51,770,42759,42759,9610,37.5
2013,51,800,30989,30989,3228,38.3
2013,51,810,165428,165428,19782,35
2013,53,005,68334,68334,10185,35.3
2013,53,007,27665,27665,6030,39.2
2013,53,009,30606,30606,5787,50.3
2013,53,011,158778,158778,24383,37.3
2013,53,015,38483,38483,5300,40.5
2013,53,021,24434,24434,4968,28.9
2013,53,025,29888,29888,5408,32.5
2013,53,027,26815,26815,5905,42.3
2013,53,029,32990,32990,3089,44.1
2013,53,033,819434,819434,110209,37.2
2013,53,035,97854,97854,14993,39
2013,53,041,29040,29040,8203,41.7
2013,53,053,302287,302287,50857,35.8
2013,53,057,45234,45234,8165,40.7
2013,53,061,270616,270616,42560,37.5
2013,53,063,186456,186456,38289,37.2
2013,53,067,99815,99815,15719,38.3
2013,53,073,78330,78330,15974,36.2
2013,53,077,79742,79742,17354,32.7
2013,54,003,41281,41281,8968,38.7
2013,54,011,40095,40095,9675,38.3
2013,54,033,27136,27136,5225,41.4
2013,54,039,82199,82199,11437,42.4
2013,54,061,37766,37766,13797,29.5
2013,54,081,30875,30875,8943,40.8
2013,54,107,36202,36202,5231,42.3
2013,55,009,99703,99703,9428,36.7
2013,42,027,56729,56729,17645,30.2
2013,42,029,186430,186430,16170,40.3
2013,42,033,30922,30922,4445,43.4
2013,42,037,26432,26432,4614,39.7
2013,42,039,33971,33971,3605,42.4
2013,42,041,96667,96667,11626,40.8
2013,42,043,110215,110215,19019,39.2
2013,42,045,199685,199685,27621,38.7
2013,42,049,110733,110733,20243,38.7
2013,42,051,52557,52557,11314,44.1
2013,42,055,59145,59145,7974,41
2013,42,063,33516,33516,7267,39.8
2013,42,069,83709,83709,11869,42
2013,42,071,194493,194493,21427,38.7
2013,42,073,36354,36354,5039,44.7
2013,42,075,51901,51901,6425,41.5
2013,42,077,133602,133602,27002,40
2013,42,079,128597,128597,24164,43
2013,42,081,44961,44961,5806,40.5
2013,42,085,45590,45590,4967,43.9
2013,42,089,58496,58496,6962,42
2013,42,091,305815,305815,23203,41.2
2013,42,095,112096,112096,12349,41.6
2013,42,097,39428,39428,4479,43.8
2013,42,101,582528,582528,184218,33.7
2013,42,107,58467,58467,8426,43.8
2013,42,111,30066,30066,3247,45.5
2013,42,125,82956,82956,9779,44.3
2013,42,129,149271,149271,16844,46.1
2013,42,133,164937,164937,18243,40.8
2013,44,003,68798,68798,4076,43.7
2013,44,005,34617,34617,3963,44.6
2013,44,007,235598,235598,47509,37.3
2013,44,009,49115,49115,3613,43.1
2013,45,003,62984,62984,11132,39.9
2013,45,007,75087,75087,15191,40.8
2013,45,013,65306,65306,6007,42.4
2013,45,015,67998,67998,13942,35.5
2013,45,019,148013,148013,25759,36
2013,45,031,26494,26494,7730,40.9
2013,45,035,51992,51992,7509,35.6
2013,45,041,51056,51056,12048,37.7
2013,45,045,176116,176116,35625,37.8
2013,45,047,27598,27598,7422,38.4
2013,45,051,114103,114103,26248,42.6
2013,45,057,28400,28400,9163,42.4
2013,45,059,25658,25658,4846,40.6
2013,45,063,104608,104608,16338,38.8
2013,45,073,29866,29866,4545,43
2013,45,075,32915,32915,6752,38.6
2013,45,077,43767,43767,13356,35.9
2013,45,079,145321,145321,36689,32.6
2013,45,083,108045,108045,23053,38.3
2013,45,085,39739,39739,11845,35.4
2013,45,091,87640,87640,12926,38
2013,46,099,70929,70929,8404,34.8
2013,46,103,41646,41646,5112,36.9
2013,47,001,29503,29503,6352,42.4
2013,47,009,49650,49650,8097,41.6
2013,47,011,38003,38003,8472,38.2
2013,47,037,261571,261571,52432,34.2
2013,47,059,27104,27104,4753,43.8
2013,01,003,70259,70259,12339,40.9
2013,01,015,43851,43851,11830,37.6
2013,01,043,32225,32225,5064,40.3
2013,01,049,22754,22754,4207,38.8
2013,01,051,28292,28292,4438,38.5
2013,01,055,40135,40135,8465,40.5
2013,01,069,40448,40448,8206,39.3
2013,01,073,257398,257398,54500,37.6
2013,01,077,39433,39433,7436,41.6
2013,01,081,56840,56840,16281,30.5
2013,01,083,32879,32879,5193,38.1
2013,01,089,137072,137072,19606,37.7
2013,01,095,33738,33738,6752,39.3
2013,01,097,148025,148025,34625,37
2013,01,101,87996,87996,23387,35.1
2013,01,103,46779,46779,5308,39.1
2013,01,115,31769,31769,5942,39.4
