year,StateCode,CountyCode,workers,medianHouseIncome,medianFamilyIncome,medianNonFamIncome,medianWorkerIncome
2014,06,101,44708,54433,61221,32351,27184
2014,06,107,192091,42611,45844,26076,22279
2014,06,111,438639,75449,83019,46882,31386
2014,06,113,99548,53765,72428,30450,27408
2014,06,115,31592,42143,44616,21030,22459
2014,08,001,254663,59659,65913,38479,31310
2014,08,005,342470,65327,79453,42433,35960
2014,08,013,179179,71540,95184,45657,31417
2014,08,031,378425,54941,71439,43119,35699
2014,08,035,170905,103226,116703,60694,51329
2014,08,041,344190,59446,71358,34629,31073
2014,08,059,316301,70714,88594,42604,37817
2014,08,069,177032,56575,74415,34560,26561
2014,08,077,75781,50174,64235,31764,27064
2014,08,101,73547,41047,48988,27118,27453
2014,08,123,145185,62083,73421,37193,32346
2014,09,001,512234,85925,104987,44665,41294
2014,09,003,486119,65894,83605,38335,38464
2014,09,005,103083,73756,88938,43344,41054
2014,09,007,95764,75876,101526,43733,42382
2014,09,009,458935,60391,81542,34126,36727
2014,09,011,152972,66148,82337,41574,36264
2014,09,013,87483,78786,94838,48244,35001
2014,09,015,65421,59195,70709,31843,30194
2014,10,001,86119,55227,62982,36524,30601
2014,10,003,288554,64801,80729,37861,36217
2014,10,005,101012,55011,63869,35392,30128
2014,11,001,382575,71648,84094,61126,46000
2014,12,001,126786,45228,65641,25818,25981
2014,12,005,85643,44775,54943,27467,26435
2014,12,009,254042,47907,59835,30759,29064
2014,12,011,1000723,51608,62108,32296,30082
2014,12,015,65728,43039,52877,24365,23621
2014,12,017,48673,35671,43599,22183,21796
2014,12,019,98900,58153,66676,35028,30095
2014,12,021,154741,58026,66233,41405,26842
2014,12,023,27119,38520,51849,22111,26589
2014,12,031,458951,45779,56747,31759,28912
2014,12,033,154900,46655,56941,31281,26975
2014,12,035,40432,51622,55852,27035,25389
2014,12,053,67768,40255,48292,26337,25357
2014,12,055,37088,36120,40876,21696,19583
2014,12,057,683291,50796,60699,35429,31063
2014,12,061,61075,46238,59994,26566,23930
2014,12,069,137308,47191,57088,27437,26215
2014,12,071,300495,49055,56123,31741,25925
2014,12,073,157587,44824,70372,29176,26057
2014,12,081,156256,52031,62298,29198,28795
2014,12,083,133752,39958,49882,28372,23665
2014,12,085,71742,55866,70407,33351,29067
2014,12,086,1351570,42926,50187,26083,25716
2014,12,087,42876,59388,66600,40894,28007
2014,12,089,35800,52249,65459,30849,30453
2014,12,091,97754,57640,69309,39386,28752
2014,12,095,667590,47055,54332,32341,26675
2014,12,097,145153,42899,47475,29702,23150
2014,12,099,695597,52203,65816,34036,28961
2014,12,101,206080,45349,53087,28148,30465
2014,12,103,456405,45152,61031,30595,30332
2014,12,105,276404,42780,50891,25762,26823
2014,12,107,27204,30765,36700,20498,19314
2014,12,109,107164,65976,85332,37846,34605
2014,12,111,124180,42359,51638,28355,26456
2014,12,113,74608,60317,65336,39604,30738
2014,12,115,169184,52109,64535,33854,28473
2014,12,117,232204,56322,72710,33886,30923
2014,12,119,27023,50942,58148,32376,21294
2014,12,127,223395,40818,52607,25829,25479
2014,13,013,33425,47834,51940,27040,26762
2014,13,015,52048,53675,56900,38614,30717
2014,13,021,68298,35397,45381,26071,26319
2014,13,031,34857,32841,48449,20338,13383
2014,13,045,54105,40744,53062,24673,26002
2014,13,047,-999999999,52412,60928,22549,30329
2014,13,051,143374,50718,61355,36374,27392
2014,13,057,120061,69711,80434,43282,35674
2014,13,059,57761,29996,51617,20666,15831
2014,13,063,131994,43287,47273,33507,26389
2014,13,067,402309,67043,80134,42856,35334
2014,13,073,66879,66925,75848,35729,32950
2014,13,077,67896,59506,67833,38144,33011
2014,13,089,392965,50542,59029,41027,31012
2014,13,095,41733,31755,39120,18908,24269
2014,13,097,67735,54826,61850,35392,31888
2014,13,113,53166,77016,87424,40703,36900
2014,13,115,44569,41752,50349,24575,22907
2014,13,117,103920,85639,95264,40956,40912
2014,13,121,527605,55807,77040,40511,36467
2014,13,127,39364,47333,58967,28626,26905
2014,13,135,455600,59492,68217,38113,31141
2014,13,139,92148,52519,59860,32508,27220
2014,13,151,103444,58242,65097,46121,32256
2014,13,153,68512,51054,56126,35252,32210
2014,13,179,32532,41812,45200,28477,27300
2014,13,185,55786,38733,47427,26080,22710
2014,13,215,101923,42176,51143,30559,26374
2014,13,217,48158,46790,53979,27683,27974
2014,13,223,76539,62453,70998,34786,34692
2014,13,245,93344,35793,44190,26114,22783
2014,13,247,40937,46524,55158,28243,28432
2014,13,285,32439,40486,47747,21761,25372
2014,13,295,30142,38493,44184,18373,25887
2014,13,297,40858,50895,55188,30428,31725
2014,13,313,52626,42069,51100,23139,25829
2014,15,001,88485,52788,61401,24339,30363
2014,15,003,528833,74634,83963,46556,35160
2014,15,007,36536,64847,76795,27436,32426
2014,15,009,87672,67013,71789,44904,32111
2014,16,001,216396,57716,69856,32151,30640
2014,16,005,39768,44018,55026,22799,21037
2014,16,019,48555,49626,58511,26476,24256
2014,16,027,91053,43250,50221,22292,23229
2014,16,055,72008,48776,57379,30855,24821
2014,16,083,39226,43624,55467,20217,22816
2014,17,001,34552,45606,59870,30184,28920
2014,17,019,110019,46776,67197,29138,23412
2014,17,031,2760961,55069,66979,38494,32778
2014,17,037,58785,56450,73488,30757,23714
2014,17,043,511225,80015,97061,45882,40229
2014,17,089,278925,72541,83504,39960,31651
2014,17,091,55967,58378,71996,35179,31385
2014,17,093,67623,90072,96552,35251,38863
2014,17,097,377045,77772,95227,45019,36015
2014,17,099,52699,50432,63534,27265,30454
2014,17,111,170269,76628,90213,41941,36801
2014,17,113,95640,58061,77131,36722,30932
2014,17,115,54684,47574,64961,27001,28517
2014,17,119,136971,54438,71790,31113,31497
2014,17,143,93644,52352,66731,33458,30106
2014,17,161,73770,47751,63090,27422,27126
2014,17,163,125117,50428,64938,29692,31676
2014,17,167,105381,55103,73285,35322,31241
2014,17,179,68394,60801,72837,32951,32357
2014,17,183,36704,41690,53058,28552,30551
2014,17,197,364972,74828,87167,42021,36965
2014,17,199,31596,49153,63648,22615,31283
2014,17,201,149302,47121,57847,30168,28822
2014,18,003,188269,48521,60651,28161,28893
2014,18,005,42716,53002,62955,30995,31424
2014,18,019,59872,52674,64257,28515,31450
2014,18,035,58295,39323,51190,26515,20376
2014,18,039,99187,49937,56423,30163,28169
2014,18,043,40606,52819,66817,28381,31062
2014,18,053,31952,39851,47394,23855,22140
2014,18,057,166221,88155,100800,50653,44489
2014,18,059,-999999999,67485,77049,32427,36783
2014,18,063,82992,66989,82441,37346,37091
2014,18,067,39388,47159,60628,26245,28249
2014,18,081,75169,55201,63836,34851,31650
2014,18,085,39632,53825,58322,35035,30738
2014,18,089,240274,50852,60301,31446,30999
2014,18,091,52877,45744,55486,30918,25229
2014,18,095,58839,45134,56772,24509,28560
2014,18,097,487449,42557,52332,30643,27290
2014,18,105,76139,43657,60434,29736,17439
2014,18,109,34725,52891,63247,33614,31673
2014,18,127,85282,60903,72482,32636,31641
2014,18,141,138372,46254,59668,25596,26715
2014,18,157,92030,45771,61112,25673,20646
2014,18,163,91827,42044,59227,26871,27486
2014,18,167,53003,41385,49997,26074,21661
2014,18,177,32245,41204,53569,23312,26215
2014,19,013,73595,51685,65535,33572,28591
2014,19,049,45446,77412,99961,41147,42752
2014,19,061,53577,56129,64376,31630,29274
2014,19,103,79260,60254,84137,26932,28878
2014,19,113,119687,62984,77435,35219,35606
2014,19,153,258898,60978,77356,38603,35542
2014,19,155,48743,52239,67034,27994,31810
2014,19,163,91784,54679,66509,35977,31738
2014,19,169,53743,46091,77595,23312,18657
2014,19,193,54812,44721,56348,25156,25794
2014,20,015,33249,58791,72491,32470,32658
2014,20,045,64517,48565,66369,28831,21659
2014,20,091,316290,75679,92698,43037,40050
2014,20,103,37188,66779,80357,34134,33096
2014,20,161,44970,44825,62336,24953,20035
2014,20,173,255337,50996,62959,30316,30629
2014,20,177,89047,53507,66722,31391,31612
2014,20,209,76366,36637,45097,23657,24714
2014,21,015,66898,65736,80243,40118,33951
2014,21,029,39685,54690,61794,29745,31150
2014,21,037,48512,50872,73324,30609,32666
2014,21,047,33135,35755,42431,23073,25503
2014,21,059,45618,41685,54890,25283,25877
2014,21,067,170516,47968,64119,31207,25703
2014,21,093,55294,50900,62240,33731,25611
2014,21,111,397392,48210,61659,30799,30332
2014,21,117,86591,54300,65374,32369,30726
2014,21,145,29777,36712,49965,21757,26105
2014,21,151,44777,43973,58536,24312,21479
2014,21,195,23356,31426,39963,15181,23744
2014,21,227,62018,50752,61211,27063,25424
2014,22,005,61425,66576,78913,35906,40921
2014,22,015,62427,50704,61657,32427,32000
2014,22,017,114417,39315,50533,23558,27785
2014,22,019,91275,45742,55995,25053,27124
2014,22,033,233445,46778,64115,30081,27784
2014,22,045,35366,46290,52343,29656,30494
2014,22,051,222302,46961,61166,29684,31343
2014,22,055,126893,51060,65687,32413,30183
2014,22,057,45964,41842,54746,24035,26880
2014,22,063,64101,60466,66224,32263,36678
2014,22,071,193149,35504,48431,26169,28602
2014,22,073,70308,41139,50803,22457,28586
2014,22,079,56428,40434,52750,20044,27286
2014,22,097,28590,27753,36641,15180,22237
2014,22,103,121970,63210,72008,36187,32261
2014,22,105,58896,40689,54847,22421,29404
2014,22,109,51722,46678,53262,31720,30849
2014,23,001,57400,48007,63114,26933,28724
2014,23,003,31064,35439,43831,20224,24917
2014,23,005,165121,61992,80646,38014,32299
2014,23,011,62985,44633,60123,27686,28369
2014,48,085,487067,86040,102774,48523,45836
2014,48,091,57141,62389,78585,40914,35078
2014,48,099,33355,47042,53543,29737,24326
2014,48,113,1309386,50076,55794,37244,29124
2014,48,121,423675,74196,91027,41006,39331
2014,48,135,75823,58701,70158,36950,33477
2014,48,139,78750,60294,70012,36551,31566
2014,48,141,377722,40170,43913,26409,23158
2014,48,157,342085,87973,98927,53834,46466
2014,48,167,155735,57991,75053,30593,31194
2014,48,181,60306,52058,64681,26364,27522
2014,48,183,59329,50917,60743,24655,26237
2014,48,187,72871,61538,70991,35119,31778
2014,48,201,2302645,54178,62639,37454,31249
2014,48,203,30198,49490,63565,22352,30674
2014,48,209,95560,59085,78082,24001,24546
2014,48,213,32132,41112,48219,21441,26078
2014,48,215,333682,34801,39083,17000,19906
2014,48,231,39742,42038,61255,20700,26329
2014,48,245,112227,40652,51180,25358,28133
2014,48,251,77338,55739,62709,30581,32056
2014,48,257,55500,56098,67312,32955,30652
2014,48,291,29698,44188,54325,20095,28896
2014,48,303,152097,46076,57096,30693,24128
2014,48,309,113648,43609,56376,21522,24158
2014,48,329,84924,77711,88819,43598,38327
2014,48,339,255976,70243,80743,35939,36196
2014,48,347,31840,39326,49815,19028,20636
2014,48,355,178629,51817,61186,30530,27842
2014,48,361,39221,46809,54510,21499,27000
2014,48,367,59677,68882,81483,36092,36307
2014,48,375,55310,38324,47010,25452,24299
2014,48,381,70933,65749,77502,32325,35020
2014,48,397,45443,80407,85352,47167,37264
2014,48,409,-999999999,53877,61004,34426,32323
2014,48,423,102438,43958,56232,25099,26135
2014,48,439,1002797,58099,69379,36666,31998
2014,48,441,69901,45907,55892,28710,23872
2014,48,451,55186,44959,58903,25973,25992
2014,48,453,645487,61787,78221,44608,32550
2014,48,469,46182,50245,61911,31539,25827
2014,48,471,-999999999,38483,65463,17322,25829
2014,48,479,107889,38312,41457,17285,21009
2014,48,485,65111,42996,55808,30356,22091
2014,48,491,255504,72453,85591,41297,37707
2014,49,005,56062,51556,58465,26429,21924
2014,49,011,158814,70440,77643,38050,31936
2014,49,035,577048,62672,73087,37061,30391
2014,49,049,260924,60944,67206,31492,22071
2014,49,053,62856,49981,57185,27463,22067
2014,49,057,122242,59604,68721,31919,27234
2014,50,007,93912,62004,83314,43765,30674
2014,51,003,50535,64722,78828,41231,31915
2014,51,013,149436,109266,137337,95661,64677
2014,51,015,38167,58322,67112,30240,30132
2014,51,019,38013,56996,70442,31061,32385
2014,51,041,181921,72878,86645,42205,36516
2014,51,059,648143,110674,130071,77409,51293
2014,51,061,36529,91987,104274,50046,40571
2014,51,069,44221,66167,81114,38954,30942
2014,51,085,56339,83756,96746,40090,40494
2014,51,087,180080,62460,76609,41128,36480
2014,51,095,35148,72622,82128,45215,32377
2014,51,107,200835,122294,135045,76891,56623
2014,51,121,47946,42052,71960,24462,17892
2014,51,153,245392,92104,101433,60896,41739
2014,51,161,47973,62091,72942,32995,32863
2014,51,165,41578,56112,63528,33834,30490
2014,51,177,67889,75686,87437,44832,37032
2014,51,179,74834,93422,106554,52113,42659
2014,51,199,34566,81636,90022,51214,40442
2014,51,510,100018,86809,110821,73220,53528
2014,51,550,120044,66712,74716,37233,35381
2014,51,650,73385,47312,57475,35248,26820
2014,51,680,37861,40594,50822,26944,15477
2014,51,700,98959,49602,57225,37041,27667
2014,51,710,134551,43186,51525,30482,26055
2014,51,740,49374,44905,59869,27711,26625
2014,51,760,121845,43054,51978,35699,25995
2014,51,770,51614,41697,50867,29451,27911
2014,51,800,45257,62079,72407,36484,31925
2014,51,810,252310,68816,78677,43817,34009
2014,53,005,89439,58093,65235,35126,31389
2014,53,007,35715,50177,62164,30671,24482
2014,53,009,31885,46469,60383,30593,27012
2014,53,011,225833,61741,71583,37241,31875
2014,53,015,44168,42223,50464,25435,26196
2014,53,021,39416,57890,60643,29161,27877
2014,53,025,43173,51949,57749,32145,25879
2014,53,027,29484,43356,49877,23674,25647
2014,53,029,39132,59934,74926,34601,30702
2014,53,033,1169943,75834,98036,49486,41672
2014,53,035,127593,61794,74762,37521,31787
2014,53,041,33229,43575,58206,22984,26788
2014,53,053,420026,60496,72233,37417,33800
2014,53,057,55605,50558,64311,23919,27114
2014,53,061,407763,71984,83106,43662,37301
2014,53,063,231069,50249,63659,29041,28849
2014,53,067,138099,61609,73951,41252,36251
2014,53,073,108972,53665,66221,30625,25654
2014,53,077,110678,44648,50572,27862,22845
2014,54,003,57223,58754,69201,36384,34739
2014,54,011,42234,34046,47900,19659,23513
2014,54,033,32615,41333,54555,25157,30163
2014,54,039,87679,44186,51970,27621,28339
2014,54,061,50760,41955,69615,24056,24501
2014,54,081,30782,40561,50787,21572,27501
2014,54,107,39940,42014,56321,24689,27236
2014,55,009,137912,53392,67832,35397,30874
2014,55,025,305110,61582,82557,38597,31717
2014,55,027,45896,53139,66735,28814,30901
2014,55,035,57739,47043,65913,26711,22537
2014,55,039,55538,51717,63274,34875,31463
2014,55,055,46411,55675,68154,34126,30409
2014,55,059,86443,52787,67531,31434,30408
2014,55,063,66197,48872,70507,30285,26721
2014,55,071,42172,45136,61808,27311,30501
2014,55,073,74937,53300,70357,27525,31531
2014,55,079,489263,42765,54249,29785,28259
2014,55,087,99841,58118,72025,35133,31863
2014,55,089,48748,72103,95815,37364,36277
2014,55,097,39313,51399,68784,28615,24183
2014,55,101,98350,54525,65204,29616,32181
2014,55,105,84768,50610,61281,34279,29130
2014,55,109,49705,76024,84803,43061,38660
2014,55,117,63697,54042,66932,27251,30561
2014,55,127,57466,52277,63018,30906,25503
2014,55,131,76130,68424,82958,41354,36444
2014,55,133,219393,76053,94487,40934,40468
2014,55,139,93089,52387,65583,30171,29388
2014,55,141,39064,50831,65966,27157,31246
2014,56,021,51697,57551,73201,33875,31261
2014,56,025,45614,56392,72096,32399,31907
2015,01,003,92610,52003,65855,30964,26880
2015,01,015,52750,42346,53927,24914,22228
2015,01,043,32350,37862,42825,20405,28378
2015,01,049,29884,36559,43560,16779,25533
2015,01,051,35166,52502,68782,28121,32454
2015,01,055,45797,43346,51350,25461,26616
2015,01,069,47561,43553,52454,26907,26424
2015,01,073,332242,48492,63321,30154,31174
2015,01,077,40128,42577,57028,22382,24917
2015,01,081,77927,46589,63485,20747,28499
2015,01,083,42816,55009,68211,30977,31102
2015,01,089,177390,58636,76469,35092,31737
2015,01,095,41099,40525,49981,21918,25356
2015,01,097,187759,42699,56732,24260,28733
2015,01,101,110471,42477,52943,30054,26923
2015,01,103,54329,47229,58750,28348,27549
2015,01,115,39031,54484,63270,32836,36176
2015,01,117,106633,70192,85625,37524,38257
2015,01,121,33563,34451,45890,20796,30721
2015,01,125,91681,49067,59248,27969,26041
2015,01,127,25674,35056,49092,19777,23965
2015,02,020,169764,78662,94419,53809,37838
2015,02,090,58302,72975,88211,46935,35345
2015,02,170,47833,76427,87320,40961,36376
2015,04,001,20192,29417,33365,16986,26481
2015,04,003,47017,43291,55443,23404,25835
2015,04,005,71969,53152,71254,28862,23087
2015,04,013,2054110,56004,66305,37133,31650
2015,04,015,77880,40908,47035,25416,23519
2015,04,017,37957,37833,46714,20024,23113
2015,04,019,473420,47099,57542,31191,25649
2015,04,021,150447,50770,58723,28971,28209
2015,04,025,90020,48105,57859,27678,24472
2015,04,027,85803,40539,44552,26246,24466
2015,05,007,121850,58770,67268,36728,32105
2015,05,031,51721,40085,53304,23666,25333
2015,05,045,60305,50596,65391,25576,26114
2015,05,051,43864,37013,50006,21941,21050
2015,05,069,30948,35381,43710,21117,26681
2015,05,085,32582,56893,66212,21775,36202
2015,05,119,193370,46070,59142,30431,30867
2015,05,125,58284,55051,66427,30414,31799
2015,05,131,55770,40448,52342,23851,25851
2015,05,143,112067,46160,57206,27604,26742
2015,05,145,34884,38986,53615,20934,25895
2015,06,001,884629,81717,97732,51140,41796
2015,06,007,103487,45644,57413,26250,23323
2015,06,013,573361,83104,100260,50053,41029
2015,06,017,87632,79019,95776,36332,38922
2015,06,019,441123,46949,52651,29423,23509
2015,06,023,63773,40484,51937,26149,22420
2015,06,025,72435,40852,45762,17855,22678
2015,06,029,389861,51342,55694,32155,26563
2015,06,031,62198,45746,52557,30969,26838
2015,06,033,27103,37294,47536,23145,22273
2015,06,037,5207496,59134,65789,41305,30605
2015,06,039,62348,47150,52348,38688,24031
2015,06,041,135074,100662,127900,60607,48767
2015,06,045,41358,41896,57506,26018,23895
2015,06,047,111871,41997,45768,24540,22835
2015,06,053,199403,60494,65588,42713,25414
2015,06,055,73921,75513,84009,49514,35217
2015,06,057,45039,54177,66424,38554,31911
2015,06,059,1653286,78428,87942,49173,35388
2015,06,061,178015,75708,94141,41744,41062
2015,06,065,1088015,58292,65913,35886,28132
2015,06,067,732734,58942,69826,37603,31865
2015,06,071,981837,53803,59752,32174,27329
2015,06,073,1735542,67320,77653,47014,32224
2015,06,075,533829,92094,105924,79296,51884
2015,06,077,329462,53705,60416,30720,29134
2015,06,079,137593,62648,76467,41682,27362
2015,06,081,422111,101272,115016,65976,45258
2015,06,083,230482,63625,75497,41432,26066
2015,06,085,1022447,102340,118814,65113,47794
2015,06,087,139214,65139,77255,44681,26126
2015,06,089,76691,46693,58303,28723,27999
2015,06,095,216415,67443,79464,40838,33838
2015,06,097,266445,66674,79788,45807,31679
2015,06,099,243691,52363,57631,33528,30012
2015,06,101,42831,52277,56861,29922,25250
2015,06,107,187639,42413,46689,27465,22344
2015,06,111,438016,80032,91112,50011,32055
2015,06,113,106078,58966,80699,30830,28644
2015,06,115,32244,50451,57119,36333,27199
2015,08,001,260779,63493,71053,41250,31888
2015,08,005,352139,67002,82049,45305,36231
2015,08,013,181474,72009,103037,43958,31341
2015,08,014,37836,84921,98918,50672,43763
2015,08,031,390590,58003,72455,46240,37346
2015,08,035,178538,107650,121351,55885,51995
2015,08,041,355778,60109,73700,33935,30679
2015,08,059,321288,71136,89391,43744,38769
2015,08,069,184426,64919,80757,38618,30896
2015,08,077,74906,51465,60630,32266,25538
2015,08,101,72860,40050,52495,24952,24901
2015,08,123,145875,70256,78222,38817,33775
2015,09,001,512048,86414,105514,45454,41365
2015,09,003,480911,69622,87080,38602,40795
2015,09,005,102530,70667,91814,40154,40091
2015,09,007,92903,83530,102553,47582,43702
2015,09,009,460175,61760,81778,40011,37244
2015,09,011,149771,65764,82064,41100,36076
2015,09,013,87426,82168,103365,40236,38076
2015,09,015,63894,62905,75372,41503,35051
2015,10,001,84207,56778,66755,31950,31233
2015,10,003,295546,66256,82208,39131,37330
2015,10,005,98329,55065,65196,40219,31795
2015,11,001,393578,75628,94846,62840,49891
2015,12,001,128618,47895,68487,25632,25608
2015,12,005,89945,48259,61374,32585,30189
2015,12,009,259330,50416,61459,34774,30164
2015,12,011,1023357,53926,62372,36076,30451
2015,12,015,67533,45492,55335,27098,24511
2015,12,017,49248,40294,49705,22418,22554
2015,12,019,99972,58676,67618,30876,31021
2015,12,021,159587,62126,71195,41379,26324
2015,12,023,29604,47808,60796,26541,26706
2015,12,031,478180,49554,61188,34187,30584
2015,12,033,156406,46001,59090,32370,27302
2015,12,035,42353,48864,55895,29273,25664
2015,12,053,69765,43590,51305,27348,28764
2015,12,055,35066,34242,41606,23280,19808
2015,12,057,690360,51725,62221,34867,31095
2015,12,061,58466,49379,61313,32810,26170
2015,12,069,136910,50305,58239,28803,27683
2015,12,071,298915,50651,60413,32119,26650
2015,12,073,156075,46002,70776,30764,22418
2015,12,081,159465,50835,62371,30945,27091
2015,12,083,125772,40050,50674,25649,24812
2015,12,085,68869,51622,66982,31029,29664
2015,12,086,1351283,43786,49609,25594,26266
2015,12,087,42781,61020,80068,40653,30810
2015,12,089,35980,52005,57860,31513,31841
2015,12,091,102534,55659,62305,35125,30000
2015,12,095,698064,50720,58129,35549,28597
2015,12,097,154560,45244,47578,33214,23758
2015,12,099,702367,56664,70491,35607,30837
2015,12,101,217534,46133,56509,27628,30555
2015,12,103,474382,47618,63107,30942,30661
2015,12,105,283164,44061,50840,29833,26478
2015,12,107,28441,31483,40749,18680,20535
2015,12,109,108206,70379,90871,39031,36867
2015,12,111,131972,45905,53728,29196,26047
2015,12,113,79876,59682,65639,41322,31516
2015,12,115,169327,56286,70208,36900,31412
2015,12,117,236784,57074,71534,34113,32482
2015,12,119,25476,51335,64737,31436,24304
2015,12,127,223383,42175,52283,28159,26133
2015,13,013,35726,53156,56865,35166,26895
2015,13,015,48046,50572,55730,31311,30817
2015,13,021,67335,38605,50452,23793,26431
2015,13,031,33865,33477,44525,23277,19510
2015,13,045,55527,43410,50446,23420,25977
2015,13,047,32856,51012,57899,29354,30032
2015,13,051,151013,49252,59347,35203,26413
2015,13,057,125255,74104,87561,44208,36881
2015,13,059,61825,31284,48101,20803,14288
2015,13,063,136029,42120,47188,31031,24697
2015,13,067,408426,70246,82637,46171,36007
2015,13,073,70253,75440,78906,56569,37591
2015,13,077,69613,67351,73593,38096,34087
2015,13,089,401740,54057,63189,43760,31802
2015,13,095,40435,35645,41691,24467,25258
2015,13,097,71374,59329,63471,38773,31444
2015,13,113,54271,78557,97159,50300,45267
2015,13,115,43181,40510,51573,21978,24615
2015,13,117,109465,94537,104031,38034,45795
2015,13,121,547365,60291,81812,42482,36953
2015,13,127,39696,46125,52041,32480,26635
2015,13,135,467071,61732,67159,40900,30991
2015,13,139,91529,55009,60909,30941,30054
2015,13,151,105071,65342,70257,33878,31071
2015,13,153,76296,55044,63595,32885,31420
2015,13,179,29821,36573,38413,28582,25317
2015,13,185,51501,34455,46447,20993,21410
2015,13,215,94347,41859,51492,25588,25204
2015,13,217,52023,50806,57638,34818,29616
2015,13,223,80847,60214,69776,31430,34165
2015,13,245,94055,41672,48526,26881,25802
2015,13,247,42791,50761,57853,35019,31992
2015,13,285,32473,39067,47909,16503,26737
2015,13,295,-999999999,44358,48877,24820,27582
2015,13,297,41959,57278,66431,35139,31251
2015,13,313,50938,45894,52195,26134,26513
2015,15,001,90525,60033,70367,28050,31146
2015,15,003,538236,77273,91111,46035,35446
2015,15,007,38367,77140,82569,44000,35375
2015,15,009,87452,70497,77267,41028,35096
2015,16,001,224258,57399,77752,29375,31123
2015,16,005,38208,41530,54347,27421,22029
2015,16,019,50118,53355,59618,30754,25210
2015,16,027,95416,42786,52206,24939,22821
2015,16,055,72463,47860,59678,28606,26727
2015,16,083,40929,45499,56250,30458,21882
2015,17,001,34069,46528,59913,30648,30441
2015,17,019,106475,50252,77086,27025,25887
2015,17,031,2750320,56851,70478,38813,34990
2015,17,037,55541,55471,70954,30839,24577
2015,17,043,514477,81559,101022,46389,40822
2015,17,089,281038,70359,85373,40165,32124
2015,17,091,52558,53850,64432,31281,30290
2015,17,093,-999999999,85979,90787,60382,40961
2015,17,097,382809,82113,97699,43555,36892
2015,17,099,56343,51936,64682,30496,26785
2015,17,111,170603,80125,91043,50086,40219
2015,17,113,95334,65304,86952,32085,31185
2015,17,115,51329,48040,63303,30527,30871
2015,17,119,133960,52664,65893,33804,32475
2015,17,143,93563,53837,70124,34091,31677
2015,17,161,74097,50542,62222,31689,28892
2015,17,163,133493,50347,69189,27964,32562
2015,17,167,100490,57576,73530,37723,34521
2015,17,179,68094,57020,78035,36300,32061
2015,17,183,34510,45098,55361,31085,30406
2015,17,197,364504,75992,90239,41859,36522
2015,17,199,29440,48736,60849,24089,26690
2015,17,201,144929,49578,62212,29588,30080
2015,18,003,187026,49754,61227,30395,30436
2015,18,005,42563,54447,67481,35261,31915
2015,18,019,60275,51828,66917,34553,34142
2015,18,035,57067,40606,55251,24168,20372
2015,18,039,96527,49556,58019,30468,30026
2015,18,043,40019,58096,73014,29035,31682
2015,18,053,33197,38645,51231,24062,21953
2015,18,057,170456,90613,109790,47985,47091
2015,18,059,-999999999,69968,82521,37043,40494
2015,18,063,88169,73050,86598,35343,36980
2015,18,067,38906,46793,60855,29751,31380
2015,18,081,76222,68744,79849,39141,37898
2015,18,085,39248,52888,59307,37641,29562
2015,18,089,236019,50582,61500,31400,31253
2015,18,091,50671,45838,57320,28163,28704
2015,18,095,60899,45257,54822,27779,25465
2015,18,097,491662,41226,55378,30490,28164
2015,18,105,76472,45062,71942,25322,19340
2015,18,109,34455,58755,66427,40396,32448
2015,18,127,81728,63807,76073,37344,35625
2015,18,141,131065,46552,60067,30315,27360
2015,18,157,99190,50224,67004,31621,23376
2015,18,163,91228,42564,58645,26131,26908
2015,18,167,52338,38632,53381,21985,22250
2015,18,177,30566,42160,50228,23842,27213
2015,19,013,71480,50169,63025,31950,27407
2015,19,049,44427,78634,101998,41584,41405
2015,19,061,52956,58487,71284,30673,29657
2015,19,103,86858,55913,82576,30158,26865
2015,19,113,121918,57073,77146,31766,34788
2015,19,153,263574,60176,71481,37827,34016
2015,19,155,49235,53117,69717,34074,32000
2015,19,163,87914,57831,71326,31780,31998
2015,19,169,53270,50811,75697,32183,19038
2015,19,193,55067,51146,61639,28687,28130
2015,20,015,33556,60714,74723,32435,35136
2015,20,045,66837,52964,82967,25899,25184
2015,20,091,323942,82892,102020,45622,41623
2015,20,103,37306,60423,70066,35328,31774
2015,20,161,43386,46677,70217,31214,18825
2015,20,173,258183,50840,64848,28445,31019
2015,20,177,89619,51123,65603,30382,31485
2015,20,209,81694,41800,49728,27367,26419
2015,21,015,69048,67047,79089,33416,36224
2015,21,029,39753,53434,61385,29934,30341
2015,21,037,48632,51208,66916,33747,31401
2015,21,047,33893,39827,45611,25152,25081
2015,21,059,48664,48791,61007,27640,30889
2015,21,067,170463,51948,67855,31433,27465
2015,21,093,53857,49229,59553,30218,28910
2015,21,111,399484,51259,66499,32390,31202
2015,21,117,87539,52043,67908,35417,31549
2015,21,145,30924,51114,66211,27125,31006
2015,21,151,42840,45383,62500,27993,26273
2015,21,195,24731,33321,41415,14720,25811
2015,21,227,60856,44679,56539,25332,23448
2015,22,005,60629,76632,91749,39367,41883
2015,22,015,62696,56140,66080,30106,34764
2015,22,017,111573,41040,55714,25052,25826
2015,22,019,96089,45767,56337,28795,28044
2015,22,033,235045,50519,66322,31851,29494
2015,22,045,35297,46365,54691,24438,26815
2015,22,051,226663,49576,59734,33378,31268
2015,22,055,127126,51981,69544,28259,30988
2015,22,057,48074,52589,59169,24546,33382
2015,22,063,65791,58677,73842,28108,37500
2015,22,071,202654,39077,55450,26886,29366
