year,StateCode,CountyCode,workers,medianHouseIncome,medianFamilyIncome,medianNonFamIncome,medianWorkerIncome
2012,21,111,393147,45869,59050,28371,28322
2012,21,117,86320,53561,64151,33104,30600
2012,21,145,30632,43137,57510,23263,26538
2012,21,151,43185,38005,54216,24065,17564
2012,21,195,23392,32014,41897,15857,23317
2012,21,227,60357,41498,58122,23229,20989
2012,22,005,57369,66315,70831,32479,36760
2012,22,015,66370,53275,62715,31620,31048
2012,22,017,118438,40886,50607,28164,27419
2012,22,019,93458,44300,55559,21465,25897
2012,22,033,232499,47967,61569,32303,27100
2012,22,045,35847,43869,49268,24832,26254
2012,22,051,222616,45519,59852,29078,30289
2012,22,055,122537,47341,61343,29018,28234
2012,22,057,48419,48767,54517,26405,30998
2012,22,063,64704,52397,61456,30048,33251
2012,22,071,183960,34361,46028,22917,26625
2012,22,073,69812,36338,50434,23227,26495
2012,22,079,59467,41321,48542,22095,26186
2012,22,097,34888,35765,46326,15975,26108
2012,22,103,120181,56650,68392,30323,30743
2012,22,105,56846,34904,46537,19497,22124
2012,22,109,51757,48911,58450,20026,30169
2012,23,001,59034,44297,60338,23428,28959
2012,23,003,34033,38453,50280,19414,25317
2012,23,005,160936,55503,72870,35487,30890
2012,23,011,60638,46014,58761,27089,28691
2012,23,019,79656,41653,53183,27127,25577
2012,23,031,109246,52408,67053,31306,30145
2012,24,001,33569,38509,50789,22450,20917
2012,24,003,312671,89179,101328,53447,44185
2012,24,005,436303,62444,78914,40617,39149
2012,24,009,48401,87449,99398,38691,43022
2012,24,013,94085,80028,97287,37125,38235
2012,24,015,51394,63036,78348,27077,31242
2012,24,017,82930,90880,101596,58115,46186
2012,24,021,135435,80765,91528,50427,41109
2012,24,025,139427,76645,88450,46729,38686
2012,24,027,172042,108844,125162,66108,58661
2012,24,031,571944,94965,113588,61823,46837
2012,24,033,509475,69879,79969,50787,36457
2012,24,037,60142,86358,94940,60637,44594
2012,24,043,75307,53167,62035,29539,32168
2012,24,045,52987,51451,60433,29953,26802
2012,24,510,313068,39241,47070,28926,30758
2012,25,001,109477,59453,76334,33933,31424
2012,25,003,67936,46509,64292,27353,27459
2012,25,005,291409,53689,69093,28745,32383
2012,25,009,412264,67888,84307,35905,36481
2012,25,011,39523,55416,69444,34484,30816
2012,25,013,231027,48865,60491,29546,32161
2012,25,015,90294,59065,78303,35539,23659
2012,25,017,879585,82226,103333,48585,41632
2012,25,021,378467,80248,102969,41854,42853
2012,25,023,272076,73396,90220,35551,37131
2012,25,025,428602,51049,58621,41202,31894
2012,25,027,432310,62505,79320,35150,36282
2012,26,005,52579,50078,58455,26569,28064
2012,26,017,51062,44548,56129,25191,25020
2012,26,021,73605,43526,53448,22907,25242
2012,26,025,65916,39190,50747,23805,26017
2012,26,037,38674,57330,73129,29776,30152
2012,26,045,57198,55199,64212,34106,29487
2012,26,049,185960,40323,51153,27014,24180
2012,26,055,48096,51635,65760,26078,24223
2012,26,065,144646,43337,59178,27311,18375
2012,26,073,37496,35593,54268,20233,12396
2012,26,075,73137,42653,52352,24003,24657
2012,26,077,132047,44306,59788,24599,23189
2012,26,081,326325,50653,61877,31997,27861
2012,26,087,42267,51428,57669,27883,25982
2012,26,091,47014,48224,59569,25316,24507
2012,26,093,97138,75719,83983,37108,36462
2012,26,099,441086,52185,66002,31351,31110
2012,26,103,32819,45149,59566,20956,22423
2012,26,111,41172,52356,68342,26608,28533
2012,26,115,74998,50675,61798,27836,29472
2012,26,121,80257,40535,49276,23419,23633
2012,26,125,657015,63345,81751,36830,36532
2012,26,139,141536,54323,64477,32813,26074
2012,26,145,90299,40318,51663,25938,24695
2012,26,147,78255,44518,55888,24535,23884
2012,26,155,32300,41221,49258,23742,26651
2012,26,159,33776,44456,52202,22119,26693
2012,26,161,188053,56330,80135,32834,26067
2012,26,163,814381,39486,51055,24322,26046
2012,27,003,191923,67819,81754,40631,36958
2012,42,043,143853,52228,66203,31645,31345
2012,42,045,290490,61065,79095,33027,35276
2012,42,049,141039,46563,58942,25076,26277
2012,42,051,58583,40410,53582,21659,26568
2012,42,055,77143,51938,61559,31348,30139
2012,42,063,42064,44403,54255,19341,21810
2012,42,069,108002,43053,57593,24751,26734
2012,42,071,270306,54776,66530,31008,29958
2012,42,073,42870,43558,54870,23245,28777
2012,42,075,71231,51557,64483,29635,29558
2012,42,077,188164,53935,65858,31904,30202
2012,42,079,158961,42370,55151,23960,27374
2012,42,081,60847,45710,59552,25666,28175
2012,42,085,53345,42101,51943,21890,23531
2012,42,089,88456,56178,66571,32519,27207
2012,42,091,445361,76953,96252,41532,41202
2012,42,095,153225,55447,68395,32376,30937
2012,42,097,44926,40948,51322,22050,27307
2012,42,101,730715,35386,44299,26364,27549
2012,42,107,71804,45056,54239,24861,28458
2012,42,111,35775,46263,56322,22081,26673
2012,42,125,107722,54061,68286,32410,31671
2012,42,129,187788,49739,62835,26162,29545
2012,42,133,231541,55648,66819,30825,32086
2012,44,003,93382,60114,75640,30716,35894
2012,44,005,46019,64813,89104,38863,32083
2012,44,007,332704,48098,62624,28503,29503
2012,44,009,70096,70649,89538,41854,33584
2012,45,003,76167,45658,56341,25576,30093
2012,45,007,87519,39232,48598,22265,27703
2012,45,013,79477,54188,65443,32040,25024
2012,45,015,97183,49500,58019,35647,30995
2012,45,019,197219,48593,58552,35260,26789
2012,45,031,30940,32922,41769,15652,23002
2012,45,035,71865,53637,62251,30531,31221
2012,45,041,66881,41251,50323,25532,26199
2012,45,045,232817,46654,59363,26066,30107
2012,45,047,30450,35923,43646,21984,22467
2012,45,051,139278,40353,48309,26561,21874
2012,45,057,34299,44959,53575,27396,28168
2012,45,059,30738,34906,41471,21524,23031
2012,45,063,144928,52314,62345,31356,31250
2012,45,073,30901,37383,45604,24789,25677
2012,45,075,41271,34185,41133,18475,23007
2012,45,077,56348,39052,50078,17992,18752
2012,45,079,211808,47940,63928,30984,27317
2012,45,083,136194,40879,48522,25010,25506
2012,45,085,53043,39667,46032,25074,26342
2012,45,091,119731,50817,60893,30414,31261
2012,46,099,100484,48338,62482,33187,29353
2012,46,103,55967,49546,63106,33993,25282
2012,47,001,33563,38421,44794,22173,25880
2012,47,009,59894,46095,56455,25812,28420
2012,47,011,47435,38505,45887,21184,24246
2012,47,037,356470,44567,58790,31398,27793
2012,47,059,30533,34536,39022,21031,22912
2012,47,065,175634,47667,60737,27704,27783
2012,47,093,229068,46196,61306,29318,29785
2012,47,113,47466,43161,63780,22188,26559
2012,47,119,39757,41953,50959,22856,25005
2012,47,125,93377,47850,51840,30903,27369
2012,47,141,32494,31563,45887,20209,24015
2012,47,147,34139,56234,61331,32554,30652
2012,47,149,147695,53132,63439,33391,30926
2012,47,155,48813,43292,47537,20987,22471
2012,47,157,474250,44694,55267,27452,27985
2012,47,163,73033,37890,48771,23702,25451
2012,47,165,84074,55105,62270,31974,30692
2012,47,179,61477,42448,52888,26921,25997
2012,47,187,101266,90759,107278,41434,41754
2012,47,189,59692,56485,65736,29415,31954
2012,48,005,38047,39489,44666,20078,21698
2012,48,021,36066,49364,63950,30096,31669
2012,48,027,153455,49091,56293,29050,29491
2012,48,029,899118,49874,57177,32523,26708
2012,48,037,40508,38924,46893,21844,26278
2012,48,039,158418,65024,76378,39731,37868
2012,48,041,102815,39898,60484,19654,18130
2012,48,061,164369,30953,33600,18420,20039
2012,48,085,452273,81364,97682,46443,42294
2012,48,091,56299,56203,72930,32372,30981
2012,48,099,33881,47139,57683,24969,27230
2012,48,113,1268147,47301,53566,36055,28270
2012,48,121,394230,71053,85522,42095,37735
2012,48,135,71274,51946,62162,27355,30174
2012,48,139,78474,57097,65350,36606,30990
2012,48,141,372396,40345,45256,22259,22211
2012,48,157,314657,86256,94078,42908,41599
2012,48,167,149954,60551,73985,39659,32171
2012,48,181,58281,47475,59441,26403,27138
2012,48,183,58849,42153,53190,26769,25401
2012,48,187,71790,63608,74251,36485,33023
2012,48,201,2200438,51289,59210,36441,29460
2012,48,203,32649,43131,53384,18652,26602
2012,48,209,87950,52615,67584,26986,24453
2012,48,213,33956,37077,47304,22971,22496
2012,48,215,325529,33761,35673,19150,19442
2012,48,231,39524,42376,49819,22889,25769
2012,48,245,114389,40795,51104,24981,24750
2012,48,251,77005,57569,63878,32887,34368
2012,48,257,51673,54224,61694,29925,32476
2012,48,291,31660,50006,56872,27877,30522
2012,48,303,148389,41783,53903,24481,21377
2012,48,309,112143,40658,52702,21941,23802
2012,48,329,76296,61331,68870,33761,34462
2012,48,339,233250,65610,76562,38694,37319
2012,48,347,30770,32555,47154,21098,20398
2012,48,355,172719,49169,57143,28690,25872
2012,48,361,38888,50574,61065,24292,30150
2012,48,367,58608,64556,80938,35540,36209
2012,48,375,55868,35426,45921,22068,23268
2012,48,381,64607,55833,64772,30991,31592
2012,48,397,41794,82399,93338,36929,40962
2012,48,409,31886,50546,52124,29825,28463
2012,48,423,102728,46286,55474,29577,26265
2012,48,439,974221,56040,66180,35383,31061
2012,48,441,64560,43855,54679,26779,24151
2012,48,451,57999,44651,57987,26948,24410
2012,48,453,619974,57368,72236,41350,30531
2012,48,469,45011,50076,57918,27165,26455
2012,48,471,23581,36382,53245,22547,26133
2012,48,479,100179,36624,41065,18731,21645
2012,48,485,65109,45363,55899,28735,26582
2012,48,491,240344,70721,79847,42718,36054
2012,49,005,57339,46016,53523,24612,18933
2012,49,011,153266,68931,75114,36240,31713
2012,49,035,562571,58856,67788,36423,28349
2012,49,049,258248,58425,64398,32921,21350
2012,49,053,60259,43837,52193,23196,20932
2012,49,057,116205,54045,61969,33040,27468
2012,50,007,94997,63686,84326,40593,30111
2012,51,003,50652,72917,90176,39948,34717
2012,51,013,149428,100474,137216,82170,59717
2012,51,015,35681,47279,52582,28639,27063
2012,51,019,34662,57625,72509,29513,31575
2012,51,041,173651,70243,80427,44509,38488
2012,51,059,646270,107096,124831,74457,50207
2012,51,061,36240,83677,101028,52568,40674
2012,51,069,43764,67289,77289,37636,35737
2012,51,085,54667,74128,84890,31090,37153
2012,51,087,177178,58338,71873,39264,34171
2012,51,095,32762,79435,91728,49493,35354
2012,51,107,190107,117876,127192,77405,52221
2012,51,121,47141,41625,57115,21167,17812
2012,51,153,244364,93744,100474,62966,42731
2012,51,161,48493,57515,71974,29744,31930
2012,51,165,38728,50818,59297,29521,25736
2012,51,177,66140,78914,87587,45531,36041
2012,51,179,71442,97606,108392,47469,42324
2012,51,199,33919,71974,87621,38829,36172
2012,51,510,95680,81160,101927,71161,52457
2012,51,550,121446,65562,76204,40796,36121
2012,51,650,71359,47472,57659,35021,27700
2012,51,680,35305,36912,44458,27691,19352
2012,51,700,100196,47476,55243,31364,26929
2012,51,710,138564,42644,50880,30865,24675
2012,51,740,48142,42487,49788,31680,31236
2012,51,760,111999,38185,48553,30017,24445
2012,51,770,49669,37890,52982,26235,26540
2012,51,800,43552,65394,73462,36190,31374
2012,51,810,249297,61626,74133,43275,33485
2012,53,005,89428,57774,72857,35475,34511
2012,53,007,35172,45837,53825,31861,24853
2012,53,009,30215,42485,53523,26444,22188
2012,53,011,217967,55719,67046,34594,30768
2012,53,015,45709,47692,55241,23867,29082
2012,53,021,40503,55392,58595,26460,25827
2012,53,025,42716,46295,54092,21483,23167
2012,53,027,31514,42057,53027,22791,24461
2012,53,029,39265,57381,70519,31920,30641
2012,53,033,1131542,69047,88174,47281,39128
2012,53,035,128757,59073,70884,40560,32362
2012,53,041,33316,42927,54921,24333,24883
2012,53,053,418736,57629,67420,39496,32446
2012,53,057,55699,53400,64845,33693,29785
2012,53,061,394095,67136,80028,41395,36748
2012,53,063,233746,47624,61247,27112,27682
2012,53,067,134475,58239,67956,38457,32776
2012,53,073,108390,51458,64203,29538,25187
2012,53,077,111398,43942,50549,26895,21499
2012,54,003,54015,53248,61000,37490,31203
2012,54,011,46436,35567,53156,20598,21916
2012,54,033,32147,40022,51089,22399,28753
2012,54,039,93374,46914,57999,27165,30833
2012,54,061,51752,39532,69117,21082,20830
2012,54,081,29980,40705,46157,24474,28315
2012,54,107,40795,42857,49502,25127,26123
2012,55,009,138235,50131,64573,28892,30292
2012,55,025,297642,59792,80926,36925,30990
2012,55,027,44927,50781,62143,32544,30692
2012,55,035,58451,47913,64439,21760,22419
2012,55,039,56102,53065,61431,31864,30800
2012,55,055,47729,53675,69122,27531,30326
2012,55,059,89155,54172,69086,31148,30444
2012,55,063,64339,47360,67257,27657,24141
2012,55,071,43484,46045,63571,26340,29463
2012,55,073,75205,52419,60107,31292,30487
2012,55,079,489813,42381,55380,28648,28395
2012,55,087,99823,56918,72058,33301,31858
2012,55,089,47500,75170,90125,31171,37196
2012,55,097,39028,45215,60374,25707,22226
2012,55,101,99109,51904,62279,29972,31995
2012,55,105,80666,45989,55664,27036,26436
2012,55,109,48300,67870,79082,35141,37056
2012,55,117,64226,51899,65865,30939,30502
2012,55,127,55787,48940,64018,30764,25779
2012,55,131,74313,64221,78519,31464,38388
2012,55,133,217805,72364,89038,40126,40195
2012,55,139,90799,51458,66588,31721,29461
2012,55,141,39743,44568,59429,26259,27252
2012,56,021,49972,54192,68441,29189,31344
2012,56,025,44276,54526,71765,26895,29926
2013,21,195,22891,34373,44711,16243,26115
2013,21,227,62946,48783,60846,30282,24579
2013,22,005,59852,75308,83897,35677,40403
2013,22,015,65034,51796,66388,29245,32309
2013,22,017,117609,39683,53291,26523,27248
2013,22,019,95475,42625,52165,25658,27430
2013,22,033,227220,48463,62498,33345,30980
2013,22,045,34752,39793,47866,22893,25583
2013,22,051,225137,46576,60216,30603,30380
2013,22,055,124011,57949,73790,30372,32137
2013,22,057,45087,52373,70076,22478,32432
2013,22,063,65459,52246,60637,30977,35946
2013,22,071,192253,36631,48552,26270,28159
2013,22,073,68965,40473,51751,20665,25633
2013,22,079,59345,39331,51787,24987,26722
2013,22,097,33738,31955,43864,15733,25726
2013,22,103,121002,61280,72478,31569,31785
2013,22,105,61233,44166,53104,23572,24977
2013,22,109,51729,55148,60141,31792,31681
2013,23,001,56460,44127,55314,28554,26385
2013,23,003,34597,36825,49899,17361,22868
2013,23,005,157824,54780,74592,31684,31936
2013,23,011,62049,44724,57678,23763,26150
2013,23,019,77795,43598,54796,26025,25572
2013,23,031,109909,55350,69016,29959,30305
2013,24,001,32278,40165,56567,20014,21673
2013,24,003,314207,86230,97631,53788,44260
2013,24,005,446312,64795,78039,42049,40079
2013,24,009,50935,94196,105672,54762,47010
2013,24,013,94215,82955,94797,42060,40804
2013,24,015,55198,66090,83510,32272,37839
2013,24,017,83713,88797,96278,55372,49887
2013,24,021,135366,84308,97231,48277,41697
2013,24,025,139399,77765,91524,49761,41402
2013,24,027,172312,109476,126163,68919,55458
2013,24,031,584908,98326,114577,67022,46562
2013,24,033,507987,72052,82748,50204,37202
2013,24,037,57308,78233,94553,40688,41809
2013,24,043,75180,57615,68144,35409,31393
2013,24,045,54627,48897,60400,27521,26295
2013,24,510,310133,42266,51303,30933,31763
2013,25,001,110982,61026,75076,35136,35019
2013,25,003,68294,52514,66660,32022,30275
2013,25,005,290918,53501,70315,27327,32500
2013,25,009,414461,67522,82132,35257,35766
2013,25,011,40462,52339,71917,31953,32011
2013,25,013,234508,48845,59239,26991,31420
2013,25,015,90897,65190,83401,33402,26019
2013,25,017,886226,82425,105671,49158,42099
2013,25,021,383535,84317,106544,44311,46529
2013,25,023,275075,76183,91321,36717,37988
2013,25,025,444458,54747,60783,45435,32080
2013,25,027,432256,62483,77379,33236,36108
2013,26,005,55030,56077,62006,31910,30614
2013,26,017,49802,41281,53846,24756,25967
2013,26,021,75071,44747,57595,25678,26816
2013,26,025,65209,44520,54051,29834,26769
2013,26,037,38364,59569,74851,29716,33545
2013,26,045,55733,53328,64815,35093,31065
2013,26,049,186208,41249,50853,27690,24282
2013,26,055,45894,50830,59987,32352,26284
2013,26,065,149595,44569,60481,30776,20899
2013,26,073,38534,37488,50632,24374,11901
2013,26,075,73745,43668,57420,24309,25931
2013,26,077,135865,45854,62830,28656,23917
2013,26,081,327014,51992,65067,31153,28270
2013,26,087,42607,52960,60310,32093,28978
2013,26,091,48157,45938,58381,30761,24480
2013,26,093,96989,70707,82637,37333,34098
2013,26,099,438568,52851,65243,32042,30851
2013,26,103,32367,45011,59101,22721,21441
2013,26,111,40397,49913,66513,30811,28742
2013,26,115,72680,53561,67408,31593,30148
2013,26,121,80833,41630,50854,24823,24924
2013,26,125,656361,67202,86120,38602,37238
2013,26,139,141979,57517,67517,30177,26099
2013,26,145,91291,41548,54169,25339,21816
2013,26,147,77868,50285,62034,27904,27486
2013,26,155,33250,41892,51463,24905,25402
2013,26,159,34888,45081,55501,22355,26426
2013,26,161,189634,59660,89290,35962,28621
2013,26,163,818303,40487,52170,25164,27345
2013,27,003,194805,70800,83213,40525,36676
2013,27,013,38903,51858,75657,25608,22994
2013,27,019,54928,82333,97159,46229,41747
2013,27,037,235534,73475,87534,41971,38912
2013,27,053,685025,64379,84836,41071,36741
2013,27,109,84462,65665,81884,36233,36252
2013,27,123,288150,56734,73371,36041,31423
2013,27,131,36011,58584,71294,35131,25738
2013,27,137,104581,45895,61614,25811,24614
2013,27,139,77116,83173,92576,46624,41674
2013,27,141,50602,76036,81221,51672,34309
2013,27,145,89844,57763,71991,32157,27250
2013,27,163,137570,80748,92455,44314,41482
2013,27,171,72012,71917,79016,32101,37328
2013,28,033,89208,58959,67176,31993,33682
2013,28,035,37974,35422,48581,23204,18201
2013,28,047,99321,42070,48930,28582,25117
2013,28,049,118749,33719,43626,21292,23673
2013,28,059,64085,47891,57460,29427,29171
2013,28,067,28783,33915,40396,16839,23711
2013,28,075,36923,32217,40141,22906,22284
2013,28,081,38826,42882,55836,21951,26765
2013,28,089,52137,66400,81206,35621,38300
2013,28,121,71447,55209,66202,31412,34953
2013,29,019,99249,48953,67798,27068,22677
2013,29,021,44587,43895,56928,26929,25265
2013,29,031,40520,42760,56495,25574,23859
2013,29,037,52551,64144,70192,24493,35624
2013,29,043,42023,51342,61736,29478,30324
2013,29,047,125042,60541,68856,39001,32057
2013,29,051,37504,50780,61310,37399,30186
2013,29,071,52455,50502,59681,27436,29242
2013,29,077,145424,37779,50468,26523,22975
2013,29,095,354049,46768,59100,30535,30444
2013,29,097,57788,40967,51729,22939,26061
2013,29,099,116415,55089,64303,29331,30850
2013,29,165,52906,63438,84871,39173,36539
2013,29,183,210393,70137,83661,39252,36493
2013,29,187,25891,37349,42003,23110,22981
2013,29,189,536222,59290,73929,36046,33163
2013,29,510,165801,34488,41990,27143,26756
2013,30,013,43032,43947,55703,23195,25536
2013,30,029,46970,47802,58861,24334,25418
2013,30,031,56468,58809,72258,30586,26629
2013,30,049,35007,54954,65776,35878,31190
2013,30,063,64360,48077,60004,27351,21084
2013,30,111,80690,52610,67639,28543,27118
2013,31,055,293538,51728,68100,31742,30212
2013,31,109,170827,52019,68592,32481,27633
2013,31,153,94568,65706,77373,37326,33504
2013,32,003,1041221,51057,58247,35298,29551
2013,32,031,230270,53588,65250,31840,29856
2013,33,005,43004,51945,63235,31866,28771
2013,33,009,48645,56370,68847,31547,27160
2013,33,011,223485,67574,80983,37208,36897
2013,33,013,80486,65662,81022,36062,33555
2013,33,015,175921,74782,90275,42089,39924
2013,33,017,72898,60692,69264,37147,29377
2013,34,001,143978,52127,60615,32435,27897
2013,34,003,487298,81670,100242,45202,45901
2013,34,005,247064,77398,90460,49275,41371
2013,34,007,267561,58006,73438,31181,32856
2013,34,009,48084,60560,78756,32131,30256
2013,34,011,68587,45978,52969,23351,25153
2013,34,013,411346,53610,65415,31348,32402
2013,34,015,153180,71355,84723,41286,38686
2013,34,017,371896,56079,59891,47173,35308
2013,34,019,68405,110457,129509,46583,51660
2013,34,021,197564,70857,90633,41109,35102
2013,34,023,436279,76848,91153,40045,41249
2013,34,025,337313,83749,104285,44284,41951
2013,34,027,276135,100176,120268,57030,51144
2013,34,029,268845,60227,75328,30899,32202
2013,34,031,250782,58898,67796,34334,32052
2013,34,033,32127,61943,72602,40935,37282
2013,34,035,181864,97219,117370,49576,50074
2013,34,037,82417,88407,99198,45927,41905
2013,34,039,295512,64593,79855,36432,36224
2013,34,041,58263,67208,81755,45458,38013
2013,35,001,338615,48257,59737,31203,28087
2013,35,005,30022,45753,51850,24867,26789
2013,35,013,103443,36343,43521,22172,17367
2013,35,025,31061,56191,66124,38979,36262
2013,35,031,24270,24945,33103,10465,22464
2013,35,035,29284,44102,51363,29876,21866
2013,35,043,63484,55825,66281,35250,34756
2013,35,045,55353,43787,56223,22930,26936
2013,35,049,73508,51833,62912,34686,30959
2013,35,061,31961,40075,51623,24643,26044
2013,36,001,165869,55778,84632,37006,33417
2013,36,005,645475,33009,37357,21551,25385
2013,36,007,94742,45560,61344,26120,25340
2013,36,009,37389,40362,50339,25831,27224
2013,36,011,39761,50154,66606,26715,30366
2013,36,013,63845,40413,50644,25433,22826
2013,36,015,41298,45237,59760,29104,30471
2013,36,019,37453,43892,55856,29267,25657
2013,36,027,159903,70056,89678,38293,31576
2013,36,029,472407,51245,66071,30358,31420
2013,36,045,60867,46683,56441,29094,27549
2013,36,047,1299296,47520,52929,36029,31909
2013,36,051,32446,52061,72532,31131,29290
2013,36,053,35100,52300,67404,32393,30528
2013,36,055,392109,51665,66632,31227,30566
2013,36,059,708169,96193,111908,45212,41940
2013,36,061,949725,72190,88247,63017,51527
2013,36,063,110704,46775,61897,26253,28690
2013,36,065,111077,43702,59496,27069,27455
2013,36,067,243250,52110,69720,31089,31282
2013,36,069,58290,58165,71806,29561,30409
2013,36,071,193253,68950,79574,37838,31854
2013,36,075,60265,46533,62663,27440,25726
2013,36,079,56268,93746,102453,50560,40963
2013,36,081,1205667,56599,63030,40048,32002
2013,36,083,83116,57438,73362,37978,33341
2013,36,085,227147,69633,86077,36227,42119
2013,36,087,160935,80942,98045,41962,36588
2013,36,089,49761,45157,52930,29074,24454
2013,36,091,123187,70673,87360,41137,37992
2013,36,093,81136,54293,73597,31742,30642
2013,36,101,46891,47046,57983,26477,28840
2013,36,103,788888,85439,98447,41914,40234
2013,36,105,35751,47805,56750,33568,25677
2013,36,109,53028,48516,67254,31476,23952
2013,36,111,94674,58429,73985,33724,30039
2013,36,113,35956,55593,64634,31796,29862
2013,36,117,44443,50242,59848,28593,29637
2013,36,119,513644,84220,104983,44635,41850
2013,37,001,74339,42512,51779,22976,25773
2013,37,019,50149,47334,56834,25831,25083
2013,37,021,128164,46431,60686,30360,27117
2013,37,023,41800,33379,48167,19937,23171
2013,37,025,97188,54307,67893,32388,32261
2013,37,027,35357,32386,45588,19007,25313
2013,37,031,32704,45231,53057,28720,24598
2013,37,035,76345,42859,54711,25796,25826
2013,37,037,29865,56550,70413,26984,30463
2013,37,045,49104,40581,48680,20600,25805
2013,37,049,50132,44963,51986,24273,26383
2013,37,051,160764,43609,50863,30315,27978
2013,37,057,78030,38803,47821,26888,26781
2013,37,063,158270,52488,70943,36182,30247
2013,37,067,180017,45580,58760,28487,28924
2013,37,071,104622,41728,50223,23676,27464
2013,37,081,258774,45726,58670,29362,27450
2013,37,085,56728,45533,53662,27562,31213
2013,37,089,50669,44036,51059,28730,24349
2013,37,097,83632,49488,60891,28687,30085
2013,37,101,88375,50492,56828,32625,29578
2013,37,109,42554,49079,61952,26795,31330
2013,37,119,553017,54278,66312,39779,31179
2013,37,125,39816,49959,59016,28049,28641
2013,37,127,47152,40057,51636,22876,25497
2013,37,129,116614,48688,63455,34225,26644
2013,37,133,102213,44673,49859,27529,24833
2013,37,135,75608,59409,79582,36997,27982
2013,37,147,90571,40639,57733,24222,22628
2013,37,151,65586,40109,47419,21098,26522
2013,37,155,55438,29542,37888,16607,21621
2013,37,157,43970,41335,50990,20115,26528
2013,37,159,63148,41154,51322,20053,28432
2013,37,161,28138,34993,38661,18992,25307
2013,37,171,31784,35579,42949,22095,26110
2013,37,179,110322,63355,73459,32184,31765
2013,37,183,537955,65160,81545,42207,35957
2013,37,191,61687,42193,51797,28040,25202
2013,37,193,29503,31135,36211,15822,20428
2013,37,195,39667,41095,47157,26733,26601
2013,38,015,51453,64388,87424,35481,36043
2013,38,017,95856,52015,71587,31677,28906
2013,38,035,41655,49248,70431,23384,25251
2013,38,101,40147,57679,71320,36681,31830
2013,39,003,53863,43030,59510,23395,22905
2013,39,007,44704,40839,46379,24397,25424
2013,39,013,31866,38224,53428,19899,21994
2013,39,017,189047,55958,68138,31352,29411
2013,39,023,65907,43742,55638,23333,26723
2013,39,025,105310,61702,73940,32139,31637
2013,39,029,50300,42100,50219,21832,24291
2013,39,035,646132,43501,59578,28139,31019
2013,39,041,97805,84159,100610,42331,45295
2013,39,043,38305,46073,52473,30542,26146
2013,39,045,72845,56286,70384,30969,30836
2013,39,049,662300,51460,64742,35565,31241
2013,39,055,47312,66428,81956,35519,32716
2013,39,057,84367,59872,76621,36775,29766
2013,39,061,413717,46967,62740,30408,30752
2013,39,063,39170,46382,67816,25446,30241
2013,39,081,30237,37012,46332,22755,22757
2013,39,085,123293,54906,71521,30690,32334
2013,39,089,89109,54875,66622,27712,29427
2013,39,093,156657,52687,63839,31010,29546
2013,39,095,214791,40245,53671,25378,25801
2013,39,099,111254,40843,52619,22970,24544
2013,39,101,27885,41849,54329,20458,29816
2013,39,103,92438,66477,77273,35330,33974
2013,39,109,52853,51581,62646,30704,30790
2013,39,113,266707,42776,53694,28117,26327
2013,39,119,40637,39212,48364,22903,25429
2013,39,133,94585,52337,68270,32604,25224
2013,39,139,54316,39455,49245,25779,25849
2013,39,141,32074,40493,47266,24941,27184
2013,39,145,30402,37351,53726,20885,28635
2013,39,151,186689,44979,59831,23613,27280
2013,39,153,283122,49232,63788,30080,30474
2013,39,155,93102,41798,52448,25915,26280
2013,39,157,45363,44130,50918,22379,26599
2013,39,165,111583,73432,88804,39874,40521
2013,39,169,56955,49849,60205,28451,26327
2013,39,173,69900,51680,70921,29335,25141
2013,40,017,67072,63549,73742,40279,32079
2013,40,027,140993,54340,67228,34377,27693
2013,40,031,63566,41488,55111,27428,23943
2013,40,037,30658,44469,56582,21128,31158
2013,40,101,30970,39130,50298,24099,25980
2013,40,109,379669,45810,58419,31200,28032
2013,40,119,36884,36087,56823,19104,19528
2013,40,125,31305,45012,52175,22393,26656
2013,40,131,45041,54425,63664,29758,31722
2013,40,143,320213,47949,60012,30212,29426
2013,40,145,36881,52108,60475,32862,31241
2013,41,003,42861,47808,74566,25267,20738
2013,41,005,203037,66758,77915,41778,34104
2013,41,017,79500,46791,58201,27363,23869
2013,41,019,43470,40605,49442,26758,23057
2013,41,029,98216,43363,51943,26477,23540
2013,41,033,30817,38298,46542,21978,22828
2013,41,035,30340,36885,47818,19925,21063
2013,41,039,176837,43459,57398,24699,22328
2013,41,043,54905,45130,52201,26670,25207
2013,41,047,153908,46873,54080,29828,24081
2013,41,051,429013,54024,68828,36813,30545
2013,41,053,38077,49781,58759,27302,23371
2013,41,059,34459,48514,56818,30891,24536
2013,41,067,299201,63238,75736,41418,31960
2013,41,071,48570,58612,60699,37268,27520
2013,42,001,54272,59029,66761,34237,28231
2013,42,003,663229,51424,72237,31419,32045
2013,42,005,32785,43191,54614,21504,29054
2013,42,007,88263,49937,66176,25259,30715
2013,42,011,216472,56043,69156,30972,31144
2013,42,013,61574,42164,56111,23979,26701
2013,42,017,346910,73594,91073,40168,40488
2013,42,019,98415,58233,75292,26618,32249
2013,42,021,65564,41423,54668,20439,26341
2013,42,025,32456,44017,50168,24177,25418
2013,42,027,78016,53207,71732,27544,22037
2013,42,029,279664,83633,102236,43682,40879
2013,42,033,35744,39236,50575,20634,23026
2013,42,037,33503,46530,58030,21107,27695
2013,42,039,39575,44575,55050,22339,25409
2013,42,041,126307,60088,74999,35464,31332
