Year,StateCode,CountyCode,population,medianRealEstateTax,medianHouseholdCosts,totalHouses,medianHomeVal
2016,36,117,90798,3394,888,28531,119400
2016,36,119,974542,10001,1796,207743,516500
2016,37,001,159688,1143,769,41019,148700
2016,37,019,126953,1255,890,40468,205300
2016,37,021,256088,1509,881,66105,221000
2016,37,023,88851,912,587,24025,116200
2016,37,025,201590,1673,967,49065,199200
2016,37,027,81449,834,597,21556,110500
2016,37,031,68890,1174,864,18732,218500
2016,37,035,156459,1036,740,41769,145600
2016,37,037,72243,2102,940,22586,295800
2016,37,045,97144,1113,644,23315,121800
2016,37,049,103445,1233,863,26364,158600
2016,37,051,327127,1498,883,64393,134300
2016,37,057,164926,1060,684,43583,131800
2016,37,063,306212,2354,1032,65114,194800
2016,37,067,371511,1445,810,90933,153200
2016,37,071,216965,1451,794,52944,136400
2016,37,081,521330,1712,859,115427,160900
2016,37,085,130881,1389,881,27637,153600
2016,37,089,114209,1212,783,35989,201700
2016,37,097,172916,1258,879,45379,182900
2016,37,101,191450,1315,913,47945,152700
2016,37,109,81168,1326,777,23761,159200
2016,37,119,1054835,2305,1124,222853,221400
2016,37,125,95776,1371,788,29113,217600
2016,37,127,94005,1104,764,22240,130400
2016,37,129,223483,1646,1044,52291,229500
2016,37,133,187136,1098,944,31081,151500
2016,37,135,141796,3571,1155,32520,304000
2016,37,147,177220,1357,813,36950,138400
2016,37,151,143416,972,691,41536,116800
2016,37,155,133235,769,539,30327,74200
2016,37,157,91393,1034,626,24941,109100
2016,37,159,139933,1129,677,33884,131100
2016,37,161,66421,846,532,19439,115100
2016,37,171,72113,880,603,19410,118100
2016,37,179,226606,1830,1140,61370,223300
2016,37,183,1046791,2320,1174,242287,268400
2016,37,191,124150,1046,756,27626,127800
2016,37,193,68740,888,594,22316,130400
2016,37,195,81661,1306,712,19032,121100
2016,38,015,94487,2184,835,27416,249700
2016,38,017,175249,2501,889,39025,203100
2016,38,035,71083,2395,806,15131,199000
2016,38,101,70210,1978,921,16542,214800
2016,39,003,103742,1575,700,26298,112000
2016,39,007,98231,1542,680,27825,111400
2016,39,009,66186,1597,684,12917,108400
2016,39,013,68673,1187,590,19726,99500
2016,39,017,377537,2585,961,91776,168400
2016,39,023,134786,1560,732,34859,109500
2016,39,025,203022,2442,994,57327,169600
2016,39,029,103685,1289,652,30823,110000
2016,39,035,1249352,3041,832,307665,126700
2016,39,041,196463,5225,1474,54565,296200
2016,39,043,75107,1855,757,21808,123900
2016,39,045,152597,2401,972,41939,173500
2016,39,049,1264518,3234,987,261192,162300
2016,39,055,94060,3403,1142,31554,228300
2016,39,057,164765,3187,918,41726,168500
2016,39,061,809099,2728,925,190886,150100
2016,39,063,75872,1551,784,20702,145400
2016,39,081,66704,989,614,18019,87400
2016,39,085,228614,2675,894,72011,150900
2016,39,089,172198,2360,936,44994,163400
2016,39,093,306365,2450,850,84275,146400
2016,39,095,432488,2270,752,103737,115100
2016,39,099,230008,1566,645,67271,100700
2016,39,101,65096,1172,671,16546,88200
2016,39,103,177221,2676,1038,55201,185000
2016,39,109,104679,1714,790,28987,149100
2016,39,113,531239,2435,805,133685,113700
2016,39,119,86068,1309,695,22850,125400
2016,39,133,161921,2109,856,42693,150700
2016,39,139,121107,1491,678,32388,104100
2016,39,141,77000,1265,719,19521,118300
2016,39,145,76088,1152,651,20311,100300
2016,39,151,373612,1765,767,104640,129800
2016,39,153,540300,2488,847,144041,141900
2016,39,155,201825,1543,638,58016,106400
2016,39,157,92420,1458,703,24716,126600
2016,39,165,227063,3354,1207,64522,216700
2016,39,169,116470,1855,756,30823,139600
2016,39,173,130219,2507,893,33500,160200
2016,40,017,136532,1711,1026,33389,163100
2016,40,027,278655,1870,935,66981,163300
2016,40,031,122136,1238,825,22256,129400
2016,40,037,71312,952,696,18621,113700
2016,40,101,69477,793,611,16870,105200
2016,40,109,782970,1554,854,175892,149700
2016,40,119,81131,1428,727,15163,156600
2016,40,125,72290,784,642,17744,117500
2016,40,131,91766,1322,934,27023,158200
2016,40,143,642940,1650,864,148195,150100
2016,40,145,77679,1426,943,22101,157600
2016,41,003,89385,3626,1084,20217,312400
2016,41,005,408062,3705,1394,108555,374900
2016,41,017,181307,2685,1175,47855,317500
2016,41,019,108457,1556,779,29708,183400
2016,41,029,216527,2401,970,54242,259900
2016,41,033,85904,1402,810,22069,251000
2016,41,035,66443,1290,706,16934,155500
2016,41,039,369519,2533,975,87013,243500
2016,41,043,122849,2305,925,30324,190700
2016,41,047,336316,2569,950,69237,224300
2016,41,051,799766,3678,1307,169799,367700
2016,41,053,81823,2625,1007,18888,241300
2016,41,059,76456,1734,728,17165,146800
2016,41,067,582779,3772,1387,130374,361400
2016,41,071,105035,2781,1117,24273,275500
2016,42,001,102180,2948,959,29720,206900
2016,42,003,1225365,2976,867,339009,147100
2016,42,005,66486,2047,644,20738,94500
2016,42,007,167429,2305,746,50223,137600
2016,42,011,414812,3658,1002,107037,174800
2016,42,013,124650,1458,683,35090,114700
2016,42,017,626399,4913,1438,179174,322400
2016,42,019,186847,2431,907,57613,195900
2016,42,021,134732,1359,604,42272,93400
2016,42,025,63594,2578,838,20120,139000
2016,42,027,161464,2751,988,36884,224400
2016,42,029,516312,5115,1535,138679,347700
2016,42,033,80596,1249,603,22384,94100
2016,42,037,66420,1709,725,17870,145300
2016,42,039,86257,1834,650,25051,114500
2016,42,041,248506,2642,1016,67611,200200
2016,42,043,273707,2766,925,70971,167500
2016,42,045,563402,5082,1196,138062,239500
2016,42,049,276207,2445,741,72423,125700
2016,42,051,132733,1233,628,40184,101700
2016,42,055,153851,2238,902,42290,174700
2016,42,063,86364,2195,663,24258,116400
2016,42,069,211321,2475,771,54480,152000
2016,42,071,538500,3273,1014,133078,196400
2016,42,073,87294,1706,675,26352,107200
2016,42,075,138863,2752,871,35574,168500
2016,42,077,363147,3687,1098,89187,198800
2016,42,079,316383,2048,754,84510,123400
2016,42,081,115248,2109,819,30989,152800
2016,42,085,112913,1580,661,33278,116200
2016,42,089,166098,4079,1108,43312,164200
2016,42,091,821725,4790,1443,222327,307500
2016,42,095,302294,4340,1127,77131,218000
2016,42,097,92541,1420,637,26682,118700
2016,42,101,1567872,1518,926,302498,154000
2016,42,107,143573,1604,681,43452,97600
2016,42,111,75061,1227,603,22559,104200
2016,42,125,207981,1960,785,61848,167100
2016,42,129,355458,2245,739,116750,149700
2016,42,133,443744,3276,1045,128886,172000
2016,44,003,164614,3898,1223,44166,220200
2016,44,005,82784,4629,1321,20736,383400
2016,44,007,633673,3868,1039,122223,219500
2016,44,009,126288,4223,1316,37258,323200
2016,45,003,167458,654,769,46645,148100
2016,45,007,196569,754,663,50190,132900
2016,45,013,183149,1424,1156,50270,272400
2016,45,015,210898,941,1020,53340,174500
2016,45,019,396484,1382,1140,95776,286000
2016,45,031,67234,358,519,19592,84900
2016,45,035,153773,1284,1096,38909,180300
2016,45,041,138742,556,713,34784,129300
2016,45,045,498766,1176,878,122066,173400
2016,45,047,70133,882,630,16729,126000
2016,45,051,322342,649,848,88402,175500
2016,45,057,89594,1002,801,27252,184000
2016,45,059,66777,515,691,16680,91600
2016,45,063,286196,859,881,81383,150900
2016,45,073,76355,689,665,22319,152200
2016,45,075,87903,594,586,21726,95800
2016,45,077,122863,657,697,31255,143100
2016,45,079,409549,1179,956,89421,154400
2016,45,083,301463,833,727,79280,129200
2016,45,085,107396,658,681,27078,110900
2016,45,091,258526,1118,938,68780,180700
2016,46,099,187318,2525,893,47542,173500
2016,46,103,109372,2613,827,29398,184000
2016,47,001,75936,1055,704,19958,127600
2016,47,009,128670,1112,771,38456,173000
2016,47,011,104490,874,752,26785,147400
2016,47,037,684410,1748,1024,150725,213300
2016,47,059,68615,614,522,19051,133600
2016,47,065,357738,1574,839,92169,172800
2016,47,093,456132,1182,843,116549,174100
2016,47,113,97663,993,779,23131,134500
2016,47,119,89981,1121,766,23359,164100
2016,47,125,195734,1327,964,41704,159500
2016,47,141,75931,1004,630,19388,157300
2016,47,147,69165,1269,926,18341,169500
2016,47,149,308251,1355,1021,73496,178400
2016,47,155,96673,671,708,25161,164800
2016,47,157,934603,1952,940,187543,141200
2016,47,163,156667,905,609,46375,128400
2016,47,165,180063,1407,995,47469,210600
2016,47,179,127440,978,736,32840,163700
2016,47,187,219107,2274,1461,57998,427800
2016,47,189,132781,1372,1046,34258,234800
2016,48,005,87791,1366,672,18654,104600
2016,48,021,82733,2983,892,21273,182300
2016,48,027,340411,2439,913,64025,141100
2016,48,029,1928680,2931,971,363812,150200
2016,48,037,93860,1678,727,21039,111100
2016,48,039,354195,3672,1066,83719,174800
2016,48,041,220417,3382,935,36187,187600
2016,48,061,422135,1495,615,80089,80000
2016,48,085,939585,5394,1474,222674,288100
2016,48,091,134788,3440,1166,35560,268200
2016,48,099,74686,1658,812,13605,99300
2016,48,113,2574984,2879,1027,456243,154300
2016,48,121,806180,4720,1362,179336,251400
2016,48,135,157462,1610,833,32908,126700
2016,48,139,168499,2787,1078,40836,167300
2016,48,141,837918,2625,800,160488,119700
2016,48,157,741237,5658,1497,174116,258800
2016,48,167,329431,3369,1075,77330,184600
2016,48,181,128235,1609,777,31842,125200
2016,48,183,123745,1874,815,26668,123600
2016,48,187,155265,2738,1067,39444,182300
2016,48,201,4589928,3329,1064,862465,166600
2016,48,203,66534,1406,668,17035,107500
2016,48,209,204470,4243,1204,43597,222500
2016,48,213,79901,1367,667,22982,100400
2016,48,215,849843,1704,631,155421,85200
2016,48,231,92073,1674,783,22107,102700
2016,48,245,254679,1881,785,57500,108300
2016,48,251,163274,2130,898,39392,141900
2016,48,257,118350,2952,1073,27335,163400
2016,48,291,81704,1398,678,19225,94300
2016,48,303,303137,2307,889,62582,134900
2016,48,309,247934,2290,845,51540,124800
2016,48,329,162565,2755,1089,35072,190400
2016,48,339,556203,3999,1181,136365,225600
2016,48,347,65806,1040,714,12653,119200
2016,48,355,361350,2269,946,74589,130800
2016,48,361,84964,1376,694,23331,105300
2016,48,367,129441,2936,937,32963,177100
2016,48,375,120832,1715,731,23347,87800
2016,48,381,132501,2740,966,34196,161600
2016,48,397,93978,4778,1544,25631,243000
2016,48,409,67655,1878,799,16199,106100
2016,48,423,225290,2152,895,50513,153100
2016,48,439,2016872,3435,1088,418157,168500
2016,48,441,136535,1459,753,27638,108200
2016,48,451,118386,1806,825,26483,139900
2016,48,453,1199323,5390,1327,236286,304100
2016,48,469,92467,2317,819,19939,145800
2016,48,471,71484,1873,811,11068,147200
2016,48,479,271193,2544,799,46629,114000
2016,48,485,131838,1752,747,28452,95000
2016,48,491,528718,4828,1379,117637,242000
2016,49,005,122753,1316,928,22748,216000
2016,49,011,342281,1737,1192,79109,258600
2016,49,035,1121354,1871,1165,242933,273700
2016,49,049,592299,1503,1154,105853,278000
2016,49,053,160245,1472,989,38299,266200
2016,49,057,247560,1449,933,60064,189400
2016,50,007,161531,5443,1326,40780,292900
2016,51,003,106878,2428,1194,24630,331700
2016,51,013,230050,5929,1985,46126,678100
2016,51,015,74997,1135,810,23746,213500
2016,51,019,77960,1035,767,23992,200300
2016,51,041,339009,1992,1208,92705,231600
2016,51,059,1138652,5578,1973,266255,553200
2016,51,061,69069,2970,1551,18692,372200
2016,51,069,84421,1262,1148,24939,243600
2016,51,085,104392,1846,1278,31126,266500
2016,51,087,326501,1829,1157,80061,223900
2016,51,095,74404,2295,1381,21925,326200
2016,51,107,385945,5125,2216,98891,482700
2016,51,121,98602,1975,944,19191,221500
2016,51,153,455210,3904,1748,96308,366000
2016,51,161,94031,1887,888,29414,205400
2016,51,165,79744,1253,829,21374,215700
2016,51,177,132010,1848,1448,35463,275400
2016,51,179,144361,2653,1729,33718,337500
2016,51,199,67976,2417,1457,15982,337100
2016,51,510,155810,5554,1733,27764,578500
2016,51,550,237940,2479,1347,58966,267100
2016,51,650,135410,1961,1095,30773,194900
2016,51,680,80212,1418,748,13472,153600
2016,51,700,181825,2058,1046,33415,185000
2016,51,710,245115,2083,1077,36007,195500
2016,51,740,95252,2214,1062,19466,174800
2016,51,760,223170,2118,995,37877,211400
2016,51,770,99660,1290,775,22314,125500
2016,51,800,89273,2438,1297,22115,247600
2016,51,810,452602,2377,1386,104596,271400
2016,53,005,193686,2088,963,48940,206500
2016,53,007,76338,2382,914,18380,259300
2016,53,009,74570,1985,825,22693,225200
2016,53,011,467018,2951,1247,115923,294400
2016,53,015,105160,2079,903,27344,197000
2016,53,021,90160,1967,947,17959,186500
2016,53,025,93546,1777,728,17319,159300
2016,53,027,71628,1474,805,19579,151800
2016,53,029,82636,2690,1102,22280,332900
2016,53,033,2149970,4440,1610,489235,491300
2016,53,035,264811,2814,1256,66771,288800
2016,53,041,77066,1608,845,20233,185300
2016,53,053,861312,3219,1293,190661,271300
2016,53,057,123681,2658,1074,31625,279200
2016,53,061,787620,3473,1506,191547,362100
2016,53,063,499072,2306,917,121905,201300
2016,53,067,275222,2879,1209,66783,261700
2016,53,073,216800,2747,1083,49830,313500
2016,53,077,249636,1728,807,50865,166300
2016,54,003,113525,1157,1048,31568,174100
2016,54,011,95987,758,674,22878,126600
2016,54,033,68400,729,583,20561,113300
2016,54,039,186241,775,648,54344,119000
2016,54,061,104622,991,774,22139,191300
2016,54,081,76601,685,597,21624,117500
2016,54,107,85643,748,594,24149,121500
2016,55,009,260401,3116,857,68925,166100
2016,55,025,531273,4915,1177,129976,255900
2016,55,027,88068,3021,885,23914,160600
2016,55,035,102965,2730,871,26150,157900
2016,55,039,102144,2970,839,29382,157700
2016,55,055,84625,3415,922,21574,181800
2016,55,059,168183,3704,958,40145,175100
2016,55,063,118122,3273,861,30279,164500
2016,55,071,79536,2435,727,25968,129100
2016,55,073,135603,2748,779,40115,146700
2016,55,079,951448,3818,913,188468,151700
2016,55,087,184526,3000,906,51390,162100
2016,55,089,88314,4007,1207,26686,270300
2016,55,097,70447,2722,731,19125,162000
2016,55,101,195140,3548,951,49144,169100
2016,55,105,161620,2907,837,43739,138800
2016,55,109,88029,3372,1099,22811,226400
2016,55,117,115427,2996,764,33022,154700
2016,55,127,102959,3615,1001,26777,195700
2016,55,131,134296,3423,1084,40692,223100
2016,55,133,398424,4055,1233,119104,273000
2016,55,139,169886,2990,852,45246,146300
2016,55,141,73107,2477,700,23502,134400
2016,56,021,98136,1260,1021,25987,210200
2016,56,025,81039,1334,880,20843,208800
2017,33,015,306363,6354,1586,90918,327500
2017,33,017,128613,5721,1249,31206,246100
2017,34,001,269918,6065,1290,62964,211600
2017,34,003,948406,10001,1803,215927,470300
2017,34,005,448596,6775,1534,123012,244400
2017,34,007,510719,6772,1289,125863,197900
2017,34,009,93553,4436,1296,30613,297600
2017,34,011,152538,4416,1102,33559,162100
2017,34,013,808285,10001,1423,128910,379400
2017,34,015,292206,6894,1474,85189,222100
2017,34,017,691643,8339,1469,79978,377800
2017,34,019,125059,9358,1880,37799,405200
2017,34,021,374733,7650,1486,81741,293800
2017,34,023,842798,7945,1630,181906,340700
2017,34,025,626351,8418,1779,175403,421700
2017,34,027,499693,9543,1933,133490,462400
2017,34,029,597943,5679,1394,180631,279600
2017,34,031,512607,9460,1470,87365,334100
2017,34,033,62792,5772,1127,16604,192800
2017,34,035,335432,9232,1952,88392,424900
2017,34,037,141682,7183,1660,43930,268500
2017,34,039,563892,9792,1589,110787,369300
2017,34,041,106798,7196,1424,29866,271900
2017,35,001,676773,2029,922,167478,198000
2017,35,005,64866,791,674,16198,120100
2017,35,013,215579,1114,694,48538,145200
2017,35,025,68759,559,600,14793,148500
2017,35,031,72564,1255,388,14750,72300
2017,35,035,65817,685,607,14057,118000
2017,35,043,142507,1836,1073,39501,198800
2017,35,045,126926,1093,649,30389,156300
2017,35,049,148750,1658,977,43236,292600
2017,35,061,75940,989,773,22028,131100
2017,36,001,309612,4650,1093,70645,227000
2017,36,005,1471160,3856,1191,96497,400300
2017,36,007,193639,3233,763,51139,114200
2017,36,009,77348,2796,643,22695,88300
2017,36,011,77603,3012,826,22335,120900
2017,36,013,129046,2457,658,36759,87500
2017,36,015,85557,2943,820,21599,112900
2017,36,019,80980,3008,795,19928,136900
2017,36,027,295568,6170,1426,74491,279300
2017,36,029,925528,3833,860,247993,153300
2017,36,045,114187,2476,900,23230,148300
2017,36,047,2648771,4572,1424,290792,701800
2017,36,051,63799,3516,873,18929,135300
2017,36,053,70965,3585,875,20310,145800
2017,36,055,747642,4687,973,190129,147700
2017,36,059,1369514,10001,2225,357884,489900
2017,36,061,1664727,8769,1675,188435,976100
2017,36,063,211328,3600,791,63364,124900
2017,36,065,231332,3104,767,59321,124000
2017,36,067,465398,3964,909,118830,146700
2017,36,069,109899,4143,914,32877,166100
2017,36,071,382226,6943,1562,89121,269100
2017,36,075,118478,2885,829,33015,103300
2017,36,079,99323,9737,1996,28806,359700
2017,36,081,2358582,4659,1512,340570,545800
2017,36,083,159722,4795,1041,41619,196000
2017,36,085,479458,4665,1609,115499,501300
2017,36,087,328868,10001,1941,67461,439100
2017,36,089,109623,2595,721,30545,94300
2017,36,091,229869,4228,1233,68673,258600
2017,36,093,155565,4533,965,34103,164400
2017,36,101,96281,2703,698,29181,97500
2017,36,103,1492953,9183,1970,389864,394600
2017,36,105,75485,4942,904,17063,177500
2017,36,109,104802,5051,1113,22242,205300
2017,36,111,179417,5499,1183,48219,233000
2017,36,113,64532,3267,936,20160,194200
2017,36,117,90670,3529,836,27023,125000
2017,36,119,980244,10001,1890,212819,547800
2017,37,001,162391,1256,773,41037,153800
2017,37,019,130897,1333,908,44194,214300
2017,37,021,257607,1538,931,68281,240100
2017,37,023,89293,1029,609,24948,125100
2017,37,025,206872,1770,981,53266,208000
2017,37,027,81981,873,610,22995,119800
2017,37,031,68881,1083,865,20909,204500
2017,37,035,157974,994,716,43094,143200
2017,37,037,71472,2156,801,22020,277400
2017,37,045,97334,997,633,26695,112500
2017,37,049,102578,1228,837,24712,159600
2017,37,051,332546,1589,883,63445,136500
2017,37,057,165466,947,721,47905,140000
2017,37,063,311640,2535,1086,65856,227200
2017,37,067,376320,1494,830,89705,156500
2017,37,069,66168,1356,833,17663,158100
2017,37,071,220182,1402,801,52987,141400
2017,37,081,526953,1753,875,119185,164500
2017,37,085,132754,1249,899,31185,150700
2017,37,089,115708,1295,855,35737,211400
2017,37,097,175711,1303,885,48209,185000
2017,37,101,196708,1329,919,51334,159300
2017,37,109,82403,1279,776,25435,168200
2017,37,119,1076837,2327,1144,232419,234100
2017,37,125,97264,1499,891,28725,233800
2017,37,127,93991,1287,877,22681,131700
2017,37,129,227198,1622,1009,56593,242600
2017,37,133,193893,1187,1028,34408,158600
2017,37,135,144946,3342,1138,32608,279700
2017,37,147,179042,1409,845,36746,150800
2017,37,151,143282,1101,683,40545,124700
2017,37,155,132606,756,543,28668,77100
2017,37,157,90949,1022,592,25912,118800
2017,37,159,140644,1105,744,37189,130000
2017,37,161,66551,871,540,18606,124500
2017,37,171,72224,896,559,21407,125300
2017,37,179,231366,1819,1157,61854,232300
2017,37,183,1072203,2348,1205,261897,276000
2017,37,191,124172,1045,721,31307,117600
2017,37,193,68576,921,565,21930,135400
2017,37,195,81671,1278,771,18348,123300
2017,38,015,95030,2163,957,26786,266000
2017,38,017,177787,2622,901,42615,224800
2017,38,035,70795,2360,825,14153,205100
2017,38,101,68946,1979,877,16515,206600
2017,39,003,103198,1468,674,27210,121500
2017,39,007,97807,1493,653,24299,113400
2017,39,009,66597,1775,742,12792,154400
2017,39,013,68029,1120,568,19386,115200
2017,39,017,380604,2554,940,95879,167800
2017,39,023,134557,1590,714,35628,121000
2017,39,025,204214,2327,932,57257,161500
2017,39,029,103077,1241,641,28748,102000
2017,39,035,1248514,3148,847,314033,131700
2017,39,041,200464,5383,1474,56997,300200
2017,39,043,74817,1969,734,20883,152100
2017,39,045,154733,2406,980,40689,186200
2017,39,049,1291981,3418,1025,271790,172600
2017,39,055,93918,3817,1113,30002,259200
2017,39,057,166752,3141,938,43220,170900
2017,39,061,813822,2728,913,199080,151600
2017,39,063,75754,1477,785,22496,133500
2017,39,081,66359,1078,629,18224,97300
2017,39,085,230117,2757,894,70979,157700
2017,39,089,173448,2336,902,47828,169400
2017,39,093,307924,2435,841,86669,143600
2017,39,095,430887,2307,769,105626,116300
2017,39,099,229796,1664,656,66320,106200
2017,39,101,64967,1170,687,16967,98200
2017,39,103,178371,2981,1009,54079,199200
2017,39,109,105122,1756,831,27712,146700
2017,39,113,531542,2566,811,134786,118000
2017,39,119,86149,1239,666,23790,112400
2017,39,133,162277,2313,915,43072,156200
2017,39,139,120589,1530,668,33162,107900
2017,39,141,77313,1374,744,19981,122900
2017,39,145,75929,1141,588,20002,101100
2017,39,151,372542,1868,757,103228,132200
2017,39,153,541228,2528,850,150003,143500
2017,39,155,200380,1547,651,62484,105700
2017,39,157,92297,1495,685,27031,127100
2017,39,165,228882,3314,1244,64358,213500
2017,39,169,116038,1949,733,31798,149600
2017,39,173,130492,2522,874,32519,172900
2017,40,017,139926,1743,1042,33075,166600
2017,40,027,279641,1911,976,65940,162800
2017,40,031,121526,1194,826,23487,139900
2017,40,037,71704,1012,710,18928,135000
2017,40,101,69086,754,618,16851,107000
2017,40,109,787958,1610,883,177033,152300
2017,40,119,81575,1496,780,15136,156400
2017,40,125,72226,802,641,17895,118900
2017,40,131,91444,1378,886,26649,157500
2017,40,143,646266,1748,887,148219,155600
2017,40,145,78657,1390,896,22772,160600
2017,41,003,90951,3731,1091,19621,351100
2017,41,005,412672,3801,1446,112600,404200
2017,41,017,186875,3084,1279,48602,368600
2017,41,019,109405,1654,820,31430,200600
2017,41,029,217479,2648,989,56944,291600
2017,41,033,86352,1584,918,23944,278000
2017,41,035,66935,1516,715,18335,179300
2017,41,039,374748,2613,1015,90115,258300
2017,41,043,125047,2470,1008,29761,216100
2017,41,047,341286,2689,1047,69413,239100
2017,41,051,807555,3789,1339,180276,393900
2017,41,053,83696,2612,1123,19763,254500
2017,41,059,76985,2041,868,17512,172000
2017,41,067,588957,3856,1514,136836,394000
2017,41,071,105722,2892,1193,26519,308700
2017,42,001,102336,2894,966,30266,203500
2017,42,003,1223048,2990,901,349278,153500
2017,42,005,65642,2147,650,19582,114400
2017,42,007,166140,2275,759,51970,138300
2017,42,011,417854,3570,1037,112113,173700
2017,42,013,123457,1487,696,34252,129600
2017,42,017,628341,5033,1439,185263,326700
2017,42,019,187108,2622,887,57219,210200
2017,42,021,133054,1330,603,42352,91600
2017,42,025,63853,2731,824,18767,151400
2017,42,027,162660,2782,976,36573,232300
2017,42,029,519293,5314,1543,142912,355000
2017,42,033,79685,1283,628,21640,96600
2017,42,037,65932,1754,785,18313,151700
2017,42,039,86159,1873,633,26074,114600
2017,42,041,250066,2759,1047,71049,202300
2017,42,043,275710,2783,1006,71688,173600
2017,42,045,564696,5247,1208,143149,244900
2017,42,049,274541,2546,767,72188,138700
2017,42,051,131504,1298,636,39272,101000
2017,42,055,154234,2202,897,41535,182000
2017,42,063,84953,2115,679,23522,120200
2017,42,069,210761,2632,826,54165,153100
2017,42,071,542903,3477,1034,134620,204200
2017,42,073,87069,1742,691,28120,115200
2017,42,075,139754,2874,881,36962,172900
2017,42,077,366494,3831,1086,89915,211300
2017,42,079,317343,2103,765,85043,125700
2017,42,081,113841,2301,793,31695,160800
2017,42,085,111750,1585,662,32782,123700
2017,42,089,168046,4177,1180,45752,164000
2017,42,091,826075,4846,1457,225591,315900
2017,42,095,303405,4168,1153,82867,212000
2017,42,097,92029,1489,628,26666,115900
2017,42,101,1580863,1586,941,296863,166200
2017,42,107,142569,1626,665,42022,101900
2017,42,111,74501,1284,603,22876,110000
2017,42,125,207298,2131,794,62294,171100
2017,42,129,352627,2229,749,117184,151200
2017,42,133,446078,3427,1058,126616,179900
2017,44,003,163760,4087,1254,49710,231500
2017,44,005,83460,4742,1428,21668,389600
2017,44,007,637357,4007,1097,128968,230700
2017,44,009,126150,4250,1386,35180,339400
2017,45,003,168179,646,699,48433,144600
2017,45,007,198759,752,700,54990,142600
2017,45,013,186844,1519,1105,48737,305300
2017,45,015,217937,1010,1020,51454,184500
2017,45,019,401438,1400,1205,95005,330300
2017,45,031,67265,347,581,19002,85500
2017,45,035,156456,1382,1172,39962,203900
2017,45,041,138566,536,719,33670,129700
2017,45,045,506837,1184,883,130222,182300
2017,45,047,70355,804,634,16891,129400
2017,45,051,333268,638,822,90858,176400
2017,45,055,65036,656,674,21503,119300
2017,45,057,92550,1053,766,26271,187700
2017,45,059,66848,458,644,18809,87000
2017,45,063,290642,858,894,81510,159500
2017,45,073,77270,716,637,23088,160800
2017,45,075,87476,613,563,22012,92800
2017,45,077,123479,680,692,32163,154800
2017,45,079,411592,1238,956,90157,168200
2017,45,083,306854,861,768,80510,136500
2017,45,085,106847,735,708,27194,123500
2017,45,091,266439,1205,969,72093,199400
2017,46,099,188616,2541,876,49460,190400
2017,46,103,110141,2596,901,28414,192000
2017,47,001,76257,1169,672,19265,155200
2017,47,009,129929,1006,723,37896,175500
2017,47,011,105560,953,765,25881,166100
2017,47,037,691243,1812,1100,150658,250200
2017,47,059,68808,602,528,20283,115700
2017,47,065,361613,1527,830,88518,177300
2017,47,093,461860,1134,885,119447,180200
2017,47,113,97643,873,808,22374,131200
2017,47,119,92163,1087,923,23904,188600
2017,47,125,200182,1394,1006,43394,167600
2017,47,141,77674,986,628,18106,160400
2017,47,147,70177,1227,935,19504,172300
2017,47,149,317157,1399,1052,72535,216600
2017,47,155,97638,735,760,25212,185900
2017,47,157,936961,2045,940,191676,148600
2017,47,163,157158,980,610,48069,142800
2017,47,165,183545,1493,1041,49189,238400
2017,47,179,127806,1144,741,33783,162500
2017,47,187,226257,2385,1633,62851,451400
2017,47,189,136442,1433,1063,38315,260200
2017,48,005,87805,1441,737,20413,111700
2017,48,021,84761,2788,1012,17840,180900
2017,48,027,347833,2662,954,66349,147200
2017,48,029,1958578,3042,984,373093,160100
2017,48,037,94012,1857,660,19956,132000
2017,48,039,362457,3588,1181,86798,195200
2017,48,041,222830,3241,937,39427,190600
2017,48,061,423725,1505,638,79958,92000
2017,48,085,969603,5916,1535,217394,323500
2017,48,091,141009,3574,1176,39236,282300
2017,48,099,74913,2151,919,13322,115200
2017,48,113,2618148,3225,1091,464015,175000
2017,48,121,836210,5133,1394,191151,280600
2017,48,135,157087,1814,893,33236,149500
2017,48,139,173620,3077,1106,41943,190400
2017,48,141,840410,2749,844,165139,122300
2017,48,157,764828,5880,1482,180593,264000
2017,48,167,335036,3322,1081,82161,206400
2017,48,181,131140,2024,813,32973,139500
2017,48,183,123367,1860,770,27023,137600
2017,48,187,159659,3217,1064,43104,190000
2017,48,201,4652980,3440,1073,872773,174000
2017,48,203,66661,1511,706,16735,141700
2017,48,209,214485,4872,1217,44834,234400
2017,48,213,81064,1210,676,24749,116000
2017,48,215,860661,1701,625,159173,86100
2017,48,231,93872,2167,907,22781,137300
2017,48,245,256299,1860,791,58054,107200
2017,48,251,167301,2501,937,43871,154200
2017,48,257,122883,3314,1070,29813,182300
2017,48,291,83658,1402,614,20240,99200
2017,48,303,305225,2462,891,59115,137700
2017,48,309,251259,2263,842,53437,139800
2017,48,329,165049,3061,1118,37868,202100
2017,48,339,570934,4146,1231,139419,235400
2017,48,347,65580,1612,724,12619,141600
2017,48,355,361221,2588,926,73906,138600
2017,48,361,85047,1421,660,23302,107100
2017,48,367,133463,3491,1128,36112,216100
2017,48,375,120458,1541,760,25675,91200
2017,48,381,134442,2889,988,34367,173900
2017,48,397,96788,4997,1543,26478,266400
2017,48,409,67215,2128,855,15294,120900
2017,48,423,227727,2224,828,51846,155900
2017,48,439,2054475,3655,1134,426185,186200
2017,48,441,136290,1760,799,31350,122100
2017,48,451,118019,2135,817,27106,140400
