CountyCode,StateCode,Year,medianFamilyIncome,medianHomeVal,medianHouseIncome,medianHouseholdCosts,medianNonFamIncome,medianRealEstateTax,medianWorkerIncome,population,totalHouses,workers,meanIncome,medianAge,medianIncome,povertyPop,StateAndCounty
111,21,2014,61659,153100,48210,827,30799,1424,30332,760026,187739,397392,307676,37.7,307676,50223,2710
117,21,2014,65374,149700,54300,901,32369,1706,30726,163929,40143,86591,62900,37,62900,12086,2711
145,21,2014,49965,129100,36712,685,21757,965,26105,65316,17980,29777,28659,42.3,28659,6024,2712
151,21,2014,58536,149500,43973,700,24312,1200,21479,87340,18875,44777,33257,34,33257,6259,2713
195,21,2014,39963,70800,31426,481,15181,488,23744,63034,18512,23356,26477,41.8,26477,7030,2714
227,21,2014,61211,146200,50752,763,27063,1080,25424,120460,25729,62018,44846,33.3,44846,9885,2715
005,22,2014,78913,162700,66576,893,35906,760,40921,117029,32171,61425,41433,35.1,41433,9570,2716
015,22,2014,61657,155400,50704,915,32427,796,32000,125064,28706,62427,47072,34.5,47072,8459,2717
017,22,2014,50533,123600,39315,733,23558,676,27785,252603,56684,114417,94854,36.8,94854,32280,2718
019,22,2014,55995,116100,45742,678,25053,475,27124,197204,48889,91275,73873,36.1,73873,14899,2719
033,22,2014,64115,170000,46778,868,30081,1036,27784,446042,96737,233445,170572,33.3,170572,41794,2720
045,22,2014,52343,101300,46290,582,29656,334,30494,73913,16787,35366,25855,36.6,25855,3123,2721
051,22,2014,61166,168800,46961,913,29684,864,31343,435716,104190,222302,169033,38.9,169033,30973,2722
055,22,2014,65687,164200,51060,822,32413,802,30183,235644,55562,126893,88611,33.9,88611,13891,2723
057,22,2014,54746,131400,41842,631,24035,448,26880,98020,25115,45964,34564,35.9,34564,8341,2724
063,22,2014,66224,141800,60466,842,32263,811,36678,135751,38301,64101,48943,35.2,48943,8357,2725
071,22,2014,48431,192000,35504,927,26169,1564,28602,384320,70108,193149,152788,35.8,152788,52888,2726
073,22,2014,50803,125900,41139,703,22457,703,28586,156325,34912,70308,57766,34.8,57766,15375,2727
079,22,2014,52750,122300,40434,730,20044,545,27286,132488,29231,56428,46738,36.6,46738,6475,2728
097,22,2014,36641,94300,27753,474,15180,266,22237,83709,20846,28590,28739,36.2,28739,13000,2729
103,22,2014,72008,204800,63210,1034,36187,1696,32261,245829,68885,121970,88123,39.8,88123,12172,2730
105,22,2014,54847,131700,40689,721,22421,530,29404,127049,30800,58896,45786,34.4,45786,11557,2731
109,22,2014,53262,143500,46678,742,31720,472,30849,113328,26547,51722,39975,34.5,39975,11107,2732
001,23,2014,63114,153800,48007,822,26933,2439,28724,107440,28990,57400,44267,40,44267,6636,2733
003,23,2014,43831,89000,35439,568,20224,1297,24917,69447,21215,31064,30146,46.9,30146,5400,2734
005,23,2014,80646,257500,61992,1163,38014,3599,32299,287797,79303,165121,117186,42.1,117186,14373,2735
011,23,2014,60123,148600,44633,811,27686,1922,28369,121112,35852,62985,50219,44.7,50219,7700,2736
019,23,2014,54636,135500,42242,767,23336,1842,25391,153414,41939,76760,61218,41.9,61218,13113,2737
031,23,2014,70705,221900,55509,1034,34719,2826,30741,200710,60933,108977,83504,44.4,83504,9097,2738
001,24,2014,53162,122700,39653,634,22694,1428,25537,72952,19223,32734,29348,41.5,29348,4751,2739
003,24,2014,100626,336000,87217,1655,58227,2895,45435,560133,150981,316689,203775,38.3,203775,16179,2740
005,24,2014,84474,246400,68257,1229,41933,2838,40254,826925,201738,442773,311099,39.2,311099,34835,2741
009,24,2014,100751,340700,95110,1740,60033,3277,45823,90613,24771,50520,31200,40.7,31200,4147,2742
013,24,2014,101333,325100,85274,1556,38254,3296,40953,167830,48413,92328,59430,42.4,59430,2967,2743
015,24,2014,72809,226800,61940,1114,31769,2528,36508,102383,27226,49874,36857,39.5,36857,4201,2744
017,24,2014,99740,285300,88803,1813,52054,3424,47866,154747,41556,82434,54600,38.4,54600,3495,2745
021,24,2014,98717,309900,84203,1533,50193,3503,41562,243675,65959,136772,89084,39.4,89084,6497,2746
025,24,2014,94672,274600,79649,1276,42991,2937,41206,250105,71132,137509,92304,40.4,92304,9646,2747
027,24,2014,127223,443300,107490,1876,67362,5155,54485,309284,79597,175029,109651,38.4,109651,8268,2748
031,24,2014,115150,460900,97765,1750,62426,4178,46204,1030447,238803,584986,364854,38.6,364854,33181,2749
033,24,2014,83167,254000,72290,1504,52198,3472,37140,904430,185502,515728,307022,36.1,307022,37568,2750
037,24,2014,96595,291300,86417,1481,50858,2687,43132,110382,27130,58803,39179,35.9,39179,5454,2751
043,24,2014,65538,201800,55471,904,33673,2146,31491,149573,34429,72437,54722,41.6,54722,8309,2752
045,24,2014,66668,174400,53432,1086,32583,1815,27484,101539,22875,53247,37036,35.2,37036,7748,2753
510,24,2014,50408,150800,42665,1020,32252,2497,31427,622793,109782,307422,238897,34.6,238897,71667,2754
001,25,2014,87405,359700,65384,1246,38587,2827,34771,214914,75965,111288,95697,51.8,95697,7072,2755
003,25,2014,66938,202200,50211,870,29726,2760,27769,128715,36993,70848,54706,45.7,54706,7138,2756
005,25,2014,75279,274500,58057,1017,28250,3187,34131,554194,130223,297841,212901,41,212901,29726,2757
009,25,2014,89752,359500,70366,1339,37366,4466,39192,769091,181598,417070,287808,40.5,287808,38154,2758
011,25,2014,73750,226700,55572,969,25174,3478,31528,70862,20614,39756,29859,45,29859,3019,2759
013,25,2014,60564,198900,49211,989,29682,3323,31165,468161,104841,237685,176742,38.7,176742,32830,2760
015,25,2014,81236,259000,56079,1065,31613,3640,23037,160939,36402,90495,58332,35.9,58332,10979,2761
017,25,2014,108728,427800,84464,1582,51557,5213,44378,1570315,362932,893985,585634,38.4,585634,63755,2762
021,25,2014,114285,413000,90506,1699,49754,5052,47230,692254,179768,390975,260058,40.9,260058,20713,2763
023,25,2014,92236,328800,74936,1436,40099,4293,36685,507022,136779,276889,183251,42.6,183251,16583,2764
025,25,2014,60977,394800,54585,1463,46558,3132,33112,767254,106074,436865,295187,32.4,295187,82535,2765
027,25,2014,83178,255500,65407,1188,33699,3655,36799,813475,191252,443614,299841,40,299841,37718,2766
005,26,2014,62691,136800,53796,808,29496,1943,31371,113847,33511,55698,41779,39.6,41779,5592,2767
017,26,2014,63858,104600,46844,718,26265,1938,29417,106179,33533,49558,42706,43,42706,6728,2768
021,26,2014,59131,141600,44031,757,26360,1794,27304,155233,43026,76000,62984,41.8,62984,13783,2769
025,26,2014,54022,95800,46088,752,29181,1869,27183,134878,37308,61695,52385,40.3,52385,7690,2770
037,26,2014,73770,161300,58453,929,31180,2484,31658,77297,21839,38001,28448,39.7,28448,4217,2771
045,26,2014,67650,131600,57087,871,31978,2271,31560,108579,31371,56208,44115,41.8,44115,4569,2772
049,26,2014,52091,93800,41682,772,26972,1839,25346,412895,109763,181066,167096,39.7,167096,36916,2773
055,26,2014,68741,166400,57312,977,30097,2246,25236,90782,27070,47316,35935,43.1,35935,2967,2774
065,26,2014,61624,114800,45616,863,31358,2717,21177,284582,64383,147565,110794,31.6,110794,25977,2775
073,26,2014,58757,129700,41931,744,23889,1958,14846,70616,15064,38174,24999,26.3,24999,11915,2776
075,26,2014,58797,109400,45371,767,26643,1749,28294,159741,46564,73574,61686,41.2,61686,9678,2777
077,26,2014,62253,135700,45148,823,29076,2487,24999,258818,61402,135229,100171,34.2,100171,22340,2778
081,26,2014,64259,141200,53304,851,30763,2274,27946,629237,154478,330895,231986,34.9,231986,41622,2779
087,26,2014,59668,135800,50860,936,29275,1496,26042,88153,26015,41141,31395,43.5,31395,4251,2780
091,26,2014,58340,119100,46739,808,28533,1947,25209,99047,28540,47433,38483,41,38483,6091,2781
093,26,2014,82674,198100,73819,1140,43241,2582,36390,185596,58451,98040,69272,43,69272,4570,2782
099,26,2014,66897,134900,54792,908,33959,2492,31349,860112,241972,439551,337712,40.9,337712,45785,2783
103,26,2014,58750,137400,44267,695,23076,1458,21673,67676,17539,31218,26250,39,26250,4552,2784
111,26,2014,63892,126200,49194,782,29130,1971,30193,83427,25037,41522,33579,41.2,33579,4158,2785
115,26,2014,69423,140500,57275,891,29543,1935,32720,149824,45627,73603,57879,42.1,57879,7126,2786
121,26,2014,51896,96200,42600,682,23482,1632,23016,172344,48224,77912,64646,38.6,64646,13620,2787
125,26,2014,89478,192800,69293,1105,40378,3295,39448,1237868,344497,657723,492063,40.9,492063,52891,2788
139,26,2014,70676,158600,60343,915,26784,2281,27420,276292,75578,150336,97198,34.7,97198,11137,2789
145,26,2014,55566,89700,44931,713,28718,1542,25464,195012,57738,91520,78000,40.3,78000,15625,2790
147,26,2014,62526,126800,50319,846,28433,1948,26644,160078,47803,77463,62728,43.1,62728,9130,2791
155,26,2014,57702,102400,48523,762,29501,1607,27485,68933,19610,33257,27285,42.7,27285,4561,2792
159,26,2014,54320,121600,47435,769,30315,1876,26259,75199,21883,35546,28584,41,28584,4246,2793
161,26,2014,85556,212400,62845,1125,39837,3814,30428,356874,82580,190734,137240,33.5,137240,25851,2794
163,26,2014,51870,84900,41435,808,25584,2234,26547,1764804,406670,819566,661414,37.7,661414,205699,2795
003,27,2014,84460,188300,70915,1169,41458,2238,38667,341864,100314,195036,124579,38.2,124579,9326,2796
013,27,2014,76006,165500,48850,892,29171,1577,25212,65385,15477,37417,24986,31.2,24986,5639,2797
019,27,2014,102535,278900,83594,1351,40018,3174,41352,97338,27618,55924,34298,36.7,34298,2113,2798
037,27,2014,92482,225000,76213,1210,44394,2512,40874,412529,117620,240276,157153,37.7,157153,14545,2799
053,27,2014,87410,228000,64433,1163,41402,2983,37219,1212064,309642,699797,493219,36.2,493219,71746,2800
109,27,2014,86973,174500,69731,991,40471,1987,37358,150287,42583,82828,58607,37.4,58607,7167,2801
123,27,2014,73896,197700,55101,984,36333,2597,31542,532655,121310,288844,207243,34.6,207243,33146,2802
131,27,2014,73663,195700,60527,1022,27564,2152,25812,65151,17642,35351,22933,36.6,22933,2902,2803
137,27,2014,66147,134800,50040,769,26952,1346,26857,200949,60496,102586,85475,41,85475,14710,2804
139,27,2014,102808,257000,92107,1425,46240,2951,42567,139672,38337,79057,46741,35.5,46741,3010,2805
141,27,2014,86510,191600,77532,1237,44762,2250,37902,91126,25051,50282,30571,35.4,30571,4161,2806
145,27,2014,70052,166200,56040,870,35103,1849,28506,152912,41423,89198,57226,34,57226,8413,2807
163,27,2014,100858,254400,83545,1315,45814,2722,41811,249283,72074,138526,91281,39.1,91281,5627,2808
171,27,2014,87691,200900,77442,1175,36545,2203,36262,129918,37733,71083,44435,36.1,44435,2742,2809
033,28,2014,68649,149000,58073,988,34571,1187,31835,170913,43017,92143,60534,36.2,60534,5427,2810
035,28,2014,47969,107400,38904,656,22465,1048,21616,76330,14912,37443,26683,31.9,26683,10060,2811
047,28,2014,48126,132100,40846,824,27238,982,25584,199058,45049,97566,78512,35.8,78512,20688,2812
049,28,2014,49459,107900,38543,798,23653,1112,26499,243729,51774,117420,88660,34.2,88660,24162,2813
059,28,2014,54276,119200,47822,793,35164,984,31860,141137,33685,63754,49410,38.6,49410,11411,2814
067,28,2014,46656,84300,36374,549,20485,674,26780,68290,17017,27356,24132,36.6,24132,8863,2815
075,28,2014,51023,82000,40333,639,21138,874,25183,79739,17842,35859,28683,38.3,28683,5677,2816
081,28,2014,53777,140000,43204,745,25221,1091,27142,85246,19303,39891,31006,37.1,31006,7774,2817
089,28,2014,78574,205600,67746,989,35529,1639,36792,101688,27372,52400,36629,37.2,36629,7296,2818
121,28,2014,70513,155300,58755,904,31505,1094,34507,148070,40831,75261,54093,36.7,54093,7798,2819
019,29,2014,72913,170700,50085,862,27566,1587,25169,172717,37296,97608,67198,30.3,67198,19790,2820
021,29,2014,58166,113000,46764,699,27494,1054,25499,89486,20700,46035,33015,35.9,33015,6120,2821
031,29,2014,60391,142500,47438,752,22639,1119,26714,78043,19851,41136,29949,37.3,29949,7050,2822
037,29,2014,72061,163200,60849,1032,36559,1854,34475,100889,27901,50105,38241,39.8,38241,6300,2823
043,29,2014,58488,153400,51692,895,24825,1245,30246,82101,22536,41241,30525,38.2,30525,3429,2824
047,29,2014,73816,153900,61384,972,34150,2029,32902,233682,60278,126077,88345,37.2,88345,8604,2825
051,29,2014,61844,160800,51210,743,29806,1365,30191,76557,20520,36566,29184,38.1,29184,4485,2826
071,29,2014,61343,139900,51682,803,27971,1287,28840,102084,29447,52226,40748,40.4,40748,4936,2827
077,29,2014,53854,130900,39611,737,25068,1142,25201,285865,69425,143098,117910,36.4,117910,26304,2828
095,29,2014,62918,125200,45874,876,29182,1701,30788,683191,157000,353883,272945,36.8,272945,51529,2829
097,29,2014,51985,104300,39886,714,27546,830,25314,117543,28580,59714,44377,35.6,44377,9720,2830
099,29,2014,66179,145700,59327,936,36541,1349,32367,222716,67518,114085,83045,39.1,83045,10589,2831
165,29,2014,81824,202800,69787,1119,42254,2572,41053,94788,25156,53140,36951,38.8,36951,3325,2832
183,29,2014,88592,189600,73989,1168,38971,2432,38307,379493,111727,211207,140043,37.5,140043,11238,2833
187,29,2014,52026,121700,41713,635,23045,928,24535,65960,16524,28374,24915,39.9,24915,4562,2834
189,29,2014,79456,173100,59993,994,35076,2439,34225,1001876,278516,525816,398531,40.4,398531,40118,2835
510,29,2014,45324,113800,35959,806,26201,1175,26695,317419,58554,167181,137784,34.9,137784,44140,2836
013,30,2014,55844,160900,42170,659,24567,1382,25843,82344,21699,41188,34018,36.5,34018,5059,2837
029,30,2014,57589,229600,47362,802,32286,1922,26586,94924,25631,47451,36820,43.2,36820,5215,2838
031,30,2014,68877,280100,50238,959,32373,2379,23823,97308,23127,55592,39067,33.4,39067,7615,2839
049,30,2014,67949,205900,53435,838,32689,1998,29398,65856,18198,35095,26593,42.1,26593,2544,2840
063,30,2014,68982,246800,44289,859,29021,2407,24261,112684,27080,64741,46407,35.1,46407,8296,2841
111,30,2014,66078,194900,51508,857,31166,1732,28306,155634,41888,83518,61936,37.7,61936,9062,2842
055,31,2014,68776,144400,52505,973,32442,3008,30954,543244,126078,297734,209520,34,209520,35115,2843
109,31,2014,69836,150400,51766,864,32584,2836,26947,301795,71634,170463,119205,33.1,119205,15037,2844
153,31,2014,83975,163200,73775,1133,43859,3435,36830,172193,44798,98705,63029,34.1,63029,2880,2845
003,32,2014,60023,188700,51214,1021,34430,1426,30322,2069681,367897,1054335,731322,36.8,731322,146613,2846
031,32,2014,65917,233300,52618,989,31156,1728,29945,440078,95150,226811,166641,37.6,166641,36416,2847
005,33,2014,67558,181600,56652,1120,34385,5024,30295,76115,21615,42146,31305,42.1,31305,3342,2848
009,33,2014,67334,214700,57210,1008,36797,4179,28758,89658,23715,47279,35436,42.3,35436,2575,2849
011,33,2014,84553,244700,71422,1338,42438,5463,36877,405184,101842,231802,153482,40.3,153482,13837,2850
013,33,2014,79185,224400,62418,1197,34552,5184,36317,147171,39761,80323,57023,42.6,57023,7802,2851
015,33,2014,96921,285000,79922,1492,43279,6009,40649,300621,89769,176147,119020,44,119020,7518,2852
017,33,2014,77754,204800,58976,1120,32103,4783,30012,125604,31044,70357,46859,36.8,46859,5191,2853
001,34,2014,65151,217000,55313,1301,35141,5504,29674,275209,67981,146098,101937,41.1,101937,18469,2854
003,34,2014,102642,434400,84677,1721,45009,9774,44663,933572,212605,500163,337469,41.6,337469,33311,2855
005,34,2014,96665,241000,80896,1529,41229,6282,41402,449722,124823,244796,165424,41.2,165424,14905,2856
007,34,2014,76705,194300,62330,1267,34451,6358,35463,511038,125909,269385,188064,38.3,188064,34087,2857
009,34,2014,71130,296800,56899,1233,33229,4329,27745,95344,30995,48041,40779,48.5,40779,6126,2858
011,34,2014,52541,166000,45339,1036,26949,4183,21690,157389,31321,71245,50593,36.5,50593,12411,2859
013,34,2014,71102,348000,54754,1338,32446,9717,33340,795723,121379,418928,277735,37,277735,52858,2860
015,34,2014,98478,209600,79704,1424,37986,6275,39908,290951,81414,159010,104305,39.7,104305,10822,2861
017,34,2014,61218,340900,58479,1321,47232,8013,36289,669115,74355,376124,253300,34.8,253300,50983,2862
019,34,2014,131311,378700,103605,1914,53827,8639,51269,126067,39485,68887,47387,44.7,47387,1841,2863
021,34,2014,92443,272000,74961,1462,42601,7085,36025,371537,83605,196527,131564,38.4,131564,19544,2864
023,34,2014,93517,320900,77682,1543,44758,7312,41755,836297,176428,443021,282860,37.9,282860,28927,2865
025,34,2014,110805,387900,88413,1722,45226,7652,45960,629279,168331,333604,230391,42.3,230391,20578,2866
027,34,2014,121522,434700,100579,1871,51943,9110,49426,499727,132204,282612,179654,42.4,179654,11676,2867
029,34,2014,74501,258500,63653,1360,35298,5038,35358,586301,177605,271260,220941,42.9,220941,29195,2868
031,34,2014,72922,332800,58804,1455,31878,9285,34804,508856,84257,248972,159309,36.7,159309,42527,2869
033,34,2014,73971,180500,57377,1114,31299,4846,35627,64715,16773,33040,23832,41.9,23832,3771,2870
035,34,2014,117587,392700,100301,1837,52862,8755,50682,332568,86722,182162,117482,41.6,117482,4756,2871
037,34,2014,96958,265200,82075,1666,48172,6886,41052,144909,44936,81074,54174,43.9,54174,5293,2872
039,34,2014,82704,339800,69032,1577,38580,9058,35684,552939,110224,300606,186037,37.9,186037,26374,2873
041,34,2014,91572,246600,71444,1392,42994,6489,39400,106917,29710,58739,41607,43,41607,3203,2874
001,35,2014,60359,184600,47134,909,30992,1870,28215,675551,159948,338126,261279,36.8,261279,60051,2875
005,35,2014,49520,108400,39696,588,19696,692,21318,65878,14969,27974,23747,35,23747,5734,2876
013,35,2014,45497,135600,39502,679,25545,929,19933,213676,46230,100822,75530,32.7,75530,22277,2877
025,35,2014,66346,114100,61351,667,40511,530,31472,69999,15994,31492,21805,31.8,21805,6166,2878
031,35,2014,36955,56100,27041,314,12327,884,17084,74098,13093,27865,18148,31.4,18148,13731,2879
035,35,2014,46959,107700,42603,738,28960,580,21594,65082,14777,28495,23190,36.1,23190,5572,2880
043,35,2014,63929,168300,55398,976,36378,1649,31432,137608,40009,68148,49357,39.4,49357,7358,2881
045,35,2014,57023,151500,48773,682,29874,940,25989,123785,28289,56303,40378,34.7,40378,15126,2882
049,35,2014,60314,269300,52809,954,41901,1405,27276,148164,41273,74862,60565,44.6,60565,8334,2883
061,35,2014,47959,129600,37628,665,22453,949,23295,75817,20478,30895,26595,39.4,26595,8948,2884
001,36,2014,85220,208200,60655,1040,41190,4475,36210,308171,71870,166147,124716,38,124716,19684,2885
005,36,2014,37041,359100,33712,1099,21911,3565,25367,1438159,89396,648994,492481,33.4,492481,187199,2886
007,36,2014,62655,114200,46776,806,28808,3042,26680,197349,50775,93639,78810,39.9,78810,18029,2887
009,36,2014,57523,85400,44320,680,25121,2652,27232,78600,21824,36976,30735,42,30735,4565,2888
011,36,2014,63570,111700,53780,798,30367,2860,31114,78823,21833,39453,31290,42.6,31290,4245,2889
013,36,2014,54329,83500,41808,671,24297,2323,25420,132053,37908,61451,52916,41.9,52916,11106,2890
015,36,2014,62595,111800,50232,814,30393,2780,30710,87770,23747,38894,34617,41.4,34617,7472,2891
019,36,2014,67170,130200,53575,810,30166,2634,27186,81632,21734,39102,31426,39.5,31426,7864,2892
027,36,2014,88738,270900,71165,1440,40971,5911,31640,296579,69959,159983,104190,41.3,104190,9374,2893
029,36,2014,66374,131800,50132,819,31095,3483,30632,922835,249564,472745,383657,40.8,383657,63226,2894
045,36,2014,60496,147900,51086,917,32676,2434,27943,119103,23769,59831,43516,32.2,43516,6298,2895
047,36,2014,54206,574800,47966,1307,35963,3829,32372,2621793,268400,1314978,942402,34.5,942402,254036,2896
051,36,2014,61146,117000,48456,801,30385,3413,24824,64586,17981,31620,25334,40.3,25334,3886,2897
053,36,2014,59541,119700,51873,923,31820,3162,30031,72369,19387,34864,25932,41.3,25932,3116,2898
055,36,2014,67371,137600,51217,941,32946,4265,30868,749857,191921,393727,298271,39,298271,50071,2899
059,36,2014,114233,443200,99035,2146,45508,10001,45243,1358627,354287,713768,440168,41.5,440168,38745,2900
061,36,2014,90457,888500,76089,1603,66582,7984,52858,1636268,172744,954970,762228,36.6,762228,134888,2901
063,36,2014,65536,105500,49700,766,26661,3128,30895,213525,63049,107121,86907,42.8,86907,10175,2902
065,36,2014,61147,116000,48803,810,29428,3071,28583,232871,59023,112452,90583,41.6,90583,17597,2903
067,36,2014,69270,135800,52947,889,32692,3777,31900,468196,121061,238727,185474,38.6,185474,37547,2904
069,36,2014,71980,149800,59093,896,33599,3440,30216,109707,31533,57344,43581,43.5,43581,4728,2905
071,36,2014,84611,254700,70240,1395,38594,6266,35300,376099,88015,186171,124587,36.8,124587,22764,2906
075,36,2014,59579,96000,47013,815,29157,2701,25338,120913,32619,58098,45646,39.6,45646,11011,2907
079,36,2014,110144,353600,97483,1933,44021,8811,45008,99487,27855,55948,34234,43.7,34234,1921,2908
081,36,2014,63896,447300,57241,1407,40616,3866,32015,2321580,338516,1212824,785985,37.8,785985,139531,2909
083,36,2014,72018,180800,61457,1050,39291,4419,31872,159774,40347,87228,63289,40.4,63289,9447,2910
085,36,2014,80937,441000,71121,1525,35517,3828,41022,473279,112509,222709,164971,39.7,164971,32142,2911
087,36,2014,100463,414500,85037,1839,47163,10001,37325,323866,67801,160874,98873,36.4,98873,22468,2912
089,36,2014,55911,89200,43758,713,26147,1977,23470,111400,28625,49957,40286,38.5,40286,6513,2913
091,36,2014,86633,238000,72354,1178,48652,4066,40210,224921,64349,123478,90964,41.9,90964,4935,2914
093,36,2014,76369,161700,57587,1070,34922,4784,30118,155735,37187,79101,56255,38.9,56255,9195,2915
101,36,2014,57579,98100,46889,713,27148,2484,30228,98394,28071,47430,41046,42.1,41046,8382,2916
103,36,2014,102002,368800,86266,1990,44335,8559,40633,1502968,385265,784217,493287,40.7,493287,52022,2917
105,36,2014,62298,161700,53219,945,26122,3959,31166,75943,18265,36674,27524,42.7,27524,5360,2918
109,36,2014,73273,182100,52885,1054,31373,4524,27917,104691,20837,51534,38120,29.3,38120,12210,2919
111,36,2014,76072,217100,58093,1168,30600,5137,31181,180445,47857,93358,69522,43.3,69522,11552,2920
113,36,2014,70931,197100,57294,969,31727,3173,29161,64973,18463,32781,26193,45.5,26193,3457,2921
117,36,2014,61365,117100,45951,847,28733,3412,28822,92051,26352,44776,35577,42.7,35577,5222,2922
119,36,2014,107995,501100,83477,1768,43777,10001,41896,972634,206805,508320,342557,40.3,342557,43441,2923
001,37,2014,51269,133700,39576,785,23449,1099,25735,155792,41058,77077,62799,40.1,62799,10226,2924
019,37,2014,55682,176100,46721,869,31481,1124,21845,118836,36836,54520,49842,50.7,49842,5901,2925
021,37,2014,62095,191100,47671,851,29283,1385,29323,250539,66803,126348,103299,41.3,103299,11185,2926
023,37,2014,50528,115800,37086,641,21929,923,26237,89486,22914,42156,33214,42.8,33214,10771,2927
025,37,2014,65469,169800,54347,945,34570,1551,30349,192103,49456,103086,69144,37.6,69144,8852,2928
027,37,2014,47111,115700,37876,621,21906,908,25739,81484,21342,38531,30458,43.1,30458,6348,2929
031,37,2014,63104,194500,48881,852,28044,1100,26437,68811,20265,34058,28773,46.9,28773,3970,2930
035,37,2014,52068,136700,44677,732,27762,952,25468,154534,37742,75448,56304,40.7,56304,11695,2931
037,37,2014,70241,234100,54229,785,29733,1846,29534,68698,21588,31392,28264,46.2,28264,4594,2932
045,37,2014,47998,99400,37433,641,21318,868,26922,97076,25193,43450,37038,42.1,37038,6472,2933
049,37,2014,49403,152000,43380,874,31992,1065,25297,104510,24541,52159,40109,36.1,40109,5606,2934
051,37,2014,50746,124100,42248,875,30004,1396,27725,326328,62271,160224,122359,31.4,122359,26083,2935
057,37,2014,54394,130800,42201,679,25766,976,27180,164072,43420,79339,61896,41.9,61896,12965,2936
063,37,2014,64883,181900,50504,989,36943,2222,31988,294460,61683,154109,118565,34.6,118565,23328,2937
067,37,2014,57175,144900,45220,832,30859,1445,28433,365298,88396,180656,146198,37.9,146198,29050,2938
071,37,2014,51904,127500,41011,777,22671,1332,26665,211127,51059,101377,76610,40.5,76610,10489,2939
081,37,2014,57683,154700,44069,867,28662,1657,28399,512119,114399,257683,198860,37,198860,37498,2940
085,37,2014,49639,137400,44880,815,26560,1196,28350,126666,26501,55484,44153,33.2,44153,9414,2941
089,37,2014,57273,180900,47335,729,25995,1137,26047,111149,31808,50189,45597,46.4,45597,3918,2942
097,37,2014,63546,166900,54384,878,32244,1232,29972,166675,43217,87056,61911,40.1,61911,7654,2943
101,37,2014,61372,144300,48851,878,24806,1284,30199,181423,44421,87378,63831,37.8,63831,13791,2944
109,37,2014,51932,148800,48131,718,31552,1163,31055,79829,22518,38293,30327,42.3,30327,6056,2945
119,37,2014,72204,189900,58841,1065,40355,2174,32871,1012539,220257,571687,389047,34.7,389047,67867,2946
125,37,2014,63554,191100,51328,772,31301,1252,26152,93077,27954,42455,37179,45.3,37179,8330,2947
127,37,2014,50849,117200,43209,766,20958,1014,25429,94357,24461,45290,36957,40.9,36957,8465,2948
129,37,2014,66098,228200,49982,1014,31386,1610,27097,216298,51466,116710,90106,38.5,90106,21875,2949
133,37,2014,53785,156800,47581,983,32777,1195,25395,187589,33853,100600,61873,26.1,61873,9480,2950
135,37,2014,82624,281400,59658,1131,38101,3348,29510,140420,30721,77243,51325,33.5,51325,10853,2951
147,37,2014,52501,126400,41632,803,25132,1179,25369,175354,34559,92247,68412,32.1,68412,20909,2952
151,37,2014,49371,110800,41107,639,25975,961,27914,142778,38838,68112,53711,40.8,53711,10292,2953
155,37,2014,34660,71600,29889,546,18638,711,23184,134760,29815,51291,46484,35.9,46484,21113,2954
157,37,2014,47046,110400,38878,642,22008,999,24704,91696,25265,43412,36879,44,36879,6911,2955
159,37,2014,54531,130400,45978,762,24756,1074,26678,138630,34215,64570,52294,40.5,52294,10673,2956
161,37,2014,43681,98600,34347,633,20802,726,25623,66600,19134,26673,25805,43.4,25805,5067,2957
171,37,2014,45179,116400,36511,583,21168,810,23165,72968,19649,32724,27632,42.8,27632,6179,2958
179,37,2014,71554,209700,62898,1135,31452,1724,31745,218568,56530,109647,71569,37.9,71569,10281,2959
183,37,2014,84021,237400,66634,1119,40993,2044,35379,998691,233531,554146,370061,35.5,370061,43126,2960
191,37,2014,43625,105700,35966,733,25770,937,21711,124456,26809,58636,46281,36.9,46281,11029,2961
193,37,2014,43644,115700,30743,573,16246,880,22002,68838,18679,30172,27257,44.4,27257,5943,2962
195,37,2014,45095,124300,38774,744,24922,1240,25623,81401,18610,37022,32691,41,32691,7156,2963
015,38,2014,80453,219500,68339,805,38969,2067,34806,90503,26680,51386,38892,37.2,38892,4378,2964
017,38,2014,73149,179600,52604,798,32657,2507,30166,167005,37173,99611,69621,32.1,69621,10041,2965
035,38,2014,62316,154300,49532,814,25004,1999,24255,70138,15023,40167,29217,29.1,29217,7254,2966
101,38,2014,81410,206800,66570,995,37624,1795,31295,69384,16292,41343,26091,31.7,26091,2426,2967
003,39,2014,54697,98800,42701,659,20955,1313,24100,105040,26130,51644,39412,38.3,39412,5798,2968
007,39,2014,50140,100800,39079,732,21153,1443,27214,99175,27085,43891,38891,41.8,38891,9523,2969
013,39,2014,56126,92300,42079,591,21197,952,23508,69461,19789,32021,27205,44.1,27205,5479,2970
017,39,2014,75373,154300,58730,947,31146,2242,31082,374158,93037,194333,134613,36.1,134613,24872,2971
023,39,2014,52795,100800,41729,692,21824,1464,26601,136554,35284,66363,55199,40.8,55199,9405,2972
025,39,2014,75242,153600,62554,941,27866,2372,33098,201560,55766,104380,75561,39.3,75561,8773,2973
029,39,2014,52034,99800,42640,654,23730,1124,24342,105686,29990,50852,42107,43.4,42107,7080,2974
035,39,2014,59679,120700,44016,828,27359,2891,30505,1259828,312754,648094,535295,40.3,535295,114814,2975
