CountyCode,StateCode,Year,medianFamilyIncome,medianHomeVal,medianHouseIncome,medianHouseholdCosts,medianNonFamIncome,medianRealEstateTax,medianWorkerIncome,population,totalHouses,workers,meanIncome,medianAge,medianIncome,povertyPop,StateAndCounty
013,36,2012,51500,84800,41376,633,22745,2331,24016,133539,36199,62485,51814,41.2,51814,10526,1257
015,36,2012,61130,95500,45974,706,22676,2321,27485,88911,24469,42062,34867,40.1,34867,4722,1258
019,36,2012,63601,131400,52161,785,28519,2512,30157,81654,21956,38905,32451,39.5,32451,6109,1259
027,36,2012,84535,275900,66754,1409,38880,5639,31564,297322,74277,158327,107106,41.3,107106,11548,1260
029,36,2012,66283,127200,50506,797,29192,3429,30563,919086,247295,476242,379094,40.6,379094,58352,1261
045,36,2012,54382,128500,46558,864,27682,2136,27004,120262,26530,61373,45845,32.3,45845,6335,1262
047,36,2012,50438,537500,45230,1212,33489,3445,31736,2565635,273302,1274967,919333,34.2,919333,268364,1263
051,36,2012,61582,123900,53123,848,30180,3397,26465,64810,18508,32022,24038,40.1,24038,4302,1264
053,36,2012,61585,120700,47989,809,25620,2897,26104,72382,19531,34560,25991,39.4,25991,4754,1265
055,36,2012,66556,136900,50733,910,32016,4170,30993,747813,190550,395654,298715,38.4,298715,53963,1266
059,36,2012,108639,442500,93214,2109,45533,9934,41998,1349233,354633,706160,441732,41.4,441732,34978,1267
061,36,2012,80795,742700,67099,1547,61890,6310,51644,1619090,164659,951627,746686,36.5,746686,135700,1268
063,36,2012,62375,107600,48464,784,29320,3236,30147,215124,61178,109465,88995,42.4,88995,10863,1269
065,36,2012,59876,112400,46728,741,28641,2792,28327,233556,60483,113860,90571,41.3,90571,17549,1270
067,36,2012,68366,133500,52522,874,31191,3602,31916,466852,120322,238133,185985,39,185985,36944,1271
069,36,2012,63862,134800,52338,917,30535,3291,29717,108519,30980,56918,44328,43,44328,6515,1272
071,36,2012,80981,263200,66458,1537,31503,6426,33143,374512,86492,190260,125228,37.3,125228,18515,1273
075,36,2012,57609,94400,46961,752,26750,2435,26340,121700,33130,57168,45480,39,45480,9910,1274
079,36,2012,112627,356200,96223,1975,34292,8498,43079,99607,28577,56148,34050,43,34050,3183,1275
081,36,2012,61077,439400,54713,1357,37798,3472,31673,2272771,340026,1202404,780349,37.5,780349,141746,1276
083,36,2012,79364,181800,60653,999,33830,4232,35215,159835,42066,88576,64581,39.2,64581,10121,1277
085,36,2012,82461,434000,70963,1465,36361,3503,41519,470728,110022,224605,163468,38.9,163468,26756,1278
087,36,2012,93863,415300,82677,1803,43956,9835,38023,317757,67060,156358,97934,36.6,97934,21300,1279
089,36,2012,53336,89500,42010,701,26478,2088,22735,112232,29582,50256,42436,38.3,42436,10092,1280
091,36,2012,85485,228200,66757,1146,40028,3635,38257,222133,61008,121195,87414,41.4,87414,5367,1281
093,36,2012,76065,169300,56293,982,31865,4418,31605,155124,37801,81407,57463,40.4,57463,8282,1282
101,36,2012,55351,89300,46445,673,27054,2430,27984,99063,29102,47918,41597,42.1,41597,6286,1283
103,36,2012,99453,374800,86334,1975,46244,8226,40465,1499273,392268,782426,496353,40.5,496353,47939,1284
105,36,2012,57186,165900,46796,875,25084,3793,28977,76793,19716,36379,29222,41.6,29222,5358,1285
109,36,2012,73308,174600,49930,1072,29160,4555,28121,102554,21196,49202,38269,29.7,38269,11717,1286
111,36,2012,71461,220600,57566,1152,33843,4927,31158,181791,48938,95177,70353,43,70353,12389,1287
113,36,2012,65214,185000,54184,924,33136,3034,30369,65538,19698,35035,27530,45,27530,3065,1288
117,36,2012,57754,103800,48036,851,28416,3312,27765,92962,28610,47605,37027,43.2,37027,5172,1289
119,36,2012,100413,506200,77293,1724,42538,10001,41639,961670,209605,496321,340097,40.3,340097,42290,1290
001,37,2012,50639,143600,39782,764,22325,1080,25525,153920,38016,75815,59520,39.2,59520,11614,1291
019,37,2012,55324,174100,49124,868,29464,1055,23700,112257,33914,49622,46433,49,46433,6538,1292
021,37,2012,54588,185900,43294,814,27079,1289,25344,244490,64216,126052,99152,40.4,99152,18341,1293
023,37,2012,50261,107000,37287,575,19298,748,24856,90505,23986,42681,33762,42.6,33762,8109,1294
025,37,2012,66436,160500,55824,984,30421,1538,31129,184498,46803,94170,64459,37.2,64459,9627,1295
027,37,2012,47660,101900,31391,584,14705,765,25478,81930,22336,37659,33009,42.6,33009,5367,1296
031,37,2012,60867,204500,49853,847,32415,1053,25963,67632,20334,35010,28346,46.3,28346,2897,1297
035,37,2012,52818,130200,41420,706,24513,965,25212,154339,40909,77824,59291,41,59291,11414,1298
037,37,2012,62623,222700,54705,844,25756,1822,23920,65976,20801,32247,26023,44.5,26023,4835,1299
045,37,2012,47819,102500,35547,627,19707,865,24663,97474,25023,46748,36818,40.9,36818,10776,1300
049,37,2012,56735,151000,48402,902,24843,1070,26535,104770,25994,51986,40570,35.7,40570,7468,1301
051,37,2012,51303,124500,45020,893,31834,1414,27497,324049,66081,163311,122446,30.9,122446,24191,1302
057,37,2012,52222,131800,43711,712,24906,970,29785,163260,45634,80837,63527,41,63527,12594,1303
063,37,2012,63141,176600,51094,963,38179,2116,31214,279641,60279,148187,113769,33.8,113769,26070,1304
067,37,2012,56772,153800,42489,788,27590,1528,26759,358137,85864,178264,141427,37.6,141427,33943,1305
071,37,2012,50223,121000,41067,755,21981,1260,26129,208049,54272,105294,79973,39.7,79973,17447,1306
081,37,2012,53871,147700,42706,829,28286,1602,26990,500879,119459,257734,199110,36.6,199110,37906,1307
085,37,2012,52356,133400,45655,854,23286,1120,27758,122135,28721,56738,41208,33.5,41208,9132,1308
089,37,2012,55378,180800,45067,724,26187,1060,26114,108266,33116,48374,44549,46.3,44549,5328,1309
097,37,2012,56660,163300,49219,825,27125,1102,27408,162708,42835,81340,58660,39.8,58660,12177,1310
101,37,2012,58253,141000,47108,875,27659,1238,30606,174938,44348,86162,60696,37.3,60696,16005,1311
109,37,2012,53866,144200,46098,793,25451,1202,28084,79313,23729,40933,31298,42,31298,4665,1312
119,37,2012,68325,178900,55295,1045,39331,2111,31147,969031,212717,537683,365887,34.2,365887,65420,1313
125,37,2012,62889,206500,49763,813,30477,1372,31654,90302,28133,41011,37060,45.3,37060,8375,1314
127,37,2012,48283,115300,39962,766,21619,1047,23378,95708,23625,46261,36099,40.5,36099,7817,1315
129,37,2012,65504,195000,51885,1031,32242,1540,26265,209234,51488,114627,85092,38,85092,16171,1316
133,37,2012,47508,154200,44250,956,30128,1038,24856,183263,33250,96233,61842,26.1,61842,9682,1317
135,37,2012,84764,271400,51095,1000,31253,3274,25777,137941,31048,72919,52139,32.9,52139,10941,1318
147,37,2012,51525,130700,38589,756,21553,1226,22333,172554,35840,96875,69741,31.3,69741,21316,1319
151,37,2012,51651,120300,41550,663,25243,864,27590,142466,41077,71124,55050,40.3,55050,9512,1320
155,37,2012,33926,71600,28293,542,15492,694,21972,135496,29510,56354,46555,34.9,46555,21313,1321
157,37,2012,43362,99300,35863,612,23819,958,23198,92720,27167,42885,38261,42.7,38261,6507,1322
159,37,2012,46066,126800,40089,709,26321,954,25697,138180,35161,65093,51406,40,51406,10370,1323
161,37,2012,38227,110700,32836,604,15283,693,23542,67323,20453,29885,27506,43.2,27506,3980,1324
171,37,2012,48259,113400,36131,581,19489,847,25988,73561,21153,32355,29063,41.7,29063,5482,1325
179,37,2012,69860,192200,59957,1038,31473,1565,30560,208520,52663,102415,68592,36.8,68592,8523,1326
183,37,2012,81712,227400,63791,1100,40679,1930,36120,952151,224825,519320,357684,35,357684,48589,1327
191,37,2012,50015,105300,37905,663,22822,911,22503,124246,28195,61583,47554,37.1,47554,15525,1328
193,37,2012,41975,114600,33022,516,13927,777,21973,69306,22281,32233,28646,43.4,28646,5527,1329
195,37,2012,48755,110500,37020,734,21567,1150,24776,81867,18439,38826,31762,37.9,31762,9161,1330
015,38,2012,81886,177600,63258,769,37916,2254,33630,85774,24897,49684,35200,36.6,35200,1978,1331
017,38,2012,73059,161200,51033,779,35061,2709,30519,156157,35168,96354,66335,31.8,66335,8497,1332
035,38,2012,72363,156500,42176,726,24415,2450,25837,67472,14223,40084,28198,29.6,28198,6797,1333
003,39,2012,51542,103500,41729,696,26731,1296,23294,105141,27564,50563,40366,38.2,40366,9700,1334
007,39,2012,50639,103300,36015,667,21425,1371,23448,100389,27949,45199,39008,41.9,39008,8497,1335
013,39,2012,53713,97800,44245,540,22221,1027,25287,69671,20338,34103,28549,44,28549,5119,1336
017,39,2012,68932,152100,55687,924,30123,2193,30392,370589,95910,191460,132861,37.1,132861,25271,1337
023,39,2012,51164,101300,39178,685,24056,1463,23165,137206,35114,65391,54288,41.5,54288,12807,1338
025,39,2012,65274,154800,53087,921,29750,2412,31034,199085,53427,100114,75465,38.8,75465,9469,1339
029,39,2012,57721,105000,44210,648,22405,1126,25180,106507,29098,54299,42499,42.5,42499,6500,1340
035,39,2012,57514,122300,41880,822,26359,2817,30118,1265111,314746,646270,529284,40.6,529284,115443,1341
041,39,2012,99335,242100,85470,1484,42423,4302,45594,181061,52766,93804,65046,37.7,65046,3885,1342
043,39,2012,66133,138600,44694,706,26756,1903,26651,76398,21872,38919,31739,44.2,31739,2740,1343
045,39,2012,70781,160700,60615,969,27379,2280,32960,147474,39435,75402,54370,39.2,54370,5419,1344
049,39,2012,62323,147500,50074,931,34044,3057,30922,1195537,252351,642543,471438,33.7,471438,106198,1345
055,39,2012,80483,217900,67264,1130,30380,3153,34113,93680,28646,48277,34204,44.1,34204,2220,1346
057,39,2012,70229,158000,52544,924,29777,2636,29128,163587,41671,85335,62465,36.9,62465,9001,1347
061,39,2012,63133,141100,46837,887,28541,2482,28823,802038,191084,422647,328390,37.3,328390,83014,1348
063,39,2012,62823,124600,47947,779,30758,1498,27607,75671,21759,40835,30064,39.1,30064,6380,1349
081,39,2012,51054,86600,40566,596,23297,842,26281,68389,20096,30741,28625,44.3,28625,4501,1350
085,39,2012,69811,150100,54973,911,30951,2559,32304,229582,68774,123169,95087,43.2,95087,9054,1351
089,39,2012,63722,147000,52331,923,28294,2095,28743,167537,45144,89039,63160,39.4,63160,11109,1352
093,39,2012,62565,136500,49131,823,28018,2234,27575,301478,83728,150392,115670,41,115670,18174,1353
095,39,2012,55384,101500,40529,736,25105,2088,25926,437998,108548,219705,176924,37.7,176924,51603,1354
099,39,2012,51187,97400,39642,650,24110,1480,25035,235145,65532,113318,96689,43.6,96689,19676,1355
101,39,2012,49408,99300,43004,716,24920,1065,25541,66238,16236,27519,24496,40.9,24496,3495,1356
103,39,2012,76678,179000,65078,986,35141,2739,32805,173684,51707,90236,65593,41.8,65593,5532,1357
109,39,2012,64294,141100,53101,802,27407,1621,28674,103060,29592,54570,41261,40.6,41261,5127,1358
113,39,2012,54378,106500,42524,806,26361,2299,26381,534325,132815,262363,221121,39.6,221121,45218,1359
119,39,2012,50943,102900,39266,633,19439,1374,24368,85950,23030,41118,33675,39.5,33675,7807,1360
133,39,2012,62846,144500,52364,896,31919,2060,23648,161451,41125,89862,59712,37.5,59712,13002,1361
139,39,2012,50597,96800,41680,646,24198,1435,22125,122673,34207,56687,48529,41.1,48529,8388,1362
141,39,2012,53639,105700,42951,707,25442,1267,29669,77429,20500,33700,27948,39.8,27948,5987,1363
145,39,2012,49451,93100,36874,554,18473,1069,22726,78477,19905,31237,28927,40.2,28927,6530,1364
151,39,2012,56503,118700,45617,734,27418,1702,26760,374868,103589,189833,150470,41.6,150470,23742,1365
153,39,2012,63429,127000,48798,829,29281,2254,30752,540811,147024,279528,221175,40.9,221175,39566,1366
155,39,2012,50403,94200,41049,656,24251,1477,25651,207406,60643,95464,86992,43.3,86992,17191,1367
157,39,2012,51572,113400,43702,648,27430,1385,25736,92392,25763,45624,36699,40.8,36699,4360,1368
165,39,2012,88733,191100,72898,1208,40717,3038,38361,217241,59327,111576,77718,39,77718,5580,1369
169,39,2012,62227,133200,47946,715,25141,1847,26477,114848,30250,57002,42246,39.7,42246,4627,1370
173,39,2012,69867,141900,49575,878,29344,2103,25330,128200,34522,70320,50219,34.8,50219,11051,1371
017,40,2012,69753,138400,62357,1026,34567,1357,33203,122560,33171,63099,41932,35.8,41932,3238,1372
027,40,2012,67027,141700,53754,918,32138,1514,29679,265638,65387,139604,97706,33.2,97706,15893,1373
031,40,2012,53520,111900,44874,777,33582,1040,25587,126390,25286,63143,43470,32,43470,9358,1374
037,40,2012,51366,104000,44444,675,24501,795,30490,70651,19949,31810,26628,40.5,26628,4589,1375
101,40,2012,48160,86400,37233,640,20341,680,22291,70596,16775,30219,26128,37.7,26128,5522,1376
109,40,2012,56988,126900,43460,819,30138,1372,26565,741781,167141,374131,284720,34.2,284720,61649,1377
119,40,2012,54209,132400,35831,692,20167,1141,15400,78399,15519,39705,29867,27.3,29867,9162,1378
125,40,2012,52267,105200,42440,629,24241,719,25204,70760,18052,31887,26333,37.2,26333,6199,1379
131,40,2012,65566,145700,56041,844,26509,1185,31465,88367,25960,44005,33022,39.2,33022,3437,1380
143,40,2012,58463,135400,47315,842,29992,1477,29928,613816,144544,316545,242564,35.3,242564,44480,1381
145,40,2012,61360,136400,54507,874,31094,1206,30095,75030,22007,36289,27041,39,27041,3083,1382
003,41,2012,74702,275500,51133,904,24931,2920,19949,86430,19227,45196,33395,31.8,33395,8881,1383
005,41,2012,75699,281100,64410,1240,37402,3367,35269,383857,100603,200912,146422,41.4,146422,16844,1384
017,41,2012,56431,235300,47576,1023,31665,2500,25523,162277,42364,78125,66086,41.7,66086,10781,1385
019,41,2012,48056,164800,39757,765,25162,1398,22377,107164,29562,45137,43348,46.8,43348,10229,1386
029,41,2012,53066,199400,44810,913,29069,2076,22551,206412,52457,98843,80957,42.7,80957,15841,1387
033,41,2012,42497,222000,34430,840,19408,1328,21060,82930,21772,33024,34048,48.4,34048,9126,1388
035,41,2012,47758,140200,38987,721,21091,1144,24568,65912,17994,29922,29287,42.2,29287,5100,1389
039,41,2012,52570,206600,40675,924,25597,2168,22278,354542,85881,171797,146327,38.8,146327,40378,1390
043,41,2012,53412,166700,43489,835,19303,2189,22652,118360,29677,54071,43905,38.7,43905,8605,1391
047,41,2012,53938,184300,45422,923,30409,2251,23161,319985,69965,156678,114388,35.6,114388,29805,1392
051,41,2012,65439,255600,51799,1118,35093,2960,30091,759256,164596,426374,305576,36.4,305576,62819,1393
053,41,2012,55794,212600,46827,914,28209,2395,26865,76353,19255,35867,28358,37,28358,4845,1394
059,41,2012,55754,136700,49148,744,26912,1758,24044,76820,17101,36614,26371,34.5,26371,4396,1395
067,41,2012,76376,265100,63530,1255,41664,3203,34765,547672,120695,294320,203250,35.9,203250,30822,1396
071,41,2012,54806,214700,47221,1136,25669,2183,24052,100255,23263,47343,33995,37.8,33995,9502,1397
001,42,2012,71371,190900,60136,1009,31678,2625,27569,101482,29549,54824,38102,42.3,38102,2930,1398
003,42,2012,69212,121900,50884,817,31395,2629,31924,1229338,339053,658061,527219,41,527219,71110,1399
005,42,2012,50469,94700,41841,584,23832,1709,27016,68409,22110,32963,29099,45.5,29099,3346,1400
007,42,2012,63001,112100,47083,709,26133,2062,30751,170245,51244,87412,70767,44.8,70767,8914,1401
011,42,2012,64264,166500,52022,951,30445,3322,29153,413491,106733,217291,151291,39.7,151291,23862,1402
013,42,2012,52079,105300,41258,642,21889,1079,25824,127121,35283,61620,50098,42.6,50098,6599,1403
017,42,2012,90345,305600,75471,1415,40759,4517,40357,627053,180105,344796,231626,42.5,231626,12880,1404
019,42,2012,74808,173300,57185,845,30281,2267,31848,184970,56457,96415,73318,42.3,73318,8816,1405
021,42,2012,52802,85400,39969,588,20384,1211,26748,141584,44114,64633,58228,44.1,58228,8550,1406
025,42,2012,56639,144100,50742,880,31642,2520,28577,65006,20003,32083,26476,45.5,26476,1288,1407
027,42,2012,67776,196100,50809,966,25198,2458,21953,155171,34479,76230,56980,29.3,56980,18146,1408
029,42,2012,100635,322900,82442,1530,46754,4646,40874,506575,140493,278242,184574,40,184574,18189,1409
033,42,2012,51035,86300,41817,612,21723,1228,23931,81184,24985,37988,32186,43.5,32186,4541,1410
037,42,2012,58799,133400,46545,671,23369,1455,29453,66887,18959,33374,26460,40.4,26460,3345,1411
039,42,2012,52343,104600,42287,648,22345,1684,22601,87598,25773,41845,34792,42.3,34792,5776,1412
041,42,2012,72574,187000,57785,959,34071,2394,30742,238614,67656,128167,94453,41.3,94453,8801,1413
043,42,2012,66203,158600,52228,916,31645,2460,31345,269665,67247,143853,107336,39.7,107336,18192,1414
045,42,2012,79095,233500,61065,1154,33027,4489,35276,561098,140093,290490,204112,39.1,204112,28428,1415
049,42,2012,58942,115200,46563,715,25076,2083,26277,280646,71965,141039,109973,38.5,109973,16656,1416
051,42,2012,53582,85400,40410,557,21659,1049,26568,135660,38969,58583,53599,44.1,53599,9754,1417
055,42,2012,61559,174500,51938,826,31348,1964,30139,151275,41483,77143,58515,39.8,58515,6848,1418
063,42,2012,54255,104400,44403,636,19341,1623,21810,88218,25715,42064,34934,39.2,34934,6208,1419
069,42,2012,57593,145000,43053,737,24751,2149,26734,214477,55241,108002,85491,42,85491,11555,1420
071,42,2012,66530,188800,54776,984,31008,2987,29958,526823,134085,270306,194198,38.5,194198,20501,1421
073,42,2012,54870,98900,43558,653,23245,1515,28777,89871,27333,42870,37154,44.4,37154,6207,1422
075,42,2012,64483,162700,51557,812,29635,2434,29558,135251,36872,71231,52424,41,52424,8182,1423
077,42,2012,65858,191900,53935,1039,31904,3382,30202,355245,88986,188164,133861,39.6,133861,21089,1424
079,42,2012,55151,124000,42370,725,23960,1918,27374,321027,83961,158961,129158,43.1,129158,22816,1425
081,42,2012,59552,130500,45710,751,25666,1845,28175,117168,32158,60847,45595,41.3,45595,7302,1426
085,42,2012,51943,108200,42101,654,21890,1517,23531,115655,33513,53345,45647,43.4,45647,6289,1427
089,42,2012,66571,178400,56178,1246,32519,3937,27207,168798,44318,88456,57561,41.2,57561,10119,1428
091,42,2012,96252,288500,76953,1398,41532,4213,41202,808460,221750,445361,308795,41,308795,22697,1429
095,42,2012,68395,196900,55447,1115,32376,3573,30937,299267,79463,153225,112574,41.6,112574,14913,1430
097,42,2012,51322,100600,40948,627,22050,1144,27307,94428,27256,44926,39070,43.8,39070,4989,1431
101,42,2012,44299,142300,35386,859,26364,1318,27549,1547607,302551,730715,579874,33.6,579874,184553,1432
107,42,2012,54239,91600,45056,654,24861,1520,28458,147063,43579,71804,59338,43.7,59338,9319,1433
111,42,2012,56322,99200,46263,588,22081,1175,26673,76957,23988,35775,30048,45.2,30048,2162,1434
125,42,2012,68286,150600,54061,695,32410,1682,31671,208716,63580,107722,84509,44,84509,12731,1435
129,42,2012,62835,128600,49739,708,26162,1927,29545,363395,116782,187788,152420,45.7,152420,15530,1436
133,42,2012,66819,167400,55648,991,30825,2921,32086,437846,125306,231541,168508,40.6,168508,19050,1437
003,44,2012,75640,212900,60114,1301,30716,3712,35894,164843,48002,93382,69563,43.5,69563,6647,1438
005,44,2012,89104,345500,64813,1249,38863,4183,32083,82036,21228,46019,34585,44,34585,3495,1439
007,44,2012,62624,207500,48098,1012,28503,3690,29503,628323,128696,332704,239398,37.1,239398,45868,1440
009,44,2012,89538,300000,70649,1385,41854,4256,33584,125946,36185,70096,50360,43.3,50360,4868,1441
003,45,2012,56341,126100,45658,677,25576,616,30093,162812,47143,76167,63065,40.5,63065,13127,1442
007,45,2012,48598,125400,39232,679,22265,701,27703,189355,53669,87519,72363,40.1,72363,15718,1443
013,45,2012,65443,254400,54188,1035,32040,1285,25024,168049,45984,79477,63505,43.1,63505,9740,1444
015,45,2012,58019,155600,49500,984,35647,775,30995,189781,45314,97183,65832,35.2,65832,12244,1445
019,45,2012,58552,231800,48593,1062,35260,1252,26789,365162,85197,197219,143705,36,143705,27979,1446
031,45,2012,41769,81200,32922,570,15652,388,23002,68139,17978,30940,26460,39.7,26460,6702,1447
035,45,2012,62251,159100,53637,1062,30531,1122,31221,142496,35566,71865,52594,36,52594,6842,1448
041,45,2012,50323,112400,41251,686,25532,491,26199,137948,34216,66881,51418,38,51418,10913,1449
045,45,2012,59363,154800,46654,804,26066,1029,30107,467605,114669,232817,176523,37.2,176523,29949,1450
047,45,2012,43646,97800,35923,639,21984,668,22467,69756,15816,30450,25342,39,25342,8443,1451
051,45,2012,48309,154100,40353,804,26561,587,21874,282285,79058,139278,118092,41.8,118092,24549,1452
057,45,2012,53575,131800,44959,679,27396,726,28168,79089,22580,34299,28792,41.6,28792,8523,1453
059,45,2012,41471,78800,34906,598,21524,440,23031,66223,16859,30738,24910,40.7,24910,6579,1454
063,45,2012,62345,141000,52314,863,31356,739,31250,270406,77800,144928,105560,38.3,105560,18501,1455
073,45,2012,45604,140500,37383,581,24789,689,25677,74627,21678,30901,30688,44.7,30688,6032,1456
075,45,2012,41133,82900,34185,579,18475,559,23007,91476,23481,41271,34286,39.5,34286,13041,1457
077,45,2012,50078,118400,39052,672,17992,555,18752,119670,30222,56348,44473,35,44473,9823,1458
079,45,2012,63928,148700,47940,902,30984,1168,27317,393830,86784,211808,141771,33.1,141771,26151,1459
083,45,2012,48522,114800,40879,708,25010,737,25506,288745,73545,136194,108569,38.1,108569,21093,1460
085,45,2012,46032,107700,39667,710,25074,599,26342,108052,25780,53043,40321,35.4,40321,7920,1461
091,45,2012,60893,155500,50817,921,30414,1012,31261,234635,61417,119731,87424,37.7,87424,11408,1462
099,46,2012,62482,148900,48338,830,33187,2115,29353,175037,41268,100484,67390,34.6,67390,10084,1463
103,46,2012,63106,158500,49546,848,33993,2310,25282,104347,26176,55967,40455,35.9,40455,5704,1464
001,47,2012,44794,130800,38421,602,22173,1014,25880,75416,20518,33563,31019,42.7,31019,6205,1465
009,47,2012,56455,170000,46095,752,25812,942,28420,124177,36199,59894,48759,42.5,48759,7189,1466
011,47,2012,45887,133800,38505,698,21184,775,24246,101134,25100,47435,38749,39.6,38749,7770,1467
037,47,2012,58790,166700,44567,898,31398,1629,27793,648295,134543,356470,258465,33.9,258465,52138,1468
059,47,2012,39022,108100,34536,515,21031,511,22912,68819,20721,30533,29562,43.5,29562,5937,1469
065,47,2012,60737,157800,47667,804,27704,1401,27783,345545,85768,175634,135387,38.8,135387,23192,1470
093,47,2012,61306,157400,46196,823,29318,1135,29785,441311,116276,229068,182792,37.1,182792,34681,1471
113,47,2012,63780,111700,43161,779,22188,855,26559,98656,23471,47466,36572,37.5,36572,7164,1472
119,47,2012,50959,129300,41953,730,22856,938,25005,81990,20545,39757,31960,38.2,31960,9453,1473
125,47,2012,51840,143500,47850,895,30903,1243,27369,184468,38663,93377,64699,30.1,64699,13744,1474
141,47,2012,45887,137500,31563,633,20209,905,24015,73229,18322,32494,28700,35.5,28700,8740,1475
147,47,2012,61331,147800,56234,950,32554,1204,30652,66931,18665,34139,24247,38.7,24247,3202,1476
149,47,2012,63439,158800,53132,978,33391,1215,30926,274454,64975,147695,97326,33.3,97326,13883,1477
155,47,2012,47537,149900,43292,723,20987,639,22471,92512,24889,48813,36334,43.1,36334,4453,1478
157,47,2012,55267,129400,44694,938,27452,1911,27985,940764,200856,474250,344327,34.6,344327,95966,1479
163,47,2012,48771,119100,37890,580,23702,762,25451,156786,47434,73033,65110,44.1,65110,8064,1480
165,47,2012,62270,179100,55105,952,31974,1221,30692,166123,43869,84074,60232,39.1,60232,5243,1481
179,47,2012,52888,140000,42448,682,26921,902,25997,125094,34735,61477,52405,40.5,52405,10105,1482
187,47,2012,107278,350400,90759,1427,41434,2117,41754,192911,52807,101266,66726,38.3,66726,4449,1483
189,47,2012,65736,188000,56485,982,29415,1264,31954,118961,33037,59692,42559,39.8,42559,6278,1484
005,48,2012,44666,85600,39489,656,20078,1179,21698,87597,19593,38047,30199,36.1,30199,6181,1485
021,48,2012,63950,117700,49364,857,30096,2287,31669,74763,20504,36066,24863,37.6,24863,2853,1486
027,48,2012,56293,121200,49091,871,29050,2241,29491,323037,59525,153455,104604,30.1,104604,22417,1487
029,48,2012,57177,123000,49874,892,32523,2588,26708,1785704,354688,899118,607310,33.1,607310,133860,1488
037,48,2012,46893,94300,38924,633,21844,1261,26278,93148,22145,40508,36045,37.1,36045,7187,1489
039,48,2012,76378,146900,65024,969,39731,2884,37868,324769,77682,158418,110093,35.3,110093,15802,1490
041,48,2012,60484,157100,39898,871,19654,3011,18130,200665,33254,102815,70780,25,70780,29510,1491
061,48,2012,33600,75700,30953,589,18420,1357,20039,415557,77925,164369,121179,31,121179,67443,1492
085,48,2012,97682,206700,81364,1384,46443,4262,42294,834642,197282,452273,294576,35.7,294576,29875,1493
091,48,2012,72930,200300,56203,1017,32372,2858,30981,114384,32521,56299,42690,42.6,42690,5183,1494
099,48,2012,57683,100300,47139,843,24969,1636,27230,77231,12633,33881,22253,30.1,22253,2915,1495
113,48,2012,53566,128900,47301,944,36055,2748,28270,2453843,441904,1268147,862007,32.8,862007,189094,1496
121,48,2012,85522,183800,71053,1246,42095,3819,37735,707304,157579,394230,250239,33.7,250239,28891,1497
135,48,2012,62162,95500,51946,729,27355,1220,30174,144325,34096,71274,49382,31.6,49382,7280,1498
139,48,2012,65350,140900,57097,967,36606,2575,30990,153969,35913,78474,52925,35.3,52925,6270,1499
141,48,2012,45256,113200,40345,752,22259,2315,22211,827398,158861,372396,260645,31.1,260645,74421,1500
157,48,2012,94078,187000,86256,1405,42908,4405,41599,627293,155196,314657,197148,35.6,197148,26351,1501
167,48,2012,73985,145500,60551,996,39659,2797,32171,300484,75233,149954,111204,37.5,111204,15429,1502
181,48,2012,59441,105100,47475,748,26403,1710,27138,121935,33065,58281,47770,40,47770,7392,1503
183,48,2012,53190,109500,42153,728,26769,1467,25401,122658,27602,58849,43650,35.4,43650,9286,1504
187,48,2012,74251,161000,63608,997,36485,2661,33023,139841,36044,71790,46633,37.1,46633,3121,1505
201,48,2012,59210,130900,51289,982,36441,2898,29460,4253700,802563,2200438,1443611,32.5,1443611,313800,1506
203,48,2012,53384,101100,43131,667,18652,1112,26602,67450,17694,32649,24368,36.2,24368,5188,1507
209,48,2012,67584,178900,52615,1141,26986,3602,24453,168990,37764,87950,57395,30.6,57395,12403,1508
213,48,2012,47304,85100,37077,632,22971,1159,22496,79094,21224,33956,29273,42.7,29273,8378,1509
215,48,2012,35673,80300,33761,602,19150,1581,19442,806552,149877,325529,222849,28.6,222849,125046,1510
231,48,2012,49819,88700,42376,701,22889,1458,25769,87079,20757,39524,30491,37.7,30491,8286,1511
245,48,2012,51104,97900,40795,688,24981,1641,24750,251813,60475,114389,93111,36.1,93111,21267,1512
251,48,2012,63878,121000,57569,926,32887,1980,34368,153441,38223,77005,52680,36.6,52680,9776,1513
257,48,2012,61694,121400,54224,1019,29925,2694,32476,106753,27129,51673,35432,35.4,35432,5784,1514
291,48,2012,56872,84600,50006,663,27877,1455,30522,76571,19673,31660,25042,36.3,25042,5899,1515
303,48,2012,53903,109300,41783,828,24481,1958,21377,285760,60257,148389,106257,30.9,106257,29592,1516
309,48,2012,52702,104600,40658,781,21941,1813,23802,238707,53156,112143,85171,33.2,85171,21758,1517
329,48,2012,68870,148900,61331,889,33761,2118,34462,146645,34107,76296,51216,32.3,51216,5023,1518
339,48,2012,76562,167500,65610,1098,38694,3353,37319,485047,122616,233250,166278,36.5,166278,21686,1519
347,48,2012,47154,109800,32555,620,21098,858,20398,66034,13946,30770,24099,29.6,24099,5752,1520
355,48,2012,57143,113300,49169,861,28690,2135,25872,347691,70760,172719,123035,35.3,123035,19460,1521
361,48,2012,61065,94900,50574,642,24292,1334,30150,82977,23844,38888,30420,39.1,30420,6701,1522
367,48,2012,80938,158600,64556,990,35540,2761,36209,119712,33759,58608,42326,38.9,42326,4420,1523
